nrep,D_mean,D_std,D_se
1.0,1.3529912783642426,0.0,0.0
2.0,1.2199278318804057,0.13306344648383706,0.09409006533677444
3.0,1.1639318708616624,0.13444335546093958,0.07762090746613001
4.0,1.0929261970764221,0.16935666210629338,0.08467833105314669
5.0,1.0218475022209907,0.20773556905170162,0.09290217074884127
6.0,1.0235378572445217,0.18967342646829347,0.07743385210210404
7.0,1.0097448153261572,0.17882412288316488,0.0675891653668727
8.0,0.9767945052411666,0.18862891905059473,0.06669039389428193
9.0,1.0113755271963105,0.20296358254043756,0.06765452751347918
10.0,0.9841218423763693,0.20918810740638757,0.0661510878824123
11.0,1.0105417893627118,0.21624441951105156,0.06520014568421514
12.0,1.006541069163019,0.2074630286873885,0.059889417729779404
13.0,1.0080490791347345,0.19939247303542942,0.05530152195929321
14.0,1.004412535040574,0.19258625310272856,0.05147084117949573
15.0,0.9894554186739959,0.19429062898636842,0.05016562469255793
