Tau,dtime,msd_xx,msd_xy,msd_xz,msd_yy,msd_yz,msd_zz
1.0,0.01,0.004603250668407186,0.0012224818213060677,-8.477986842544632e-05,0.003533121674402447,-0.001319207270393921,0.0024985669931122303
2.0,0.02,0.011574717741280537,0.0027071624455545077,-0.0001538321898989112,0.00977950653102125,-0.002751098714672629,0.0076208442251368275
3.0,0.03,0.020202146121869626,0.004377843896114781,-0.0004547285333311604,0.017194090151294677,-0.004568253955980292,0.01512917718083407
4.0,0.04,0.029268851554131916,0.006323425610761473,-0.00012957027918020269,0.027166954170603733,-0.005694344420802705,0.021167739289396588
5.0,0.05,0.041021137995036504,0.009165746977939369,0.000715323337229718,0.035707983555861425,-0.008326364048163006,0.031853860180089295
6.0,0.06,0.04762331336053945,0.011023707438466292,-0.0007634787005973407,0.04706605464806888,-0.00910333351295769,0.03828465029482086
7.0,0.07,0.05993996671842552,0.014251689439238081,0.0002697201945815409,0.05851639646148697,-0.010753219575643043,0.043767278932788464
8.0,0.08,0.06914957906048765,0.017261276986275467,-0.00018547706115763587,0.06953372742134135,-0.014925645247149169,0.058087662753313576
9.0,0.09,0.0797173798523142,0.019905201768290835,0.0017395973861321957,0.08288271156719579,-0.01473866336383673,0.059277835009865644
10.0,0.1,0.09133895412733752,0.024707227855294136,-0.0011177791448966474,0.08821055525383494,-0.020945930463760642,0.07907292230185789
11.0,0.11,0.1064899292811412,0.027554936837602132,0.0014721198545744533,0.10793000892020099,-0.01914276814630781,0.08319149075352007
12.0,0.12,0.11418055957014255,0.03291970127883742,-0.0028310459270489553,0.12296797925244608,-0.02006416392787141,0.0924026024905732
13.0,0.13,0.12948653507453153,0.036107164611464994,0.00602632389488327,0.13664377266050456,-0.019514873166418038,0.10048267089770194
14.0,0.14,0.14763399994329435,0.04128612680091453,0.005783706453578342,0.1435145033839436,-0.029171446626824866,0.11755478886789075
15.0,0.15,0.1531340091642933,0.040884907617986986,0.002473548599560954,0.16104474991781723,-0.027143531913374513,0.13452334781784242
16.0,0.16,0.16410742282286286,0.05168642549380793,-0.007681407312836566,0.18783696581677436,-0.03353700134337542,0.14271557241814065
17.0,0.17,0.17162862353063366,0.049322270402498244,-0.016055516634104535,0.18339637965491445,-0.03177991952631465,0.14589781229688756
18.0,0.18,0.18846688852973711,0.05685744111344857,0.0015153840050960014,0.21002907850529814,-0.03590221532180995,0.1594131927487486
19.0,0.19,0.2056750271223581,0.053573858774731406,-0.008364136312717336,0.22299262295085848,-0.053423960735711436,0.16505927077190471
20.0,0.2,0.20632613415663928,0.06470994574095161,-0.017363915152122367,0.23376163001523864,-0.04220586522003685,0.17629520583641847
21.0,0.21,0.22646718569508323,0.052181085410220825,-0.010008943512269173,0.2413127221141014,-0.057784301055977295,0.19065017049574656
22.0,0.22,0.24102495616769168,0.057587752786125386,-0.005036832816434831,0.27157895939456717,-0.059372227534998795,0.21213464205547156
23.0,0.23,0.24931255705840907,0.08339949071337076,-0.008029778421495994,0.29275819238274525,-0.03860427498444358,0.21922359518356221
24.0,0.24,0.24922862830962259,0.08245583981017332,-0.023366472764238727,0.28125797020940696,-0.06221565874728835,0.23998735679110966
25.0,0.25,0.3146123200496668,0.0976659794754808,-0.00967424314158917,0.2991413082899495,-0.03929812168359032,0.2566994117134863
26.0,0.26,0.2970577424754643,0.078072320293355,-0.006279622981042955,0.31916826068677384,-0.040714337538417474,0.2801348088887046
27.0,0.27,0.2820654651412365,0.0853612028761445,-0.012705442024161392,0.2914079939526518,-0.060058881413625954,0.29145948871764366
28.0,0.28,0.36596417356325794,0.08447844083218094,-0.025019110016206866,0.34042094516260796,-0.07140406956610099,0.27268934309249654
