step,o_index,x,y,z
9099.0,397.0,23.516629140000003,12.9254856,0.773646
9100.0,397.0,23.535514510000002,12.9323943,0.74993895
9101.0,397.0,23.58244179,12.91566021,0.74148307
9102.0,397.0,23.63295836,12.85210486,0.74679177
9103.0,397.0,23.670730380000002,12.75821855,0.76831848
9104.0,397.0,23.682647290000002,12.72432538,0.80375669
9105.0,397.0,23.698246570000002,12.75733956,0.84644388
9106.0,397.0,23.730926070000002,12.81822232,0.87620966
9107.0,397.0,23.76577447,12.86226964,0.89375147
9108.0,397.0,23.78249842,12.89524185,0.90685395
9109.0,397.0,23.80133341,12.92382024,0.91158408
9110.0,397.0,23.83163181,12.9470678,0.90250388
9111.0,397.0,23.8649008,12.95541661,0.88735165
9112.0,397.0,23.90176946,12.94671566,0.88102963
9113.0,397.0,23.92526506,12.91941311,0.8706063
9114.0,397.0,23.93394666,12.87870873,0.83672156
9115.0,397.0,23.90260627,12.83892532,0.80500387
9116.0,397.0,23.83595551,12.80355798,0.79323031
9117.0,397.0,23.7664687,12.80156719,0.7720107
9118.0,397.0,23.69533319,12.81317846,0.74977454
9119.0,397.0,23.607519460000002,12.81805937,0.7370464
9120.0,397.0,23.51197201,12.81770034,0.72705414
9121.0,397.0,23.42748572,12.8132559,0.70562151
9122.0,397.0,23.345145130000002,12.80178767,0.67535461
9123.0,397.0,23.24498758,12.80545975,0.66651531
9124.0,397.0,23.137459760000002,12.8273362,0.67705635
9125.0,397.0,23.051352780000002,12.84495814,0.69553586
9126.0,397.0,22.982012740000002,12.85709377,0.72545725
9127.0,397.0,22.934012130000003,12.87280942,0.76174783
9128.0,397.0,22.91017059,12.90416425,0.77648428
9129.0,397.0,22.9080255,12.93912169,0.77112474
9130.0,397.0,22.91431512,12.95307237,0.76909857
9131.0,397.0,22.90719852,12.92721551,0.7676405
9132.0,397.0,22.8895109,12.87055785,0.76136502
9133.0,397.0,22.849719590000003,12.82578273,0.78234777
9134.0,397.0,22.797000410000003,12.8098751,0.83897308
9135.0,397.0,22.74724343,12.79339118,0.88451686
9136.0,397.0,22.71495755,12.77171428,0.90422338
9137.0,397.0,22.69277787,12.76151767,0.90509637
9138.0,397.0,22.681744050000002,12.7411875,0.89537216
9139.0,397.0,22.69619245,12.68008476,0.88941785
9140.0,397.0,22.720411340000002,12.61962058,0.90665557
9141.0,397.0,22.72308915,12.59850371,0.96986016
9142.0,397.0,22.680355480000003,12.58893285,1.04648668
9143.0,397.0,22.63190852,12.55872911,1.08647182
9144.0,397.0,22.60863888,12.50890936,1.09111287
9145.0,397.0,22.6018417,12.45742739,1.08429796
9146.0,397.0,22.60980354,12.40492993,1.07503953
9147.0,397.0,22.619515110000002,12.35479753,1.05137845
9148.0,397.0,22.61477957,12.31337473,1.01845739
9149.0,397.0,22.59926836,12.28822274,0.99177105
9150.0,397.0,22.5829433,12.28647083,0.97750178
9151.0,397.0,22.576338810000003,12.30983956,0.97707171
9152.0,397.0,22.58214664,12.33961674,0.98859378
9153.0,397.0,22.598962020000002,12.37289111,1.00841454
9154.0,397.0,22.606044360000002,12.39783789,1.02044966
9155.0,397.0,22.60249327,12.39782727,1.03139519
9156.0,397.0,22.61544548,12.37229136,1.03117262
9157.0,397.0,22.66017965,12.32785479,1.043852
9158.0,397.0,22.728856750000002,12.26024075,1.07165845
9159.0,397.0,22.81048016,12.1939748,1.10140472
9160.0,397.0,22.9034641,12.14687733,1.10125292
9161.0,397.0,22.98076147,12.09637978,1.07715857
9162.0,397.0,23.01869358,12.05702013,1.02637401
9163.0,397.0,23.020049070000002,12.05834967,0.95378819
9164.0,397.0,22.97918809,12.1088035,0.89787768
9165.0,397.0,22.91330911,12.19607646,0.87168058
9166.0,397.0,22.832751730000002,12.28950171,0.87082229
9167.0,397.0,22.744864630000002,12.35454962,0.85921507
9168.0,397.0,22.68611749,12.37449011,0.84044739
9169.0,397.0,22.67734097,12.36321734,0.84547749
9170.0,397.0,22.67752099,12.35160188,0.89621664
9171.0,397.0,22.65337766,12.35474228,0.9668347
9172.0,397.0,22.61542778,12.35476816,1.03174673
9173.0,397.0,22.56719459,12.3445794,1.08442303
9174.0,397.0,22.51108937,12.35392233,1.12426159
9175.0,397.0,22.460779600000002,12.38291315,1.14438243
9176.0,397.0,22.41358842,12.42186703,1.14702582
9177.0,397.0,22.35411873,12.47163369,1.13606033
9178.0,397.0,22.271013120000003,12.54109112,1.1240377
9179.0,397.0,22.20035053,12.60225858,1.11064898
9180.0,397.0,22.16242458,12.61094868,1.08110861
9181.0,397.0,22.14649817,12.55878951,1.06230575
9182.0,397.0,22.11429012,12.48953909,1.05820727
9183.0,397.0,22.04867398,12.47335691,1.07664317
9184.0,397.0,21.97225143,12.50453332,1.11622377
9185.0,397.0,21.930305020000002,12.55494829,1.16551858
9186.0,397.0,21.920158490000002,12.60279866,1.19532822
9187.0,397.0,21.91469001,12.65218358,1.20055357
9188.0,397.0,21.92092289,12.67861529,1.18099503
9189.0,397.0,21.952458240000002,12.66512861,1.15744361
9190.0,397.0,22.02306322,12.61359533,1.12818785
9191.0,397.0,22.10356346,12.56208846,1.10741216
9192.0,397.0,22.17313666,12.5519078,1.08884815
9193.0,397.0,22.21365047,12.58542866,1.0598332
9194.0,397.0,22.205661560000003,12.62791202,1.01964357
9195.0,397.0,22.1696311,12.65620216,0.98372151
9196.0,397.0,22.14062843,12.68270033,0.96207068
9197.0,397.0,22.11952037,12.69335037,0.94024414
9198.0,397.0,22.09130477,12.68624474,0.91601628
9199.0,397.0,22.06109721,12.66983074,0.88145108
9200.0,397.0,22.03836721,12.66219565,0.85814673
9201.0,397.0,22.03010343,12.6540695,0.84670565
9202.0,397.0,22.037534570000002,12.65498646,0.84430244
9203.0,397.0,22.063599930000002,12.66829975,0.84261434
9204.0,397.0,22.08290195,12.68839549,0.84291654
9205.0,397.0,22.071933650000002,12.68954352,0.83758593
9206.0,397.0,22.03938373,12.66125156,0.82150591
9207.0,397.0,22.016925670000003,12.64042074,0.80992807
9208.0,397.0,22.01423511,12.63300192,0.80854844
9209.0,397.0,22.00414709,12.64173751,0.83069152
9210.0,397.0,21.97972807,12.66553562,0.86908526
9211.0,397.0,21.93567393,12.69144998,0.90864684
9212.0,397.0,21.891362750000003,12.68511555,0.92364705
9213.0,397.0,21.85223913,12.65733586,0.92443972
9214.0,397.0,21.82640917,12.60559339,0.90966568
9215.0,397.0,21.806188050000003,12.56600851,0.89222204
9216.0,397.0,21.797504030000002,12.55677796,0.87612756
9217.0,397.0,21.794345500000002,12.56524401,0.85072508
9218.0,397.0,21.80682527,12.57323168,0.82656386
9219.0,397.0,21.832652420000002,12.57622349,0.82412278
9220.0,397.0,21.848207040000002,12.57551251,0.84780885
9221.0,397.0,21.846000070000002,12.57529125,0.86612784
9222.0,397.0,21.84207301,12.61270453,0.8481017
9223.0,397.0,21.856070080000002,12.6632279,0.81992582
9224.0,397.0,21.86917237,12.6851765,0.8106742
9225.0,397.0,21.87800774,12.67975096,0.81414318
9226.0,397.0,21.87354186,12.7027575,0.80473035
9227.0,397.0,21.8538076,12.74857101,0.78242856
9228.0,397.0,21.801508780000002,12.82132251,0.77809408
9229.0,397.0,21.741217090000003,12.91803058,0.81322366
9230.0,397.0,21.69498867,13.01971602,0.84787801
9231.0,397.0,21.655780420000003,13.08790825,0.83942727
9232.0,397.0,21.62102369,13.11454247,0.81297792
9233.0,397.0,21.60366003,13.13670153,0.80706411
9234.0,397.0,21.59899901,13.16024716,0.80704646
9235.0,397.0,21.59971308,13.19150838,0.79245986
9236.0,397.0,21.61931074,13.23478963,0.77547555
9237.0,397.0,21.646335190000002,13.27340381,0.77180854
9238.0,397.0,21.66778825,13.30370849,0.77520224
9239.0,397.0,21.68116496,13.33599958,0.77038012
9240.0,397.0,21.69274815,13.37302724,0.75064781
9241.0,397.0,21.70691536,13.39171726,0.72202661
9242.0,397.0,21.72419588,13.38837649,0.69804901
9243.0,397.0,21.75951475,13.37439941,0.67684593
9244.0,397.0,21.7976601,13.36639581,0.62827153
9245.0,397.0,21.83240413,13.36091236,0.56159868
9246.0,397.0,21.881624300000002,13.36173627,0.5127725
9247.0,397.0,21.931028790000003,13.36503863,0.48600611
9248.0,397.0,21.98644256,13.39189982,0.4762071
9249.0,397.0,22.029860590000002,13.41429721,0.46349986
9250.0,397.0,22.08172164,13.42318649,0.44129624
9251.0,397.0,22.15696905,13.44561669,0.4299664
9252.0,397.0,22.229475700000002,13.48049692,0.44687071
9253.0,397.0,22.259843110000002,13.53051487,0.48975006
9254.0,397.0,22.24446782,13.5852038,0.55273058
9255.0,397.0,22.212228030000002,13.60694699,0.63705276
9256.0,397.0,22.17812271,13.60414636,0.72975753
9257.0,397.0,22.13600182,13.60905129,0.81201149
9258.0,397.0,22.0997689,13.63273785,0.88062748
9259.0,397.0,22.08596619,13.67635075,0.90294855
9260.0,397.0,22.07630881,13.74021673,0.84722546
9261.0,397.0,22.02856531,13.8025717,0.75698214
9262.0,397.0,21.95980407,13.83038265,0.70585746
9263.0,397.0,21.918793620000002,13.86811301,0.72571784
9264.0,397.0,21.908485390000003,13.91693654,0.78944854
9265.0,397.0,21.90273655,13.98199483,0.85580819
9266.0,397.0,21.9076621,14.08584679,0.91062696
9267.0,397.0,21.920080650000003,14.22951325,0.94366121
9268.0,397.0,21.89908107,14.37074391,0.97513561
9269.0,397.0,21.83384774,14.46746635,0.98188429
9270.0,397.0,21.73312396,14.52855731,0.9652427
9271.0,397.0,21.608512190000003,14.57904511,0.92621923
9272.0,397.0,21.50317773,14.61259813,0.88552365
9273.0,397.0,21.40643683,14.62443017,0.88029518
9274.0,397.0,21.32734041,14.60848682,0.92976595
9275.0,397.0,21.30541591,14.57594673,0.98356613
9276.0,397.0,21.33543255,14.55591571,0.99441003
9277.0,397.0,21.38427816,14.54068827,0.98256947
9278.0,397.0,21.4104528,14.52271471,0.98195617
9279.0,397.0,21.387529710000003,14.49943226,0.98714579
9280.0,397.0,21.3255261,14.46889086,0.93445895
9281.0,397.0,21.230840530000002,14.45978197,0.85562463
9282.0,397.0,21.11831082,14.49740481,0.78377211
9283.0,397.0,21.02333938,14.53638881,0.75009481
9284.0,397.0,20.962604940000002,14.55240881,0.76998949
9285.0,397.0,20.922760460000003,14.57186127,0.83339651
9286.0,397.0,20.91496261,14.6036691,0.89814069
9287.0,397.0,20.925984810000003,14.61284216,0.93192981
9288.0,397.0,20.916970080000002,14.60596622,0.95150261
9289.0,397.0,20.89571295,14.61846341,0.96802423
9290.0,397.0,20.890588790000002,14.64965134,0.95698751
9291.0,397.0,20.882410800000002,14.69705809,0.89893609
9292.0,397.0,20.870993650000003,14.7510184,0.82651533
9293.0,397.0,20.85056165,14.78463091,0.78952834
9294.0,397.0,20.83763949,14.78932685,0.87059752
9295.0,397.0,20.834093640000003,14.77555168,1.03483936
9296.0,397.0,20.84854135,14.77246007,1.16601462
9297.0,397.0,20.88041278,14.78578143,1.22570705
9298.0,397.0,20.90266516,14.79491702,1.24146659
9299.0,397.0,20.89327949,14.82886325,1.23998063
9300.0,397.0,20.844632710000003,14.86596585,1.22391891
9301.0,397.0,20.76636645,14.8760285,1.20613375
9302.0,397.0,20.69419673,14.85458082,1.17242917
9303.0,397.0,20.63745011,14.82366621,1.14662689
9304.0,397.0,20.58980791,14.78199422,1.1460934
9305.0,397.0,20.54241902,14.72186464,1.17273637
9306.0,397.0,20.51257347,14.67108442,1.20685854
9307.0,397.0,20.51419404,14.67060347,1.22021275
9308.0,397.0,20.527854490000003,14.72448423,1.22717075
9309.0,397.0,20.54955791,14.79108561,1.21748749
9310.0,397.0,20.57006324,14.85705653,1.18576712
9311.0,397.0,20.565078670000002,14.92392377,1.15578785
9312.0,397.0,20.549202060000002,14.96794539,1.14812169
9313.0,397.0,20.569211430000003,14.97901165,1.16133897
9314.0,397.0,20.60215504,14.97531664,1.19174569
9315.0,397.0,20.618879330000002,14.99347054,1.23292011
9316.0,397.0,20.622265900000002,15.02953084,1.2442653
9317.0,397.0,20.634421380000003,15.0577302,1.22224265
9318.0,397.0,20.6479652,15.07652934,1.17732235
9319.0,397.0,20.656866830000002,15.12540155,1.10717656
9320.0,397.0,20.66899321,15.20917938,1.02149519
9321.0,397.0,20.66851872,15.28718654,0.95450538
9322.0,397.0,20.64230483,15.34509955,0.94142283
9323.0,397.0,20.57212944,15.40952468,0.98895539
9324.0,397.0,20.50132092,15.47978384,1.06280971
9325.0,397.0,20.489935860000003,15.49113096,1.12216655
9326.0,397.0,20.54390228,15.44037028,1.16390609
9327.0,397.0,20.59001668,15.37654902,1.18654462
9328.0,397.0,20.55172735,15.34553206,1.20056421
9329.0,397.0,20.45741568,15.3339379,1.20897921
9330.0,397.0,20.393675100000003,15.30689057,1.23458661
9331.0,397.0,20.37035283,15.2550904,1.27656285
9332.0,397.0,20.35230644,15.19871431,1.30818038
9333.0,397.0,20.32503841,15.1638519,1.30376301
9334.0,397.0,20.327253130000003,15.14841802,1.28943535
9335.0,397.0,20.37916452,15.13914782,1.28230995
9336.0,397.0,20.45682705,15.11975844,1.30936723
9337.0,397.0,20.50960559,15.09207851,1.35348586
9338.0,397.0,20.525023320000003,15.07106094,1.40365948
9339.0,397.0,20.53280625,15.03512171,1.43602842
9340.0,397.0,20.5225112,14.96692498,1.42665268
9341.0,397.0,20.48527584,14.90945899,1.38542148
9342.0,397.0,20.444220230000003,14.87854526,1.34423752
9343.0,397.0,20.443273950000002,14.86520651,1.31580115
9344.0,397.0,20.47590659,14.85926293,1.30145522
9345.0,397.0,20.511775550000003,14.88644694,1.32119163
9346.0,397.0,20.53392414,14.92004792,1.34830482
9347.0,397.0,20.571320760000003,14.91601946,1.37943942
9348.0,397.0,20.592945590000003,14.88338785,1.39584061
9349.0,397.0,20.58776676,14.8382897,1.39082556
9350.0,397.0,20.58356165,14.80486456,1.32413446
9351.0,397.0,20.592407220000002,14.7947632,1.23741289
9352.0,397.0,20.59419944,14.82223783,1.19627373
9353.0,397.0,20.570718460000002,14.86134004,1.18048043
9354.0,397.0,20.53863694,14.87618543,1.1591719
9355.0,397.0,20.494025070000003,14.886773,1.10289475
9356.0,397.0,20.44827353,14.92125242,1.02827113
9357.0,397.0,20.419281650000002,14.96566903,0.96374234
9358.0,397.0,20.38533623,15.0132896,0.94943668
9359.0,397.0,20.36208231,15.03121351,0.92652039
9360.0,397.0,20.37250397,15.02322105,0.87400148
9361.0,397.0,20.38866862,15.01961153,0.81917128
9362.0,397.0,20.400787580000003,15.02857033,0.76270279
9363.0,397.0,20.42520524,15.03120662,0.70907571
9364.0,397.0,20.447463680000002,15.03539723,0.68304039
9365.0,397.0,20.46137565,15.05508855,0.69536687
9366.0,397.0,20.46217873,15.0881325,0.71820166
9367.0,397.0,20.474833200000003,15.14656127,0.74222675
9368.0,397.0,20.49907247,15.20887024,0.74622675
9369.0,397.0,20.49952759,15.25899257,0.71871333
9370.0,397.0,20.48347566,15.28300138,0.66659941
9371.0,397.0,20.465605710000002,15.30521284,0.61707687
9372.0,397.0,20.435911270000002,15.33923637,0.57570711
9373.0,397.0,20.40134715,15.38699439,0.53108261
9374.0,397.0,20.391060160000002,15.42761817,0.49021759
9375.0,397.0,20.40355251,15.45214819,0.45581047
9376.0,397.0,20.42041184,15.47262794,0.42623064
9377.0,397.0,20.42970537,15.46839352,0.38807347
9378.0,397.0,20.44292953,15.44391385,0.35393243
9379.0,397.0,20.45783695,15.40951876,0.3188316
9380.0,397.0,20.46374755,15.38841114,0.2875056
9381.0,397.0,20.45694694,15.37300718,0.26566445
9382.0,397.0,20.44901592,15.36688648,0.25204643
9383.0,397.0,20.44319797,15.36442838,0.21531051
9384.0,397.0,20.43079282,15.3811328,0.15822098
9385.0,397.0,20.414978140000002,15.41931895,0.09913992
9386.0,397.0,20.406494780000003,15.45204668,0.07089785
9387.0,397.0,20.43591315,15.44134984,0.0533789
9388.0,397.0,20.50387831,15.38248963,0.02215964
9389.0,397.0,20.5759815,15.34795019,-0.00087896
9390.0,397.0,20.61932663,15.35597295,-0.00926333
9391.0,397.0,20.630084460000003,15.39866534,0.01410379
9392.0,397.0,20.640682690000002,15.42490692,0.03643169
9393.0,397.0,20.65105099,15.45002709,0.04194538
9394.0,397.0,20.65747099,15.482324,0.01430786
9395.0,397.0,20.64431583,15.52589427,-0.03738471
9396.0,397.0,20.623814460000002,15.57743808,-0.09266406
9397.0,397.0,20.58423137,15.65021056,-0.14295542
9398.0,397.0,20.527763890000003,15.75343596,-0.19291863
9399.0,397.0,20.467639350000002,15.85383154,-0.26075943
9400.0,397.0,20.42768479,15.93777755,-0.32382414
9401.0,397.0,20.42007233,16.01491205,-0.32914362
9402.0,397.0,20.42150085,16.09327647,-0.27111729
9403.0,397.0,20.4217532,16.12461215,-0.21414539
9404.0,397.0,20.42556781,16.11893974,-0.17831775
9405.0,397.0,20.43351475,16.12260047,-0.17735109
9406.0,397.0,20.413710910000002,16.16176553,-0.19697587
9407.0,397.0,20.379148620000002,16.21601684,-0.22889583
9408.0,397.0,20.34842194,16.25234906,-0.25305412
9409.0,397.0,20.325936560000002,16.28721123,-0.26267151
9410.0,397.0,20.29178002,16.32960803,-0.26991041
9411.0,397.0,20.25061261,16.36692899,-0.28426865
9412.0,397.0,20.21555293,16.37214525,-0.31858591
9413.0,397.0,20.187284010000003,16.33867484,-0.35999511
9414.0,397.0,20.195139100000002,16.27842911,-0.40160858
9415.0,397.0,20.243244790000002,16.2234464,-0.43908138
9416.0,397.0,20.304432260000002,16.16156903,-0.47890807
9417.0,397.0,20.34930022,16.09193295,-0.51026549
9418.0,397.0,20.38151585,16.01384981,-0.51782392
9419.0,397.0,20.40127845,15.95408009,-0.49962115
9420.0,397.0,20.385897250000003,15.92097607,-0.47483495
9421.0,397.0,20.34393086,15.90366799,-0.47276385
9422.0,397.0,20.284361670000003,15.87059846,-0.49865148
9423.0,397.0,20.22782698,15.822923,-0.51809905
9424.0,397.0,20.16522352,15.79729046,-0.51159453
9425.0,397.0,20.102312270000002,15.81708959,-0.49308385
9426.0,397.0,20.03756676,15.86937016,-0.4892811
9427.0,397.0,19.98260467,15.90503376,-0.49966161
9428.0,397.0,19.94882316,15.92190734,-0.5242965
9429.0,397.0,19.95207744,15.93568144,-0.55287046
9430.0,397.0,19.97764974,15.95126384,-0.58303656
9431.0,397.0,20.00006712,15.9481092,-0.60857748
9432.0,397.0,20.02622381,15.96223922,-0.62421954
9433.0,397.0,20.05924954,16.00507228,-0.64150087
9434.0,397.0,20.0805838,16.05923908,-0.67240188
9435.0,397.0,20.08739942,16.11025826,-0.68861403
9436.0,397.0,20.076869430000002,16.17217355,-0.71165195
9437.0,397.0,20.05404888,16.23902637,-0.74939721
9438.0,397.0,20.058362520000003,16.29214391,-0.77573287
9439.0,397.0,20.089739480000002,16.33554013,-0.75925798
9440.0,397.0,20.125335370000002,16.3564469,-0.72173877
9441.0,397.0,20.12110737,16.36483653,-0.71997619
9442.0,397.0,20.087745830000003,16.35765924,-0.7676848
9443.0,397.0,20.06015782,16.3710051,-0.8350652
9444.0,397.0,20.04016529,16.40779591,-0.91055973
9445.0,397.0,20.02706527,16.45033887,-0.97919016
9446.0,397.0,20.02006214,16.48331753,-1.0313111
9447.0,397.0,20.01949807,16.51333014,-1.0581659
9448.0,397.0,20.00150137,16.55122193,-1.06276789
9449.0,397.0,19.981326560000003,16.58343391,-1.06905185
9450.0,397.0,19.96215132,16.61307379,-1.06569944
9451.0,397.0,19.957697980000003,16.64421942,-1.08221669
9452.0,397.0,19.95929645,16.67516704,-1.1059037
9453.0,397.0,19.977195860000002,16.67440411,-1.13211638
9454.0,397.0,20.00360894,16.66690025,-1.15943782
9455.0,397.0,20.01126107,16.67525127,-1.1905406
9456.0,397.0,20.003841490000003,16.69903946,-1.21982825
9457.0,397.0,19.98420368,16.71964503,-1.23375734
9458.0,397.0,19.95595755,16.73037259,-1.24100298
9459.0,397.0,19.92012421,16.71782194,-1.25205503
9460.0,397.0,19.89285758,16.67895064,-1.26375154
9461.0,397.0,19.878421250000002,16.63074076,-1.27743298
9462.0,397.0,19.8801357,16.58655041,-1.32313267
9463.0,397.0,19.9028171,16.57665721,-1.40193476
9464.0,397.0,19.940788740000002,16.58721597,-1.4932312
9465.0,397.0,19.98991431,16.61399488,-1.56049854
9466.0,397.0,20.04662167,16.6461065,-1.60114682
9467.0,397.0,20.10318951,16.68666106,-1.6111823
9468.0,397.0,20.1412735,16.72299223,-1.61005571
9469.0,397.0,20.16586191,16.74409191,-1.60375062
9470.0,397.0,20.17169925,16.74644259,-1.60291572
9471.0,397.0,20.177072430000003,16.74259717,-1.61660279
9472.0,397.0,20.195132920000002,16.73963534,-1.64502242
9473.0,397.0,20.22735732,16.73605355,-1.69756304
9474.0,397.0,20.271528200000002,16.75176643,-1.76295562
9475.0,397.0,20.328523620000002,16.79929282,-1.83453934
9476.0,397.0,20.39624319,16.87827891,-1.90122117
9477.0,397.0,20.44958312,16.94929701,-1.96900997
9478.0,397.0,20.48588592,16.99418101,-2.02959659
9479.0,397.0,20.5101675,17.00664189,-2.09089018
9480.0,397.0,20.53051485,16.99207139,-2.14993345
9481.0,397.0,20.54145681,16.97586805,-2.19082059
9482.0,397.0,20.52361278,16.98862016,-2.21922417
9483.0,397.0,20.48366971,17.049941,-2.24949848
9484.0,397.0,20.434892660000003,17.12366868,-2.29982373
9485.0,397.0,20.406268240000003,17.17676157,-2.33526912
9486.0,397.0,20.39560034,17.21783097,-2.35534561
9487.0,397.0,20.41271366,17.27223345,-2.36685943
9488.0,397.0,20.422761570000002,17.30888379,-2.38773227
9489.0,397.0,20.42061519,17.32388999,-2.42788068
9490.0,397.0,20.40038767,17.33154884,-2.46344983
9491.0,397.0,20.36748527,17.36687892,-2.48686195
9492.0,397.0,20.31432046,17.43182331,-2.48162703
9493.0,397.0,20.23142581,17.50263196,-2.45755245
9494.0,397.0,20.13483982,17.54462633,-2.41784526
9495.0,397.0,20.02495465,17.54332438,-2.38230939
9496.0,397.0,19.92230678,17.51990537,-2.34177751
9497.0,397.0,19.85313343,17.49117977,-2.28060028
9498.0,397.0,19.8037545,17.45574846,-2.20058809
9499.0,397.0,19.75630745,17.42443228,-2.12691255
9500.0,397.0,19.715659780000003,17.40170968,-2.08111521
9501.0,397.0,19.688340760000003,17.38892844,-2.05983554
9502.0,397.0,19.672392340000002,17.37774617,-2.0530792
9503.0,397.0,19.656027310000002,17.35364215,-2.04970365
9504.0,397.0,19.63527015,17.32949241,-2.05853417
9505.0,397.0,19.63713736,17.3238266,-2.08343222
9506.0,397.0,19.645742350000003,17.33378218,-2.1149033
9507.0,397.0,19.66702939,17.31962235,-2.11673638
9508.0,397.0,19.714054190000002,17.26855274,-2.09395832
9509.0,397.0,19.780551080000002,17.18815221,-2.05697127
9510.0,397.0,19.827911620000002,17.11098143,-2.01422739
9511.0,397.0,19.849607430000002,17.04183922,-1.96831203
9512.0,397.0,19.86805255,16.99274095,-1.93882767
9513.0,397.0,19.91122052,16.95433097,-1.92473194
9514.0,397.0,19.96472627,16.92534014,-1.91200143
9515.0,397.0,20.011039330000003,16.90614156,-1.91755683
9516.0,397.0,20.05103022,16.90064028,-1.95008139
9517.0,397.0,20.08210937,16.9166733,-1.99229734
9518.0,397.0,20.13730344,16.94219488,-2.02552021
9519.0,397.0,20.219302730000003,16.95752512,-2.02761032
9520.0,397.0,20.30409596,16.94437803,-2.02135828
9521.0,397.0,20.37176558,16.92190062,-2.00509906
9522.0,397.0,20.40740114,16.89336337,-1.99424023
9523.0,397.0,20.40521407,16.8497275,-2.01081683
9524.0,397.0,20.39100081,16.78639175,-2.01871142
9525.0,397.0,20.380309490000002,16.76598187,-1.99105343
9526.0,397.0,20.382029510000002,16.79651489,-1.93574434
9527.0,397.0,20.401046570000002,16.84683137,-1.86218595
9528.0,397.0,20.41371019,16.88514694,-1.774926
9529.0,397.0,20.404402190000003,16.87855702,-1.70367004
9530.0,397.0,20.3716858,16.8407987,-1.67945514
9531.0,397.0,20.35215528,16.78842416,-1.69891062
9532.0,397.0,20.35624164,16.7394619,-1.72447536
9533.0,397.0,20.363898430000003,16.69045386,-1.7484209
9534.0,397.0,20.38111843,16.64981818,-1.75626518
9535.0,397.0,20.40504173,16.61701637,-1.75466709
9536.0,397.0,20.40000909,16.5981588,-1.74752639
9537.0,397.0,20.348846,16.60193593,-1.7346943
9538.0,397.0,20.28116212,16.61904708,-1.72130534
9539.0,397.0,20.26854425,16.64014426,-1.70099129
9540.0,397.0,20.318068500000003,16.63431324,-1.68223615
9541.0,397.0,20.392575920000002,16.63533095,-1.65734456
9542.0,397.0,20.46012601,16.63934012,-1.6334898
9543.0,397.0,20.48414998,16.63370443,-1.621546
9544.0,397.0,20.480943890000002,16.63129805,-1.60271328
9545.0,397.0,20.45578343,16.62656862,-1.56753493
9546.0,397.0,20.4309303,16.64088106,-1.49491755
9547.0,397.0,20.40589771,16.6788126,-1.45280275
9548.0,397.0,20.39528408,16.73867069,-1.44258285
9549.0,397.0,20.398976740000002,16.83401411,-1.47524502
9550.0,397.0,20.3898836,16.92431739,-1.48694498
9551.0,397.0,20.358813620000003,17.02283751,-1.46929293
9552.0,397.0,20.31967793,17.120616,-1.41934378
9553.0,397.0,20.277841780000003,17.23127831,-1.37823349
9554.0,397.0,20.247905770000003,17.33768047,-1.35890644
9555.0,397.0,20.21849849,17.42506718,-1.35874439
9556.0,397.0,20.177599230000002,17.48337762,-1.36091902
9557.0,397.0,20.13025877,17.51615015,-1.37503274
9558.0,397.0,20.09314794,17.54385989,-1.37641009
9559.0,397.0,20.06629342,17.56457502,-1.34077947
9560.0,397.0,20.02379326,17.57592757,-1.28225195
9561.0,397.0,19.94076924,17.57902833,-1.20496021
9562.0,397.0,19.85434158,17.61140286,-1.12392071
9563.0,397.0,19.7882535,17.68128149,-1.05339803
9564.0,397.0,19.72578536,17.78436274,-0.99904646
9565.0,397.0,19.65525681,17.88012482,-0.94449397
9566.0,397.0,19.58640558,17.96937041,-0.89576243
9567.0,397.0,19.54351708,18.05239309,-0.86429918
9568.0,397.0,19.54139998,18.11021742,-0.85352706
9569.0,397.0,19.553559500000002,18.12891961,-0.85838778
9570.0,397.0,19.55361719,18.11964311,-0.87100326
9571.0,397.0,19.52555551,18.08218847,-0.87790698
9572.0,397.0,19.483027760000002,18.02715255,-0.86929486
9573.0,397.0,19.44848528,17.98088292,-0.83771913
9574.0,397.0,19.428932670000002,17.95852685,-0.77793707
9575.0,397.0,19.42812135,17.95939407,-0.70084915
9576.0,397.0,19.44748397,17.98025946,-0.627787
9577.0,397.0,19.47050406,18.0296913,-0.6053119
9578.0,397.0,19.475462710000002,18.08180418,-0.63988405
9579.0,397.0,19.46391815,18.13558251,-0.69265079
9580.0,397.0,19.463303550000003,18.18608953,-0.72810699
9581.0,397.0,19.48408285,18.24025007,-0.72225477
9582.0,397.0,19.51996252,18.3099912,-0.68297817
9583.0,397.0,19.55467977,18.37561183,-0.63677875
9584.0,397.0,19.56652889,18.42451059,-0.5935257
9585.0,397.0,19.54504804,18.45446717,-0.55206864
9586.0,397.0,19.49057445,18.47294149,-0.51334136
9587.0,397.0,19.42674385,18.49809373,-0.48395191
9588.0,397.0,19.36660866,18.51284943,-0.45437103
9589.0,397.0,19.32434743,18.51045656,-0.42049231
9590.0,397.0,19.31003995,18.4944006,-0.37664879
9591.0,397.0,19.3164084,18.47381301,-0.32527847
9592.0,397.0,19.33274247,18.46047578,-0.27161089
9593.0,397.0,19.36486125,18.45292689,-0.2254095
9594.0,397.0,19.412553300000003,18.44728752,-0.18667907
9595.0,397.0,19.45242541,18.44588725,-0.1757711
9596.0,397.0,19.48435886,18.4616928,-0.19045667
9597.0,397.0,19.53224393,18.47444574,-0.217461
