Tau,dtime,msd_xx,msd_xy,msd_xz,msd_yy,msd_yz,msd_zz,pred_msd_xx,pred_msd_yy,pred_msd_zz,xx_error,yy_error,zz_error
1.0,0.01,0.0025653641035054474,0.00043994542818518074,-0.0016027294804535216,0.003916772090090299,-0.00029125357277623925,0.003605181866952662,-0.9106131815252463,-0.44395176862091745,0.6009976332248637,0.9131785456287518,0.44786854071100773,-0.597392451357911
2.0,0.02,0.007282187109124437,0.000722776861185309,-0.003094615905860465,0.009931799222850018,-0.0006064285951526886,0.009662831101992534,-0.8885772937978791,-0.42406117968183393,0.6069331586683784,0.8958594809070035,0.43399297890468397,-0.5972703275663859
3.0,0.03,0.013492398290780066,0.0009819735749024173,-0.004575332375730178,0.01739246859802879,-0.0010432658533303639,0.017328773903954223,-0.8665414060705119,-0.4041705907427504,0.6128686841118932,0.880033804361292,0.4215630593407792,-0.595539910207939
4.0,0.04,0.020415074521224284,0.00114616853198942,-0.006150513158498234,0.025546688063220524,-0.0022336195787374946,0.026224849584752654,-0.8445055183431448,-0.38428000180366684,0.6188042095554079,0.8649205928643691,0.40982668986688736,-0.5925793599706553
5.0,0.05,0.027728192119726262,0.0005989933947702847,-0.007101587599614106,0.03378291488194966,-0.00263824653398386,0.03557749298696201,-0.8224696306157776,-0.36438941286458326,0.6247397349989228,0.8501978227355038,0.39817232774653294,-0.5891622420119608
6.0,0.06,0.03358976061820898,3.283644198366885e-05,-0.007917621902292117,0.04404660243849881,-0.0035120901457455786,0.042787958481899174,-0.8004337428884104,-0.34449882392549974,0.6306752604424375,0.8340235035066194,0.3885454263639986,-0.5878873019605383
7.0,0.07,0.04062807433905872,-0.00028731312144405867,-0.008989846525765644,0.05353883145784061,-0.004543304861431798,0.05300283508395292,-0.7783978551610432,-0.3246082349864162,0.6366107858859523,0.8190259295001019,0.37814706644425683,-0.5836079508019995
8.0,0.08,0.05012510782832973,0.002932620141583874,-0.01188172620284931,0.06525377232716761,-0.009241272034743507,0.0652352794300045,-0.756361967433676,-0.30471764604733265,0.642546311329467,0.8064870752620057,0.36997141837450026,-0.5773110318994625
9.0,0.09,0.05559653548194826,0.0004943861431648223,-0.009776341637011467,0.07293425408694869,-0.005281831868353163,0.07083997314813027,-0.7343260797063089,-0.2848270571082491,0.6484818367729819,0.7899226151882572,0.35776131119519783,-0.5776418636248516
10.0,0.1,0.06262075400524221,0.0004886565193837692,-0.01002971833892868,0.0792502921637237,-0.006976050213417316,0.08350943074892944,-0.7122901919789417,-0.26493646816916555,0.6544173622164966,0.774910945984184,0.34418676033288925,-0.5709079314675671
11.0,0.11,0.06936592238296704,0.0038203953243607647,-0.012845444734579294,0.09403221648567618,-0.009202610782866622,0.09613251746669785,-0.6902543042515745,-0.245045879230082,0.6603528876600114,0.7596202266345415,0.3390780957157582,-0.5642203701933136
12.0,0.12,0.07874828549671103,0.001944153942528185,-0.015546880822350095,0.11062186246365564,-0.007328012637562825,0.10579279728643223,-0.6682184165242073,-0.22515529029099848,0.6662884131035263,0.7469667020209183,0.33577715275465414,-0.5604956158170941
13.0,0.13,0.08328442141831065,0.0023593933318398178,-0.011092421280353933,0.11779885190218058,-0.011566377970015354,0.11418305687283446,-0.6461825287968401,-0.20526470135191494,0.672223938547041,0.7294669502151507,0.3230635532540955,-0.5580408816742065
14.0,0.14,0.09264718463015778,0.0022649798652115897,-0.00972265567354941,0.12600916872496787,-0.018080950584074718,0.12831476407479364,-0.6241466410694729,-0.18537411241283136,0.6781594639905558,0.7167938256996307,0.31138328113779923,-0.5498446999157622
15.0,0.15,0.10825653365466029,0.0029678928036869323,-0.014485105191408078,0.13399097933513174,-0.002273537481145017,0.14584269005386585,-0.6021107533421057,-0.16548352347374784,0.6840949894340705,0.710367286996766,0.29947450280887955,-0.5382522993802047
16.0,0.16,0.11823418729166021,-0.0021939829813232992,-0.014532699188148248,0.1636504886054546,-0.018173504033835594,0.1666785664961166,-0.5800748656147385,-0.14559293453466426,0.6900305148775854,0.6983090529063988,0.3092434231401189,-0.5233519483814688
17.0,0.17,0.11711036441632741,0.0003780214294395054,-0.014217407763650117,0.16687682144403448,-0.01568934821623957,0.17299798341557399,-0.5580389778873713,-0.1257023455955807,0.6959660403211001,0.6751493423036987,0.2925791670396152,-0.5229680569055262
18.0,0.18,0.11914140823018164,-0.003242406605706616,-0.01203203512754168,0.1691512562177104,-0.007678902885868084,0.16458751095375768,-0.5360030901600042,-0.10581175665649722,0.7019015657646149,0.6551444983901858,0.27496301287420766,-0.5373140548108573
19.0,0.19,0.1408623236149999,0.003169434035013337,-0.017213420946599986,0.1881013368510054,-0.018833584670962022,0.1967935089230785,-0.513967202432637,-0.08592116771741365,0.7078370912081297,0.6548295260476369,0.27402250456841903,-0.5110435822850512
20.0,0.2,0.14488456387926413,-0.003870085658827139,-0.01351918960163737,0.2048881370751264,-0.01598984435133864,0.21974185543563732,-0.49193131470526985,-0.06603057877833007,0.7137726166516445,0.6368158785845339,0.2709187158534565,-0.4940307612160072
21.0,0.21,0.15984833771113321,0.006984655097984753,-0.023232576727265735,0.21042850164185053,-0.005683296133455731,0.2190253494834218,-0.4698954269779027,-0.046139989839246554,0.7197081420951592,0.6297437646890359,0.25656849148109706,-0.5006827926117374
22.0,0.22,0.1559277994424782,0.011347442108267502,-0.008159592610930164,0.22637495248180742,-0.01714398911970503,0.23094524141441236,-0.4478595392505355,-0.026249400900162978,0.725643667538674,0.6037873386930137,0.2526243533819704,-0.4946984261242617
23.0,0.23,0.1792215103337991,-0.003997658491403015,-0.01938712922338122,0.21853529023278473,-0.0005430998416388197,0.2509465357786895,-0.42582365152316826,-0.006358811961079458,0.7315791929821889,0.6050451618569673,0.2248941021938642,-0.4806326572034994
24.0,0.24,0.1924684758509663,0.009476834976906694,-0.006713300129745769,0.26607325786406655,-0.03261332862170416,0.2532023194914562,-0.40378776379580117,0.013531776978004062,0.7375147184257036,0.5962562396467674,0.2525414808860625,-0.4843123989342474
25.0,0.25,0.19003857192482812,0.01468017358890389,-0.019039742557100222,0.2546156553886658,-0.03757664299718766,0.27969534520989925,-0.38175187606843397,0.03342236591708764,0.7434502438692183,0.5717904479932621,0.22119328947157818,-0.46375489865931907
26.0,0.26,0.21101172775296298,0.04098115062912163,-0.03674701537735086,0.2911525778926325,-0.01653980914698346,0.2764612606166582,-0.3597159883410668,0.05331295485617116,0.7493857693127332,0.5707277160940297,0.23783962303646133,-0.47292450869607494
27.0,0.27,0.18071431261271484,0.01918079972924405,-0.01420619049680441,0.26920676031517915,-0.006857039866997261,0.2796019297790421,-0.3376801006136996,0.07320354379525473,0.755321294756248,0.5183944132264144,0.19600321651992442,-0.4757193649772059
28.0,0.28,0.22008620666749074,0.010930634400301993,-0.04818442822383751,0.2862599097701198,-0.04186555738971237,0.29531682801519704,-0.3156442128863324,0.09309413273433831,0.7612568201997627,0.5357304195538231,0.19316577703578147,-0.46593999218456567
29.0,0.29,0.23243846318311584,-0.0028985474304269805,-0.044810695379629034,0.35639016755959657,-0.0338123234662344,0.2885175027911677,-0.2936083251589653,0.11298472167342177,0.7671923456432774,0.5260467883420812,0.2434054458861748,-0.4786748428521097
30.0,0.3,0.2007727192515939,0.01394146175505176,-0.03269157014297561,0.34784752900504773,-0.016086257661762086,0.3326325009024069,-0.2715724374315981,0.13287531061250535,0.7731278710867923,0.472345156683192,0.21497221839254238,-0.44049537018438534
31.0,0.31,0.25014990965488687,0.017956688674794583,-0.022813269410168847,0.33859515086497277,-0.014689403965683828,0.35791261037430405,-0.2495365497042309,0.15276589955158892,0.7790633965303071,0.49968645935911776,0.18582925131338385,-0.42115078615600304
32.0,0.32,0.2785411742808405,0.03554084453615514,-0.03271195042452089,0.3766873937979055,-0.012137638724775125,0.3975714078515104,-0.2275006619768637,0.1726564884906725,0.7849989219738218,0.5060418362577042,0.204030905307233,-0.3874275141223114
33.0,0.33,0.28639572779394906,0.015019099989922667,-0.046546582956623415,0.3782964016307214,-0.0031845020118247422,0.3566691242435184,-0.2054647742494965,0.19254707742975607,0.7909344474173367,0.49186050204344556,0.18574932420096535,-0.4342653231738183
34.0,0.34,0.2811516852875874,0.018577586783002527,-0.07509239481876032,0.3840810451069242,-0.03920040699544237,0.39462848336871337,-0.1834288865221293,0.21243766636883965,0.7968699728608515,0.4645805718097167,0.17164337873808455,-0.4022414894921381
35.0,0.35,0.30219865259983353,-0.002551014714425865,-0.0004946012180679136,0.29540181000612203,-0.005235465161179955,0.4629286111437608,-0.1613929987947622,0.23232825530792311,0.8028054983043662,0.46359165139459574,0.06307355469819892,-0.3398768871606054
36.0,0.36,0.28366944748781026,0.022049704565849874,-0.02362566177109566,0.3210148184137459,-0.07384936184980656,0.39669622298190327,-0.139357111067395,0.2522188442470066,0.8087410237478809,0.42302655855520527,0.06879597416673933,-0.41204480076597766
37.0,0.37,0.32356067457802384,-0.004218955219495203,-0.06069584891735477,0.3454651255049835,-0.03514501492462929,0.42480667736047883,-0.11732122334002781,0.27210943318609015,0.8146765491913958,0.44088189791805166,0.07335569231889333,-0.3898698718309169
38.0,0.38,0.3247645859292124,0.02069398436643308,-0.06489608509395367,0.3342069571042791,-0.02988448357346215,0.4176275535758967,-0.09528533561266062,0.29200002212517373,0.8206120746349106,0.42004992154187304,0.04220693497910538,-0.4029845210590139
39.0,0.39,0.2600657394309664,0.022350345150494888,-0.051796164172250206,0.3995849607487422,-0.01769379260799236,0.4603077454483473,-0.07324944788529342,0.3118906110642573,0.8265476000784253,0.3333151873162598,0.08769434968448492,-0.366239854630078
40.0,0.4,0.3474318777195578,0.01834750735437668,-0.03968328663264579,0.4861082230538768,-0.032052808325979905,0.455277575579109,-0.05121356015792622,0.3317812000033409,0.8324831255219401,0.398645437877484,0.15432702305053592,-0.3772055499428312
41.0,0.41,0.358791288205343,-0.0108930067320483,-0.10389474046556746,0.42398820626846206,-0.04538703151978094,0.48029634765119283,-0.02917767243055913,0.35167178894242435,0.8384186509654549,0.38796896063590214,0.07231641732603772,-0.35812230331426204
42.0,0.42,0.38561752229649837,-0.010498544947885708,-0.05540075173715304,0.5260796622454187,-0.024628381527578094,0.5102767398089975,-0.0071417847031919335,0.3715623778815079,0.8443541764089697,0.3927593069996903,0.15451728436391077,-0.33407743659997224
43.0,0.43,0.37096478406749217,-0.021251969086634206,-0.060752815837978744,0.4954657959195619,-0.04349091002441279,0.5598176529751335,0.014894103024175265,0.3914529668205915,0.8502897018524844,0.3560706810433169,0.10401282909897042,-0.2904720488773509
44.0,0.44,0.40232691800839854,0.015711267455688363,-0.06279779755416662,0.4879927393813864,-0.014379057807237479,0.49880659364509955,0.03692999075154246,0.4113435557596751,0.8562252272959993,0.3653969272568561,0.0766491836217113,-0.3574186336508997
45.0,0.45,0.40200009440215756,0.020916451960639782,-0.057629765198157594,0.5000142347683483,-0.0906938159214682,0.5532834585757803,0.05896587847890966,0.43123414469875854,0.8621607527395141,0.3430342159232479,0.06878009006958974,-0.3088772941637338
46.0,0.46,0.47699567378402447,0.0075621549896994125,-0.10157047315638366,0.46468871573902076,-0.03492106465098476,0.537127621050857,0.08100176620627697,0.4511247336378421,0.8680962781830288,0.3959939075777475,0.013563982101178651,-0.33096865713217183
47.0,0.47,0.44335563951804735,0.05988658642732765,-0.10074746040446048,0.514120787619011,-0.04614060957127469,0.43617356700929977,0.10303765393364395,0.4710153225769256,0.8740318036265435,0.3403179855844034,0.043105465042085456,-0.43785823661724377
48.0,0.48,0.3753152420000055,-0.024083374564616282,-0.06974007444915852,0.5875064733748278,-0.07970591325960179,0.5605073339599975,0.12507354166101115,0.49090591151600915,0.8799673290700584,0.25024170033899434,0.0966005618588186,-0.31945999511006085
49.0,0.49,0.4056229190898294,-0.052590794276411314,-0.1188529017755879,0.5953668231919891,-0.06476510631734171,0.7057687706325584,0.14710942938837834,0.5107965004550927,0.8859028545135732,0.25851348970145105,0.08457032273689635,-0.18013408388101482
50.0,0.5,0.5096120881545702,-0.011334407406804657,-0.05745038566743892,0.6155927820139429,-0.058346888109122474,0.5883315697922605,0.16914531711574554,0.5306870893941763,0.8918383799570879,0.3404667710388246,0.08490569261976655,-0.3035068101648274
51.0,0.51,0.45017653032928007,-0.10496069392186083,-0.06828013243217868,0.5780752628533055,-0.13113834914249567,0.6243901639124454,0.19118120484311274,0.5505776783332599,0.8977739054006026,0.2589953254861673,0.02749758452004558,-0.27338374148815725
52.0,0.52,0.43959902901158104,-0.0506483005095995,-0.12887116731824885,0.6667055183130688,-0.14594201319420894,0.5421852291307173,0.21321709257047994,0.5704682672723433,0.9037094308441175,0.2263819364411011,0.09623725104072545,-0.36152420171340016
53.0,0.53,0.46676206006439236,-0.03753430199677982,-0.11178717507429387,0.5562942639957107,-0.031051498935191685,0.6957265789195449,0.23525298029784714,0.590358856211427,0.9096449562876323,0.23150907976654522,-0.03406459221571634,-0.2139183773680874
54.0,0.54,0.47441253149874907,-0.00013610460695355448,-0.04080977163839735,0.47375619452777173,-0.04619386051388884,0.6748124717454552,0.25728886802521433,0.6102494451505105,0.915580481731147,0.21712366347353473,-0.13649325062273876,-0.2407680099856918
55.0,0.55,0.49695596943853704,-0.01859623822054254,-0.09934940678977897,0.5069920245022534,-0.013834350875472834,0.7701584742002914,0.27932475575258153,0.6301400340895942,0.9215160071746619,0.2176312136859555,-0.12314800958734073,-0.1513575329743705
56.0,0.56,0.6202963032280929,-0.028632058417344675,-0.1675507827060362,0.5447189750790851,-0.0991859096683283,0.6439836404867074,0.30136064347994873,0.6500306230286776,0.9274515326181767,0.3189356597481442,-0.10531164794959258,-0.2834678921314693
57.0,0.57,0.5143194216012653,-0.016277422082248454,-0.20216062745773591,0.5046628278068296,0.002875569003268073,0.8121489217784493,0.3233965312073157,0.6699212119677611,0.9333870580616914,0.1909228903939496,-0.16525838416093153,-0.12123813628324209
58.0,0.58,0.5275262688055123,0.012670778932051556,-0.14860232469621246,0.5727155369758609,-0.10803997180046204,0.5964910867418758,0.3454324189346829,0.6898118009068446,0.9393225835052061,0.18209384987082944,-0.11709626393098371,-0.34283149676333036
