nstep,rx_o1n1,ry_o1n1,rz_o1n1,r_o1n1,rx_o2n2,ry_o2n2,rz_o2n2,r_o2n2,rx_o2n1,ry_o2n1,rz_o2n1,r_o2n1,rx_o1n2,ry_o1n2,rz_o1n2,r_o1n2
0,4.130045529999999,3.8547183,3.0558272599999996,6.422943989728306,2.8329332099999993,3.9501097299999985,2.49131749,5.462191894042305,13.88565263,6.29089101,5.96118629,16.36833530463036,6.92267389,0.7037190400000002,0.41404153999999993,6.9706574059690976
1,4.13508561,3.77906855,3.0595184899999994,6.382863424692718,2.8732919100000007,3.995306529999999,2.4944428899999997,5.517293358178776,13.90258474,6.32020702,5.99466613,16.40618484714552,6.894207219999999,0.7025820999999999,0.4407047500000003,6.943913556216919
2,4.1546602,3.7275480699999997,3.1182724,6.393703054742731,2.8599507499999994,4.067480089999999,2.5079316,5.5689705947554184,13.935252460000001,6.298474580000001,6.05942593,16.44927614699196,6.92064151,0.7015027399999996,0.43322192999999976,6.969581497105513
3,4.19448656,3.73925354,3.1848478300000003,6.459023938543568,2.8512885600000004,4.192522009999999,2.56364061,5.681491039679855,13.95384562,6.16064938,6.163310350000001,16.451437713479777,6.9080705,0.7004249300000001,0.4148219099999999,6.955868769072041
4,4.19664777,3.77827167,3.22435512,6.5025883506216795,2.80363179,4.32635167,2.62729066,5.78621864420397,13.921993520000001,5.97455541,6.2962855399999995,16.40610945712893,6.92171396,0.6871787500000002,0.44463976000000005,6.9699385431066245
5,4.18724659,3.7274123999999995,3.17190864,6.441090096066584,2.80145337,4.46313114,2.73208386,5.935651840800179,13.89000233,5.91068267,6.34943895,16.37631549930023,6.90130237,0.7092262099999997,0.44544645000000016,6.95193489317443
6,4.15711847,3.66715939,3.05893158,6.331410141224593,2.8440083300000003,4.467944050000001,2.76083155,5.972696063128878,13.839813320000001,5.91921348,6.31969295,16.325318984220274,6.8386865199999995,0.6623169200000003,0.4999298200000002,6.888848005746187
7,4.22210567,3.6660863499999996,3.00108541,6.3460916359927655,2.843148189999999,4.47515707,2.71645125,5.957317334597664,13.902581609999999,5.93574836,6.29938719,16.376726259710424,6.83732775,0.6849917799999998,0.5818505299999999,6.896144904136579
8,4.246673660000001,3.6428036899999996,3.02682699,6.361284267017775,2.92638202,4.47557597,2.6999562,5.990346857414783,13.94719259,5.980559339999999,6.30903307,16.43457238385489,6.774136909999999,0.7069389999999998,0.58224988,6.835766858802701
9,4.22213723,3.55268901,3.14883854,6.353205973500009,3.03470689,4.38889656,2.6962798699999997,5.978443280650953,13.97824683,6.06969066,6.38144926,16.521362649807394,6.7214027100000004,0.6192762300000001,0.5363308499999999,6.771145266474504
