nstep,rx_o1n1,ry_o1n1,rz_o1n1,r_o1n1,rx_o2n2,ry_o2n2,rz_o2n2,r_o2n2,rx_o2n1,ry_o2n1,rz_o2n1,r_o2n1,rx_o1n2,ry_o1n2,rz_o1n2,r_o1n2
0,0.5645037400000001,2.43785452,4.24139065,4.9245501093060104,1.09122027,5.45262602,2.5163833799999997,6.1036118410970515,9.526470790000001,4.64451709,7.46911972,12.965837192550204,8.99975426,1.62974559,0.71134569,9.173748422493073
1,0.5403048800000003,2.42780491,4.24019484,4.915833431426918,1.0928480399999998,5.45384663,2.53759156,6.113765683069432,9.54544741,4.61744718,7.4404779,12.953651844076791,8.99290425,1.59140546,0.6626915,9.156640115891753
2,0.5497292399999996,2.39906793,4.27830217,4.935747018222487,1.0921230600000005,5.39988534,2.55428176,6.072548869527472,9.5175222,4.60014185,7.43994309,12.926611584249486,8.97512838,1.59932444,0.6073591600000001,9.136720048852249
3,0.5229356900000006,2.3376289,4.34377717,4.960480895296765,1.10010311,5.31015046,2.5351782099999998,5.9862386618751415,9.50439473,4.60641453,7.48280195,12.943913590130718,8.92722731,1.63389297,0.60384657,9.095582684024482
4,0.4637399699999998,2.3322348,4.358175450000001,4.964681981264193,1.05503633,5.2398900500000005,2.53083623,5.91393958514876,9.52167623,4.546316900000001,7.49290748,12.94121238864476,8.93037987,1.63866165,0.6038957999999999,9.099537722485662
5,0.4287499699999997,2.36775437,4.36347854,4.98297423859181,1.0707393600000001,5.174401860000001,2.5426326599999998,5.863949030263083,9.54134993,4.4478357100000006,7.50305155,12.927350213861294,8.89936054,1.64118822,0.5969403500000001,9.069093371216
6,0.45601299000000006,2.39821083,4.34803439,4.9864582710377405,1.0608427200000001,5.13771166,2.5740466,5.843559213086534,9.53260738,4.381094190000001,7.499017439999999,12.895730003699146,8.92777765,1.64159336,0.57693645,9.095762650529872
7,0.5069359400000004,2.44504572,4.32878891,4.997363909852172,1.1225632399999999,5.08045888,2.6398021499999995,5.834360809061673,9.56558417,4.32205109,7.5046968199999995,12.903526669017385,8.949956870000001,1.6866379299999998,0.5361057600000001,9.123260648895224
8,0.5458759899999994,2.49447456,4.391162909999999,5.079635383480328,1.2463307399999994,5.05030712,2.6532429900000003,5.839404137733214,9.68513216,4.29527892,7.61011547,13.044733167987607,8.98467741,1.73944636,0.56570957,9.168976448801205
9,0.6147678999999999,2.49993406,4.390543299999999,5.089644422196248,1.3081373099999993,5.03951477,2.6689700000000003,5.850754925628161,9.80120026,4.3084128800000006,7.6581509699999994,13.163328772027457,9.10783085,1.76883217,0.5986376700000001,9.297296225128123
10,0.7301012,2.56999879,4.36647194,5.118986105240985,1.39287619,5.02390693,2.70295432,5.8724532333580655,9.84425795,4.23631067,7.664393410000001,13.175684764828942,9.18148296,1.7824025300000002,0.59496715,9.371796734527479
11,0.76560345,2.5193891600000002,4.37272113,5.104327621041374,1.4420221,5.0136750999999995,2.71933078,5.88312209938769,9.87855548,4.247497999999999,7.681296870000001,13.214742496035019,9.20213683,1.7532120599999999,0.58924496,9.386175173533536
12,0.7494184100000001,2.4480937899999997,4.36423373,5.059775410821433,1.4502965099999994,4.9609542499999995,2.7734988599999997,5.865724419364801,9.9013149,4.22237099,7.64902717,13.205001710471445,9.2004368,1.70951053,0.51129458,9.371866714295104
13,0.7364764100000003,2.44493776,4.42668871,5.110351366393681,1.44272708,4.95655728,2.7349995,5.8420153853175165,9.883757039999999,4.094659630000001,7.664264039999999,13.160388823516515,9.17750637,1.58304011,0.50257583,9.326586815451812
14,0.7055541899999995,2.30226507,4.458234340000001,5.066960094368605,1.4480688599999993,4.9470832300000005,2.67387129,5.806903097463845,9.8728005,4.1361900700000005,7.65012855,13.156926876725127,9.13028583,1.49137191,0.5180229199999999,9.265778826255307
15,0.6766776400000003,2.25796548,4.39783081,4.989711070867016,1.4584314000000003,4.90961869,2.6851555300000003,5.782857256581115,9.850941070000001,4.15222739,7.593030670000001,13.112442450529178,9.06918731,1.5005741799999999,0.51004433,9.206629489238331
16,0.60945252,2.25962402,4.3268619500000005,4.919254762690495,1.4577544399999995,4.91353525,2.6444571700000004,5.767237673643828,9.87069443,4.1927674999999995,7.5428811200000005,13.111253312705912,9.02239251,1.5388562700000001,0.5715620000000001,9.170514071962728
17,0.6144498800000004,2.25694721,4.2672131900000005,4.866258087346866,1.3714063699999999,4.99670839,2.57741725,5.7871348564700416,9.852066449999999,4.28813927,7.48363013,13.094123554357333,9.09510996,1.54837809,0.6389996899999999,9.24807117716464
18,0.69165777,2.3604641400000004,4.255637549999999,4.915346618906678,1.3463360400000006,5.04328694,2.5344072,5.8026359309532145,9.79794502,4.29373444,7.454124009999999,13.03839893593701,9.143266749999999,1.61091164,0.66407926,9.307812011268018
19,0.7134555699999998,2.41884725,4.294290800000001,4.980037584613316,1.3865117800000002,5.057201539999999,2.51256375,5.814695084875147,9.81252952,4.33729707,7.460431010000001,13.067360571640764,9.13947331,1.69894278,0.65357646,9.318988203822485
20,0.7410864400000006,2.45270906,4.32039385,5.023026365018979,1.3381410999999996,5.10464665,2.48357187,5.832338146774476,9.80884555,4.35737586,7.4504458499999995,13.065577628748288,9.21179089,1.70543827,0.64648013,9.390609546368776
21,0.80331157,2.47915334,4.35640383,5.0763929213337775,1.30377354,5.11379532,2.4541521200000003,5.820102288324367,9.77573392,4.3570417500000005,7.46163303,13.047020884488099,9.27527195,1.72239977,0.6510770800000001,9.456280033832236
22,0.8520441099999996,2.40012875,4.38745389,5.073100513378223,1.3541549700000006,5.13021698,2.4636716300000003,5.850003405565067,9.7558053,4.45957012,7.4993911099999995,13.088329523948117,9.25369444,1.72948189,0.64826559,9.436218345921365
23,0.86290355,2.37354263,4.37382648,5.050610381941881,1.3756058300000005,5.092657920000001,2.5180134499999998,5.845327007452161,9.76882218,4.51755032,7.50883348,13.123289523155426,9.2561199,1.7984350299999998,0.6169935500000001,9.449381207309223
24,0.8610242599999998,2.43498296,4.3670449300000005,5.073616679690891,1.33821865,5.075231130000001,2.55443114,5.837286923488566,9.76538378,4.48373296,7.53122168,13.12196180533153,9.28818939,1.8434847900000002,0.60974561,9.488977185365354
25,0.8919196299999999,2.44837625,4.35668334,5.076490580408572,1.26587126,5.15148,2.49347758,5.861536204721135,9.70872487,4.51139954,7.54476571,13.097158242521946,9.33477324,1.80829579,0.6946047900000001,9.533645730812678
26,0.8607036499999996,2.51745603,4.34077112,5.091236544527542,1.2857230600000005,5.18124299,2.4862945,5.888974702711004,9.687853350000001,4.5218437300000005,7.54376967,13.084725220028828,9.26283394,1.8580567700000001,0.7167040499999999,9.47449905039022
27,0.7876005099999999,2.6231959099999997,4.36632503,5.154247337215928,1.3326268499999996,5.19457246,2.4285618700000002,5.887052753284046,9.68500147,4.5126352800000005,7.56272376,13.090375140318606,9.13997513,1.94125873,0.7678368599999998,9.375350888227832
28,0.7010300200000001,2.6633205799999997,4.33470718,5.135601808662377,1.2323540599999996,5.28934091,2.33045991,5.909895699884671,9.68230457,4.56796813,7.4897174799999995,13.065573946564923,9.15098053,1.9419478,0.82455039,9.39103238542031
29,0.6698999599999995,2.7557173400000003,4.33804697,5.182798040471079,1.1473902000000002,5.29330983,2.31328575,5.889560610825202,9.64582174,4.55694308,7.43131559,13.001232967391731,9.1683315,2.01935059,0.77998287,9.420427409450118
30,0.7484633300000008,2.80059424,4.3693822,5.243569992204997,1.1415798700000002,5.267724230000001,2.30215048,5.861059630773479,9.56887027,4.57958435,7.43429045,12.953939383747942,9.17575373,2.11245436,0.7627577700000001,9.446624759795812
31,0.7890115099999999,2.8075437599999997,4.38064107,5.262590361352303,1.13282727,5.2238178600000005,2.4044144100000002,5.861124406897219,9.57372717,4.60657988,7.47086351,12.988095768874917,9.22991141,2.19030578,0.68580803,9.51099556830735
