1           -5.78716353       2.60352362      -1.43587751
2           -5.79806046       2.57121401      -1.46843722
3           -5.80503677       2.59803587      -1.50953794
4           -5.84595037       2.64876544      -1.56311233
5           -5.89288175       2.67956191      -1.59237392
6           -5.92049476       2.69540192      -1.58914336
7           -5.93607914       2.68967210      -1.58293293
8           -5.98685329       2.65071782      -1.57285869
9           -6.07929512       2.58652985      -1.55131983
10          -6.15641756       2.48962725      -1.54374919
11          -6.19653801       2.37895451      -1.54699371
12          -6.21078419       2.28195289      -1.54920655
13          -6.25676393       2.22020516      -1.51268343
14          -6.36035324       2.18154388      -1.44207632
15          -6.44849502       2.10865321      -1.37588381
16          -6.48089548       1.99588577      -1.33543352
17          -6.48372890       1.89268026      -1.32564918
18          -6.47483931       1.82527226      -1.32721145
19          -6.48208123       1.77757049      -1.32158635
20          -6.50561323       1.70987070      -1.29501436
21          -6.53019270       1.65205601      -1.25447100
22          -6.54565633       1.62508209      -1.22902644
23          -6.54392969       1.60079139      -1.21956277
24          -6.51682442       1.54147971      -1.22762890
25          -6.48485143       1.47012481      -1.25061589
26          -6.48641585       1.41569738      -1.28902283
27          -6.51748544       1.36910315      -1.35007247
28          -6.54443929       1.31191887      -1.40958483
29          -6.51887740       1.27671527      -1.43173131
30          -6.46778918       1.25646019      -1.41490341
31          -6.50660122       1.19851536      -1.35582883
32          -6.57686507       1.12665475      -1.28380984
33          -6.63569317       1.02992492      -1.19567556
34          -6.69881290       0.90366860      -1.09635119
35          -6.71546480       0.79974752      -1.03440563
36          -6.67190169       0.77425000      -1.02726639
37          -6.66184805       0.76956761      -1.00240179
38          -6.69647580       0.74075122      -0.94476276
39          -6.71488453       0.70622851      -0.88278103
40          -6.71218538       0.69656578      -0.85718596
41          -6.73117466       0.66244476      -0.83781288
42          -6.78698706       0.59812825      -0.79841052
43          -6.80055237       0.57310843      -0.77620949
44          -6.76740961       0.58389907      -0.77530267
45          -6.73518171       0.61429399      -0.81032869
46          -6.75819152       0.60766181      -0.84189647
47          -6.79851495       0.61004332      -0.87631100
48          -6.82615119       0.62238995      -0.90707790
49          -6.84751412       0.65482105      -0.92420535
50          -6.89135944       0.67142260      -0.91367960
51          -6.94409261       0.64758274      -0.90625012
52          -6.98706531       0.62068678      -0.92661649
53          -7.00557849       0.60222713      -0.96940095
54          -6.99282505       0.59191210      -1.01183620
55          -6.96853072       0.58418026      -1.02261034
56          -6.96833104       0.60621947      -1.00056897
57          -6.95588247       0.67158043      -0.99430209
58          -6.91623415       0.75576633      -1.00607944
59          -6.89458491       0.83233794      -1.01922544
60          -6.88574579       0.91431015      -1.00804302
61          -6.88209613       0.97115295      -0.99608679
62          -6.89238599       1.00341989      -0.99072577
63          -6.89793379       1.00863751      -0.97722852
64          -6.87943274       0.99670213      -0.96304636
65          -6.85632480       0.98505424      -0.96716988
66          -6.83757146       0.96662773      -0.98656364
67          -6.78217299       0.95825582      -1.00580467
68          -6.69207020       0.95826550      -1.01137264
69          -6.60610968       0.98178331      -1.00023844
70          -6.55757409       0.98558765      -0.96696521
71          -6.52680401       0.97713977      -0.91359193
72          -6.48558820       0.98313062      -0.85161805
73          -6.43421245       1.00828222      -0.79094648
74          -6.40890739       1.01743356      -0.72800224
75          -6.41321687       1.00983326      -0.66361341
76          -6.40959545       1.02122317      -0.61065130
77          -6.35722423       1.04459670      -0.56858012
78          -6.27139798       1.09035740      -0.53150386
79          -6.21711991       1.13004978      -0.48012562
80          -6.17087261       1.17206114      -0.43428526
81          -6.15025032       1.20932940      -0.39955045
82          -6.14740602       1.24451252      -0.37919144
83          -6.13898877       1.26260031      -0.39468660
84          -6.12134713       1.29708360      -0.43085944
85          -6.12001767       1.37321865      -0.44369255
86          -6.10236312       1.47974515      -0.40062800
87          -6.03794411       1.59983954      -0.36461338
88          -5.95606509       1.72234855      -0.36318366
89          -5.89846596       1.85018517      -0.31803599
90          -5.87864460       1.96200008      -0.25191490
91          -5.87465194       2.05814359      -0.21400954
92          -5.86793819       2.12737941      -0.21085192
93          -5.85208106       2.15969244      -0.22111600
94          -5.82702691       2.15649930      -0.24751129
95          -5.80875728       2.12448835      -0.27649900
96          -5.79033951       2.09284755      -0.28371339
97          -5.74604121       2.07663369      -0.28492742
98          -5.69106470       2.08073056      -0.31137879
99          -5.67049238       2.08463885      -0.36180666
100         -5.69730754       2.08745560      -0.39936010
101         -5.74396826       2.10347191      -0.41938576
102         -5.77575154       2.13442047      -0.42357271
103         -5.77628368       2.14679396      -0.42235547
104         -5.75736458       2.15008349      -0.41546618
105         -5.70958910       2.14463929      -0.40068807
106         -5.65496285       2.13855599      -0.40965965
107         -5.57402003       2.14251946      -0.45342570
108         -5.49223456       2.13927476      -0.47845570
109         -5.44178266       2.10404342      -0.49826016
110         -5.38998291       2.01773884      -0.51331718
111         -5.36151032       1.90011289      -0.58767006
112         -5.31775572       1.76823453      -0.67085951
113         -5.25922624       1.66800404      -0.69471168
114         -5.18927404       1.57901515      -0.68257252
115         -5.10120086       1.50207588      -0.68155796
116         -4.99114088       1.40522116      -0.71033510
117         -4.88698435       1.31435674      -0.73133983
118         -4.79051359       1.24032603      -0.72739664
119         -4.73073081       1.21425879      -0.71543992
120         -4.66299823       1.20437135      -0.72112503
121         -4.58317321       1.20594367      -0.73521092
122         -4.50797039       1.21230478      -0.71605132
123         -4.42668661       1.21672455      -0.67724995
124         -4.37089233       1.22552889      -0.64740864
125         -4.31962414       1.21727823      -0.64822160
126         -4.28558392       1.22118392      -0.65463466
127         -4.25719296       1.20211737      -0.66090295
128         -4.25235722       1.16178498      -0.67542829
129         -4.27090699       1.11619758      -0.66023348
130         -4.30966436       1.09339360      -0.64777249
131         -4.33708367       1.06589531      -0.67055321
132         -4.36095691       1.05167725      -0.72020754
133         -4.37721704       1.03725476      -0.76318878
134         -4.38177744       1.01836210      -0.78640178
135         -4.38759510       1.02648580      -0.82198242
136         -4.39069601       1.08641436      -0.87066544
137         -4.41891205       1.15645074      -0.90666527
138         -4.45895515       1.20946272      -0.91482851
139         -4.49414350       1.24029770      -0.90562857
140         -4.50806599       1.25807581      -0.88269807
141         -4.49585376       1.28981517      -0.86911837
142         -4.45934851       1.33441558      -0.85849011
143         -4.44477380       1.36875803      -0.82646744
144         -4.42092285       1.40205457      -0.77609766
145         -4.38332221       1.42493188      -0.73544950
146         -4.36941566       1.43027763      -0.70247351
147         -4.38608968       1.44936989      -0.66613979
148         -4.40091889       1.49502449      -0.63608838
149         -4.39269953       1.55501578      -0.61286411
150         -4.36481004       1.60097971      -0.59769735
151         -4.33107127       1.62085587      -0.58863416
152         -4.29464361       1.65483003      -0.57655820
153         -4.23627375       1.75111993      -0.53684767
154         -4.17536600       1.89418825      -0.47576432
155         -4.13468437       1.97316598      -0.41843545
156         -4.10909391       1.92145758      -0.36724263
157         -4.11224518       1.86836253      -0.32530637
158         -4.11713491       1.87848026      -0.30029950
159         -4.12692018       1.94756958      -0.30685955
160         -4.13826751       2.03160822      -0.34363256
161         -4.12813488       2.09295462      -0.39435071
162         -4.10332438       2.11574846      -0.44391936
163         -4.08327887       2.11617121      -0.47569370
164         -4.07078018       2.12553433      -0.51029551
165         -4.06508908       2.14130171      -0.52523431
166         -4.05560079       2.17889293      -0.49692878
167         -4.04999371       2.25687341      -0.43616840
168         -4.07610571       2.29783255      -0.37085311
169         -4.13814860       2.27991964      -0.32185819
170         -4.21771849       2.27519230      -0.31898261
171         -4.27257340       2.30819448      -0.32982274
172         -4.35787842       2.34244359      -0.32626487
173         -4.43883805       2.34224803      -0.31352613
174         -4.53159672       2.33829908      -0.26006933
175         -4.59158730       2.36055935      -0.19113736
176         -4.64548629       2.38993730      -0.11854424
177         -4.68702436       2.40950784      -0.04227706
178         -4.70551786       2.44109221       0.04730209
179         -4.71471023       2.48775471       0.15993670
180         -4.72394126       2.51302828       0.23449653
181         -4.72957530       2.52221149       0.24907670
182         -4.71847590       2.53648843       0.25342132
183         -4.70314621       2.56961735       0.24808405
184         -4.70056173       2.59929095       0.23940160
185         -4.70967654       2.64845883       0.23685770
186         -4.69982534       2.71887164       0.25067553
187         -4.70995347       2.78725381       0.26374511
188         -4.75196851       2.84204701       0.25687034
189         -4.81213965       2.88845357       0.25000127
190         -4.85816057       2.93847491       0.26175403
191         -4.88187406       2.99622983       0.27457278
192         -4.88270735       3.05683379       0.28048976
193         -4.87961597       3.10300669       0.28809775
194         -4.87457402       3.11944915       0.30214784
195         -4.88424276       3.12372022       0.30938532
196         -4.90968567       3.13235582       0.30790189
197         -4.94849364       3.16869855       0.29522633
198         -4.99631202       3.23324275       0.27469986
199         -5.05248674       3.31707787       0.25487908
200         -5.11959815       3.41002153       0.25649200
201         -5.18440317       3.51124498       0.25192718
202         -5.23883235       3.61693890       0.21637961
203         -5.27288540       3.71773148       0.16471074
204         -5.28498981       3.79865045       0.11716085
205         -5.30025946       3.82908838       0.09621249
206         -5.32690598       3.82572726       0.08071089
207         -5.36042682       3.78008228       0.06366654
208         -5.39532852       3.73057567       0.02425109
209         -5.42991483       3.70151015      -0.02090917
210         -5.46677977       3.69914122      -0.05493860
211         -5.49097336       3.72446175      -0.05165862
212         -5.49573200       3.76131195      -0.02278015
213         -5.50560320       3.79442371      -0.00234455
214         -5.53680200       3.81114314      -0.01768954
215         -5.58153009       3.80319646      -0.04976783
216         -5.61182919       3.78962473      -0.05822852
217         -5.60560892       3.81034172      -0.03396471
218         -5.56583631       3.85956396      -0.00570833
219         -5.51830181       3.91485201      -0.00759687
220         -5.49090579       3.94144700      -0.03987242
221         -5.49551384       3.93145157      -0.07314703
222         -5.51308832       3.88917304      -0.07321195
223         -5.52241010       3.83250775      -0.04092855
224         -5.54563582       3.75922122       0.00484575
225         -5.58649524       3.66335637       0.05226667
226         -5.59688335       3.58261933       0.10663314
227         -5.53520115       3.53978907       0.16146602
228         -5.43206532       3.53931373       0.20512629
229         -5.34402435       3.55548469       0.24812092
230         -5.28407654       3.54495331       0.29309273
231         -5.24602851       3.49551146       0.32827456
232         -5.22257021       3.44400202       0.34997667
233         -5.20210030       3.39343623       0.35001217
234         -5.19934114       3.33402391       0.33814900
235         -5.21426238       3.28358322       0.35724252
236         -5.24421454       3.27362528       0.41271264
237         -5.26297494       3.30999837       0.48175160
238         -5.25709979       3.35370879       0.54225443
239         -5.24435807       3.37714774       0.59537454
240         -5.23711112       3.35924268       0.63686451
241         -5.21569903       3.32628805       0.66808993
242         -5.18013290       3.31297724       0.68316026
243         -5.14062274       3.31119879       0.69190528
244         -5.12600954       3.29989109       0.70949157
245         -5.12141229       3.30188824       0.70613922
246         -5.10614102       3.32059232       0.64487556
247         -5.07636868       3.36031491       0.58011224
248         -5.04685021       3.41382565       0.56071683
249         -5.03960474       3.44514248       0.58054259
250         -5.01876349       3.45813270       0.59741317
251         -4.96420590       3.45788025       0.60369830
252         -4.90349010       3.47714431       0.60268765
253         -4.85203294       3.51598960       0.64127532
254         -4.79757557       3.54698782       0.67922152
255         -4.74504636       3.55169026       0.65980786
256         -4.70940878       3.54775119       0.59446714
257         -4.71427587       3.53023326       0.52116449
258         -4.74516159       3.51814868       0.48561417
259         -4.76135120       3.53399477       0.45630470
260         -4.74238308       3.57552258       0.43867048
261         -4.72360048       3.63142052       0.43277465
262         -4.73005187       3.67709072       0.45575272
263         -4.77152544       3.72323969       0.46593867
264         -4.83568856       3.77048868       0.44905175
265         -4.90954885       3.79794506       0.39656879
266         -4.97730133       3.80251298       0.31445608
267         -5.03823036       3.80277734       0.25709534
268         -5.08363986       3.80037512       0.25156254
269         -5.09804607       3.78950368       0.28057260
270         -5.08617847       3.76721379       0.30483515
271         -5.07644314       3.74256379       0.31569792
272         -5.09972498       3.74358016       0.31417474
273         -5.15923805       3.77393283       0.32639395
274         -5.25055680       3.80737361       0.35346543
275         -5.31712609       3.84204132       0.39266982
276         -5.32709142       3.86769782       0.42569978
277         -5.30810731       3.88403440       0.45641207
278         -5.28992650       3.88780156       0.49475323
279         -5.27140585       3.87483068       0.54259391
280         -5.23735026       3.84348551       0.59097701
281         -5.19021318       3.79599683       0.63841895
282         -5.16472279       3.73471682       0.66001882
283         -5.18062808       3.70055372       0.64118881
284         -5.23359784       3.71764707       0.62562139
285         -5.31416464       3.76089046       0.64060872
286         -5.37432449       3.80467731       0.67064301
287         -5.38556736       3.82128539       0.69283622
288         -5.34908808       3.81488260       0.72268448
289         -5.29086485       3.78861034       0.78487400
290         -5.22618807       3.74554192       0.85016498
291         -5.18072283       3.68640121       0.88477590
292         -5.16452319       3.62843948       0.90697596
293         -5.18433156       3.58148927       0.92499623
294         -5.23469621       3.54905026       0.94943691
295         -5.26413758       3.55239469       0.96314803
296         -5.25895084       3.58158436       0.94160498
297         -5.23953094       3.63030626       0.90877969
298         -5.24294165       3.66970381       0.90312277
299         -5.26135092       3.67593720       0.92619424
300         -5.27934935       3.65831361       0.94686835
301         -5.28272742       3.62468439       0.95388956
302         -5.29907273       3.57772398       0.96762066
303         -5.34741879       3.52359403       0.99566092
304         -5.42556207       3.47811356       1.01418447
305         -5.47550476       3.44792380       0.99706858
306         -5.46225259       3.43891582       0.96284211
307         -5.43858969       3.46002423       0.91643904
308         -5.45344877       3.46836987       0.84603889
309         -5.51824019       3.48216153       0.75021901
310         -5.57445882       3.49967765       0.64966383
311         -5.58694908       3.53197274       0.58056204
312         -5.56370563       3.57337729       0.51780692
313         -5.54320769       3.62221825       0.44256277
314         -5.50660200       3.66470888       0.38693186
315         -5.46667145       3.69015375       0.34751467
316         -5.43649577       3.70818254       0.29791151
317         -5.40746635       3.73518856       0.21381628
318         -5.38481514       3.72046195       0.12438387
319         -5.37686462       3.69178024       0.05812460
320         -5.40298465       3.67551345      -0.02383636
321         -5.44421907       3.66102144      -0.12617711
322         -5.45794691       3.64595181      -0.22745650
323         -5.43536975       3.63846051      -0.30869585
324         -5.40880056       3.64328802      -0.35211139
325         -5.42626104       3.62637843      -0.37447179
326         -5.47594530       3.59643847      -0.39573797
327         -5.50653972       3.56502692      -0.41088121
328         -5.47083226       3.55200166      -0.43294639
329         -5.38738975       3.58788458      -0.47207353
330         -5.33388128       3.64331128      -0.55048760
331         -5.33296879       3.68693510      -0.63555310
332         -5.39086112       3.68337035      -0.69836158
333         -5.46939299       3.66587277      -0.71730293
334         -5.55974002       3.67462240      -0.71024863
335         -5.65708314       3.69754542      -0.70151343
336         -5.71508066       3.72517271      -0.67854896
337         -5.76957047       3.75993225      -0.67130899
338         -5.82033479       3.82178994      -0.67796356
339         -5.83220989       3.88054302      -0.71797498
340         -5.84188894       3.90507664      -0.79352821
341         -5.85116557       3.91697423      -0.87634435
342         -5.87662029       3.93282521      -0.92624229
343         -5.91752218       3.93346021      -0.96805975
344         -5.95465664       3.92563063      -0.98982264
345         -5.96851952       3.93202854      -1.00206140
346         -5.98747332       3.97020439      -1.01302448
347         -6.01037137       4.02325115      -1.01355729
348         -6.04561990       4.06579316      -1.01550535
349         -6.06963018       4.10621990      -1.05761118
350         -6.07312629       4.15224184      -1.13371443
351         -6.10027834       4.18667026      -1.19398090
352         -6.16796245       4.19838915      -1.21725402
353         -6.24941718       4.18911649      -1.21232515
354         -6.30179611       4.14835912      -1.22304824
355         -6.33181325       4.08693937      -1.28243523
356         -6.34339664       4.02315993      -1.36708704
357         -6.34083009       3.95889907      -1.42509721
358         -6.32419750       3.91202007      -1.45738789
359         -6.30783780       3.91037631      -1.48740271
360         -6.27519602       3.93906869      -1.52195618
361         -6.24024397       3.97854861      -1.53630613
362         -6.22859646       4.00234341      -1.52307274
363         -6.26430022       4.00367441      -1.46959065
364         -6.30803760       3.99341750      -1.40223017
365         -6.33555872       3.98237765      -1.34766879
