nstep,rx_o1n1,ry_o1n1,rz_o1n1,r_o1n1,rx_o2n2,ry_o2n2,rz_o2n2,r_o2n2,rx_o2n1,ry_o2n1,rz_o2n1,r_o2n1,rx_o1n2,ry_o1n2,rz_o1n2,r_o1n2
0,0.5974545600000001,5.0431952199999985,2.49303671,5.657384732869354,11.272396699999998,4.40801254,1.08386735,12.152047989839579,10.018207310000003,6.585167349999999,2.35747664,12.2182896856225,9.70285055,5.94998467,1.2194274200000002,11.44703584346263
1,0.69410126,4.95054719,2.45407548,5.568858096691612,11.30474815,4.37280586,1.0924194399999998,12.170133198000286,10.127454230000001,6.60494634,2.35049567,12.317283597843847,9.65789888,6.027205009999999,1.1959992499999998,11.446948292661887
2,0.7972649,4.9027769800000005,2.47275211,5.548635547042118,11.27805814,4.35099923,1.04773793,12.133570969778086,10.234680430000001,6.640218580000001,2.34797299,12.423935103507736,9.68052633,6.08844083,1.17251705,11.495933976792621
3,0.8102104800000003,4.851089369999999,2.37522766,5.461795998978531,11.24894462,4.29306233,1.03326733,12.084567870153128,10.21036755,6.649228239999999,2.2264863,12.386326450477325,9.74689831,6.0912012,1.18200869,11.554302370441837
4,0.8712332800000002,4.769497289999999,2.25527445,5.347281054173204,11.25907599,4.23558225,1.05231764,12.075360100658061,10.209249,6.627090169999999,2.07586082,12.347319037318291,9.79890829,6.09317513,1.23173127,11.604419363422585
5,0.9335618200000004,4.748519009999999,2.2962785,5.356572169742076,11.27008012,4.11357203,1.08785033,12.04655963741095,10.21085847,6.69371338,2.04841419,12.379960831996002,9.848623230000001,6.06333964,1.33571464,11.642319387304289
6,0.9901329800000003,4.780313609999999,2.37972233,5.430915198742799,11.28696493,4.08294415,1.1891701499999998,12.061514660635295,10.232601,6.54047803,2.0453444999999997,12.315332322344938,9.86656705,6.15415251,1.52354798,11.727912726305867
7,1.02378969,4.817883669999999,2.53389729,5.539023728354329,11.395941409999999,4.07123518,1.1761395700000001,12.158360942131228,10.233334370000001,6.37249542,2.0927561800000003,12.235581663127933,9.790513910000001,6.27285609,1.6172806800000001,11.73961170335948
8,0.9931340400000002,4.73864458,2.56204513,5.477695037616353,11.53217194,3.9293122499999997,1.14051959,12.236472912849404,10.171643920000001,6.33116695,2.05478476,12.155992571319445,9.68531818,6.251500719999999,1.6477799599999998,11.64481980524287
9,0.9744326299999999,4.658049709999999,2.47698236,5.364921962432535,11.58324618,3.86719846,1.12281812,12.263259620757903,10.14613306,6.3037623,1.94266146,12.10187459670177,9.64105339,6.29738645,1.65713902,11.634134961443444
10,0.9818203299999997,4.642239699999998,2.4616991500000003,5.345495608245143,11.57132567,3.7982790399999997,1.07985894,12.226552938469707,10.14958603,6.2433179899999995,1.95179514,12.074875584168826,9.65690863,6.30472135,1.5897629500000001,11.641853023746135
11,0.94246534,4.7321035700000005,2.40450761,5.3909833946002825,11.566228339999999,3.7236993800000002,1.1229527400000001,12.20264716944258,10.101744900000002,6.1220570500000004,1.9608861499999999,11.973717344308431,9.6704921,6.26153876,1.5665742,11.626669334906294
12,0.8866518399999999,4.849620229999999,2.3675672,5.469034860660194,11.66288128,3.7802561700000004,1.16478896,12.315432180136247,10.04413924,6.01587522,1.9730714200000001,11.873015563181015,9.57563132,6.30676072,1.55928474,11.571487149726984
13,0.8919288100000005,4.8480937499999985,2.3763919,5.472365893585943,11.648164710000001,3.83080011,1.17324374,12.317924803615039,10.11622426,6.05478935,1.96890738,11.953035749235605,9.52353984,6.31991701,1.5807282599999999,11.53853820591314
14,0.82305356,4.88717561,2.38051537,5.498068391027323,11.568373359999999,3.8682218500000003,1.16517109,12.253490365856859,10.18165313,6.037152600000001,1.92400178,11.992291475142219,9.46902707,6.33589364,1.62168468,11.5080790347969
15,0.8090514100000004,4.920979339999998,2.45485005,5.558497154511713,11.503298000000001,3.91461606,1.11807335,12.202465807778122,10.321952750000001,6.00888722,1.9490416799999999,12.1015783130255,9.37980066,6.376749500000001,1.62388172,11.457774061642029
16,0.85224425,4.874056959999999,2.50515167,5.5460379011224115,11.393974,3.88185419,1.11695055,12.088797045043062,10.487604269999999,6.047288529999999,1.96931421,12.265306369875141,9.36666598,6.3525087,1.65278801,11.43767924757749
17,0.84863365,4.8623553,2.49046845,5.528572260158658,11.33723459,3.89487585,1.1349383499999999,12.041222159478098,10.52537084,6.052707870000001,1.90098819,12.289526434228527,9.38202822,6.37181268,1.7244186099999999,11.471533022765506
18,0.9312441900000001,4.84835806,2.50048151,5.53409427108245,11.30404627,3.91794605,1.07488362,12.01195813019492,10.565075629999999,6.04742632,1.80167359,12.306023561181416,9.45812229,6.4141616699999995,1.7736915400000002,11.564753731081332
19,0.9713531699999995,4.8841116399999995,2.59036541,5.613204650658749,11.32374397,3.8650540500000004,1.04404366,12.010655580421869,10.51032736,5.97689815,1.8066049,12.225142697512451,9.53328184,6.39604426,1.82780417,11.624702701601539
20,1.02910171,4.982221470000001,2.61340907,5.719395778647615,11.45357457,3.9256708500000004,1.03043811,12.151422334510096,10.467255360000001,5.8466355,1.81907461,12.126648913778928,9.50427178,6.4888138799999995,1.82477257,11.65185318177368
21,1.0943866399999997,4.9518569800000005,2.51980657,5.662861009984298,11.523503819999998,3.9650894599999997,1.00005253,12.227558209966412,10.45640976,5.86139026,1.78042238,12.118675864146669,9.510473059999999,6.543842219999999,1.73943672,11.674613866339419
22,1.0332992899999995,4.84353936,2.40286057,5.504663465957246,11.5673638,3.9873642,1.01759198,12.277559691679468,10.33987779,5.97252196,1.7375014800000002,12.066606924393438,9.5220577,6.56330288,1.6829510699999999,11.686695505606354
23,0.9540669799999995,4.811041249999999,2.33982881,5.434258051623412,11.616099649999999,4.03272899,0.99640244,12.33651052802025,10.240782140000002,6.038114200000001,1.72709382,12.013130108105333,9.49318519,6.57557354,1.60913743,11.659676483514046
24,0.9950168100000001,4.844344139999999,2.31811761,5.461812689275147,11.58602896,4.06010807,0.91679224,12.311013468165893,10.28940397,6.07883044,1.70216148,12.071510563310548,9.515583880000001,6.52893349,1.53274837,11.641418584515254
25,1.01630499,4.97549406,2.31532768,5.581143183933589,11.542366520000002,4.17294461,0.8528743299999999,12.303133187238036,10.33350157,6.055219429999999,1.68119686,12.094352397905224,9.5364369,6.534231119999999,1.48700515,11.65551326168799
26,0.9811144599999997,5.083986769999999,2.31068499,5.669988728751355,11.512403979999998,4.30666542,0.82589891,12.319290622762447,10.34335239,6.07596025,1.68339634,12.113465848419443,9.52135809,6.5387184000000005,1.45318756,11.641428274788526
27,0.9366903400000002,5.0624179499999995,2.37090744,5.668039024440364,11.45506492,4.36722344,0.88393652,12.29115522103963,10.35426995,6.24061934,1.79094763,12.221445469242077,9.52335547,6.456186150000001,1.4638963299999999,11.598259846908855
28,0.9391596900000003,5.171258269999999,2.3457319,5.755553072037638,11.469165440000001,4.42416643,0.97612273,12.331578166416984,10.3774006,6.28129051,1.8527109300000002,12.271006131285155,9.48859365,6.36361765,1.4691436999999998,11.519002659148123
29,1.04609313,5.239793399999999,2.2727842899999997,5.806487246191758,11.48163965,4.50767145,1.0032703600000001,12.37552836725979,10.429904660000002,6.33554854,1.88244896,12.347700215278591,9.53054882,6.32432951,1.39360569,11.52261434660818
30,1.2053122200000006,5.219606149999999,2.2259236000000002,5.8010173057694026,11.48884703,4.55260512,1.06766642,12.40402076109943,10.48497137,6.424184090000001,1.9396488399999998,12.448574355099549,9.62749382,6.30081488,1.35394118,11.585424555236091
31,1.3138475500000002,5.233367220000001,2.23477773,5.8402533632125495,11.5745002,4.52075671,1.09732549,12.474390539894676,10.469954950000002,6.41621089,2.04107552,12.448040332451024,9.6653924,6.2631786,1.2910277,11.589390361172713
32,1.4624233599999998,5.278534499999999,2.22780639,5.9130981611071505,11.58758037,4.45066536,1.06649676,12.458645846038154,10.495129550000001,6.36216197,2.10217766,12.451666559862602,9.77571344,6.20196889,1.19212549,11.63830548479598
33,1.5976686100000004,5.436050449999999,2.19482273,6.076218914625211,11.595639129999999,4.41210794,1.08289739,12.453843184522077,10.537804830000002,6.2426324399999995,2.116577,12.429629464028311,9.86022465,6.1254250500000005,1.16114312,11.665895402272321
34,1.61158189,5.53371205,2.18442399,6.163673694200456,11.568567210000001,4.52551318,1.10876266,12.471622647869491,10.551120690000001,6.25794163,2.13299883,12.451412179677233,9.88789399,6.1258595,1.16018782,11.689424192358437
35,1.5950393400000005,5.49534648,2.14338624,6.110408170099389,11.45326314,4.600726,1.0911772100000001,12.390907310797788,10.60143852,6.42290335,2.08854509,12.57005197800487,9.936337680000001,6.0744761700000005,1.14601836,11.702282910284762
36,1.5623567300000003,5.48544179,2.11171006,6.0819692173472815,11.40979453,4.5754008299999995,1.0704607899999998,12.339513372694647,10.660749000000003,6.51346914,2.0245511699999996,12.656052185364983,9.8878132,5.9684899,1.15761968,11.607403020831988
37,1.5185753899999996,5.5354210099999985,2.10339015,6.113199415705338,11.31547053,4.58876359,1.01903287,12.25296097236699,10.72559852,6.47068412,1.98101714,12.681981134744685,9.87350634,5.974658460000001,1.14140588,11.596787423358608
38,1.4778072699999996,5.5400511,2.14652044,6.122387648394526,11.243605030000001,4.58217879,1.02774576,12.184879067162102,10.78962631,6.398172519999999,2.03669328,12.708295205176992,9.84057593,6.035955169999999,1.13757292,11.600162136654058
39,1.45214834,5.4965522899999995,2.14147071,6.075090014136161,11.28632709,4.54627967,1.02781838,12.210906954136904,10.83800609,6.32992287,2.06912687,12.720518289408734,9.723815160000001,6.111804510000001,1.10016222,11.537638083447476
40,1.3684875099999996,5.3943534,2.0715015500000002,5.938259453810516,11.25410196,4.46459636,0.9837953,12.147233626472456,10.82338292,6.30930427,2.02774627,12.69112655125174,9.687002629999999,6.15293869,1.0275505800000002,11.521828616629573
41,1.2889214199999994,5.338405199999999,2.00683675,5.846989160882069,11.15315039,4.4242331,1.0736925099999999,12.04655211050543,10.84206064,6.2908097000000005,1.9908468799999999,12.69204620629223,9.68971039,6.1870182,1.08968238,11.54803400317507
42,1.26042362,5.35476792,1.99392098,5.851318488460459,11.09965817,4.47800869,1.19533212,12.028457598365094,10.910532470000003,6.25407084,2.03613368,12.73966095363189,9.64623298,6.26116993,1.15311942,11.557756875516851
43,1.1963036799999998,5.343270349999999,1.98846626,5.8254337688389395,11.08084831,4.48473607,1.25093342,12.019271662961188,10.92289942,6.2601856399999996,2.1031143500000002,12.764119474365415,9.58855595,6.27328008,1.1362853300000002,11.514581734460807
44,1.17831699,5.331374230000001,1.9530586300000001,5.798829202644981,11.117640999999999,4.439111929999999,1.28328335,12.03970399504641,10.95560198,6.260665019999999,2.11874849,12.79493010534676,9.50107401,6.23907268,1.11759349,11.421271840680014
45,1.1488429599999996,5.34384418,1.90572068,5.788633869665716,11.08017208,4.43919857,1.2633649,12.003032455877706,10.976030739999999,6.24383707,2.08993927,12.799476485951262,9.488640140000001,6.24351732,1.07914631,11.40966068688924
46,1.17646695,5.3234912099999985,1.92172736,5.780715283904071,10.991031719999999,4.4896414,1.32619741,11.946483069963762,11.060167830000001,6.267657359999999,2.0994841099999997,12.884823426740143,9.5212674,6.29049283,1.1484406600000001,11.469252325070077
47,1.2505821700000004,5.303074639999999,1.88796213,5.766364314335955,10.92456299,4.54172964,1.3560255,11.90849233958617,11.19708802,6.2901855399999995,2.06143679,13.007333927228059,9.52493116,6.34046946,1.18255084,11.503229679751524
48,1.2258746399999998,5.23220697,1.79570732,5.665979455399859,10.86930763,4.56826235,1.30973105,11.86281015094391,11.216773130000002,6.34688168,1.97579037,13.038506589943283,9.53579388,6.3811737,1.129648,11.529390587334664
49,1.2652644900000007,5.13919087,1.72035366,5.56523078977159,10.775639369999999,4.58734475,1.33371226,11.787150804164712,11.230686040000002,6.38457121,1.9295491200000001,13.061937768612458,9.65493908,6.45558267,1.1245167999999999,11.668630351553597
50,1.3853203299999999,5.134076449999999,1.67254022,5.5745173960329115,10.82907743,4.57590681,1.34287258,11.832630640937612,11.285115240000003,6.311408760000001,1.91792352,13.071577454326402,9.66712766,6.5224216,1.09748928,11.71323283481544
51,1.3788158,5.15456775,1.71891614,5.605833960796752,10.93213848,4.5718425400000005,1.32457732,11.923418177398156,11.210300310000001,6.24618409,1.99160355,12.986613624302828,9.63237701,6.5630907,1.0518899099999999,11.70313286184357
52,1.4026678400000003,5.157437389999999,1.7128419700000002,5.612527515775201,10.96057347,4.58982803,1.2808564100000002,11.951622704858098,11.184713430000002,6.2676396400000005,2.01138969,12.977935492718402,9.65338094,6.556751,0.9823086900000001,11.710835905741561
53,1.45194533,5.107524139999999,1.55907219,5.534045010263553,10.959543539999999,4.66452213,1.25818263,11.97716096730979,11.20803546,6.37777117,1.89020275,13.03337601719555,9.68036633,6.57122682,0.92705207,11.736692027286747
