nstep,rx_o1n1,ry_o1n1,rz_o1n1,r_o1n1,rx_o2n2,ry_o2n2,rz_o2n2,r_o2n2,rx_o2n1,ry_o2n1,rz_o2n1,r_o2n1,rx_o1n2,ry_o1n2,rz_o1n2,r_o1n2
0,2.1304063299999996,4.67779239,0.7499802,5.194501234501539,9.10902048,4.68337611,1.61528044,10.36905959056195,11.008355250000003,3.59846516,1.96587767,11.747234220502333,8.14821794,5.76270334,1.10057743,10.040591419931916
1,3.6592623800000004,5.55985299,0.99781743,6.730364481936102,9.17935928,4.767566609999999,1.63164812,10.471513919181339,10.99137762,3.62640801,1.98257207,11.742734309059927,6.56600072,6.690988409999999,0.64689348,9.396816616932638
2,3.65215728,5.49434199,0.9810253099999999,6.669966818492784,9.18081015,4.83939091,1.67147172,10.511935934969038,10.97111929,3.58229658,2.0037596,11.713810643726575,6.59191328,6.6405636800000005,0.64873743,9.379299916958542
3,3.7724138200000006,5.4827783,0.97907091,6.726852441007318,9.22075076,4.95152923,1.72762116,10.607759479082503,10.881152240000002,3.59213905,2.03234765,11.637584542981955,6.52168318,6.54983152,0.67434442,9.267544703828817
4,3.91262252,5.54962073,0.9616679300000001,6.857966931857238,9.34841481,5.03622587,1.82823251,10.774918309857643,10.770765639999999,3.68899768,2.0542547200000003,11.568839994117486,6.36419703,6.495151079999999,0.7356457200000001,9.123111640994003
5,3.8759596199999997,5.600243280000001,0.9378010999999999,6.8749733580732455,9.43275182,5.13921399,1.90680728,10.909823157860354,10.796288310000003,3.74725361,2.08102866,11.61604197539085,6.29100025,6.399796339999999,0.7635797200000001,9.006504945192265
6,3.8825024599999995,5.6570480000000005,0.9562125800000001,6.927507482807963,9.43350703,5.25825021,2.0224078899999998,10.987737885004297,10.77098437,3.75913781,2.17521043,11.613645499503448,6.30900614,6.235839599999999,0.8034100399999999,8.907004080152802
7,3.92948214,5.750082890000001,0.90163933,7.022623200190409,9.436498120000001,5.249752470000001,2.11838025,11.004314274348253,10.731463819999998,3.77875386,2.23433833,11.594635148521968,6.29855592,6.170918499999999,0.78568125,8.852645753536672
8,3.9585133499999996,5.88392811,0.76804217,7.133044701996105,9.4792886,5.22744885,2.13332858,11.03332337383896,10.723084430000004,3.81872166,2.2076146100000003,11.59485821714725,6.23511362,6.0993447,0.69375614,8.74985401052585
9,4.013978430000001,6.01137779,0.73803488,7.265905398139117,9.48087601,5.26205489,2.17865156,11.059961763146239,10.685884010000002,3.80942666,2.23976169,11.563579937938083,6.215261549999999,5.92799398,0.67692475,8.61561465474096
10,4.07891253,6.05547136,0.70871295,7.3354301076807324,9.48337974,5.239078,2.18498355,11.052446909933431,10.635897420000003,3.6803164500000003,2.2087566499999998,11.46933516119494,6.1978103099999995,5.777767089999998,0.6849398499999999,8.50085806158104
11,4.14549178,6.08027656,0.65835768,7.388389538928493,9.5757111,5.22232932,2.1501303800000002,11.117105164933623,10.56500557,3.57870957,2.16461913,11.362749705001098,6.109791550000001,5.668103689999999,0.64386893,8.3589185558936
12,4.191387099999999,6.09762266,0.6380732,7.426699491318477,9.58375203,5.201603029999999,2.1319193299999997,11.110808120198184,10.516647550000002,3.5791119399999998,2.14008716,11.313261732248948,6.1042133199999995,5.67188625,0.6299053699999999,8.356344575480316
13,4.10451479,6.07591269,0.62247573,7.358752116512066,9.503977520000001,5.178369529999999,2.08619966,11.022401222568607,10.62512135,3.6033465799999997,2.11744007,11.417568161735018,6.162386339999999,5.741064359999998,0.59123532,8.443008029884625
14,4.09796909,6.04907858,0.6226520099999999,7.332966511253633,9.43343618,5.25151138,2.1059237399999997,11.000136578020205,10.699496980000001,3.5866634,2.1062516,11.479533342973104,6.165097749999999,5.6780734399999995,0.62232415,8.404536608568119
15,4.22963905,6.10028479,0.60144353,7.447486511043112,9.42141658,5.26030365,2.13669242,10.99996997094936,10.649166180000002,3.56725633,2.0837388399999996,11.42243518723155,6.09577819,5.598667890000001,0.65439711,8.302519464703055
16,4.279368309999999,6.1607378,0.5909137600000001,7.524417747888432,9.45069726,5.2566599,2.1616541,11.028186634822895,10.658718420000003,3.52728327,2.1053063,11.42288581053356,6.0072160100000005,5.50188557,0.64726156,8.171678930503093
17,4.34955489,6.2317526,0.6331207,7.625890769575589,9.396320710000001,5.3232251,2.21479361,11.02419516723746,10.621987490000002,3.5268637000000003,2.21447691,11.409175858974976,6.02813691,5.363885999999998,0.6334374,8.093883528098182
18,4.37810097,6.20842415,0.57458809,7.618559575338898,9.373413150000001,5.3318327199999995,2.22897359,11.011704568302449,10.565019240000002,3.46116693,2.2336135,11.339679771769488,6.07946664,5.31291006,0.56994818,8.093934078086344
19,4.32990019,6.22295511,0.4873577,7.596757432232942,9.47712801,5.29023076,2.2240376,11.079207555515444,10.505953360000001,3.43145176,2.20647453,11.270246094706234,6.08301844,5.310265889999999,0.50492077,8.090548939834362
20,4.27726126,6.30699714,0.51853476,7.6381971110723,9.5536323,5.23626736,2.21533955,11.1174689255603,10.42384548,3.46512041,2.28827599,11.220508948043555,6.14126096,5.313855909999999,0.44559832,8.133308593300077
21,4.20663341,6.36472174,0.47830757,7.644228254394041,9.58762818,5.1908454299999995,2.20238537,11.122858972138054,10.374206769999999,3.47825817,2.29810033,11.180505853074434,6.2275316400000005,5.314691,0.38259261,8.196003163610218
22,4.130462540000001,6.42154588,0.4270665,7.6471797467243094,9.60995043,5.20362345,2.19986054,11.147566132205549,10.35523717,3.47534629,2.28035943,11.158360444633265,6.30034986,5.24217696,0.34656761,8.203349117687115
23,4.112874649999999,6.3592052599999995,0.38749328000000005,7.583230213271218,9.63893533,5.22030125,2.21005163,11.182349826576678,10.301504870000002,3.3854942599999998,2.27443141,11.079513175673437,6.34268515,5.19798775,0.3231135,8.206895508964571
