nrep,#hops,D_nonhop (mean),D_nonhop (SE),D_hop,D_tot
1.0,9.0,0.7955233531418424,0.0,0.1951775122567559,0.9907008653985983
2.0,11.0,0.6480264108767843,0.1042960880799033,0.1209982273535565,0.7690246382303407
3.0,12.0,0.5650621163710766,0.09707336339769153,0.12079020451715675,0.6858523208882333
4.0,16.0,0.5249457411308661,0.0806694736567925,0.11470697893675938,0.6396527200676255
5.0,20.0,0.5114911106443748,0.06564802062867804,0.10721758645457884,0.6187086970989536
6.0,24.0,0.5008329030303835,0.055565148698990104,0.11018148640528815,0.6110143894356717
7.0,30.0,0.49385138885133195,0.04806386730761312,0.12102919337800962,0.6148805822293416
8.0,38.0,0.49081278185273536,0.04215182512121653,0.13515735248678407,0.6259701343395194
