nstep,rx_o1n1,ry_o1n1,rz_o1n1,r_o1n1,rx_o2n2,ry_o2n2,rz_o2n2,r_o2n2,rx_o2n1,ry_o2n1,rz_o2n1,r_o2n1,rx_o1n2,ry_o1n2,rz_o1n2,r_o1n2
0,2.41062389,5.0679617,4.73250199,7.341111524630285,4.24039733,1.13583162,2.57498029,5.089362089609211,4.54862666,0.9220968900000001,2.2638394500000008,5.163839290875224,11.19964788,4.85422697,0.10631774999999999,12.206839704699531
1,2.39118,5.02420199,4.71062243,7.2904259893876615,4.33960197,1.09166553,2.53257461,5.141771391518172,4.48467331,0.9144749799999999,2.2506499699999996,5.100390619740154,11.21545528,4.847011439999999,0.07260214999999992,12.21823342833797
2,2.4073047799999996,4.96828376,4.6773185999999995,7.235763201597779,4.38936132,1.04985156,2.4740534,5.146806905412145,4.39612916,0.9123067600000001,2.3088152799999997,5.0486516232461,11.19279526,4.830738960000001,0.10555008000000005,12.191220014884825
3,2.41940169,4.979413790000001,4.66048513,7.236586755962243,4.39392234,1.04635589,2.42116486,5.1247881378440985,4.33725571,0.8709827,2.41751482,5.041306959762173,11.15057974,4.8040406,0.17819455,12.14273395583534
4,2.4111835700000004,4.954330779999999,4.60586431,7.181447328221876,4.42853192,1.0000972799999999,2.43179978,5.150314524951883,4.31009568,0.89472673,2.47491753,5.050017571497396,11.14981117,4.848960229999999,0.3008529999999999,12.162286666839728
5,2.37679271,4.96480405,4.5285933499999995,7.1278734957117305,4.485775459999999,1.01254561,2.4124653,5.193016359840644,4.346543179999999,0.93862516,2.4744401799999998,5.0888416177935785,11.20911135,4.8908836,0.35831212999999995,12.234921627372728
6,2.42897498,5.01860761,4.4260163200000004,7.118705097243617,4.4592463,1.00153552,2.36138927,5.1443279683897,4.31120662,0.9625516,2.4615523900000005,5.056901054174295,11.1994279,4.9796236899999995,0.39692534,12.263008892879501
7,2.5281773699999994,5.03310488,4.30901573,7.091645937908022,4.4050831,1.00408257,2.32529311,5.081331220526456,4.24895436,1.0100459000000002,2.4603221499999997,5.012683009651662,11.18221483,5.03906821,0.47659953,12.274415832995913
8,2.5328323400000006,4.99331631,4.2533908700000005,7.031342782659743,4.44904624,1.0362106500000001,2.2851310199999997,5.107794899503875,4.28558464,1.04959178,2.53377112,5.088012843910041,11.26746322,5.00669744,0.56551127,12.34271241122681
9,2.6230138999999997,4.97937052,4.1885249,7.015559388456368,4.524890129999999,0.96820676,2.28340007,5.160035939638125,4.21171499,1.01884665,2.58990618,5.048188355678611,11.35961902,5.03001041,0.68478135,12.442301816848921
10,2.69655139,4.96822673,4.12876262,7.000096214474961,4.48657156,0.90852544,2.2840162,5.115806176937362,4.16179375,0.9806329500000001,2.59586647,5.002068665085979,11.344916699999999,5.04033424,0.75112005,12.436892116214855
