nstep,rx_o1n1,ry_o1n1,rz_o1n1,r_o1n1,rx_o2n2,ry_o2n2,rz_o2n2,r_o2n2,rx_o2n1,ry_o2n1,rz_o2n1,r_o2n1,rx_o1n2,ry_o1n2,rz_o1n2,r_o1n2
0,1.8536389899999999,1.74537921,2.53643132,3.593857249951003,2.75348718,5.62191245,0.06100545000000002,6.260296551347951,8.10046331,3.0047888900000004,4.67462236,9.823357690664409,9.0003115,4.362502770000001,2.19919649,10.24077647041074
1,1.8316431900000003,1.7380307099999999,2.5507021900000004,3.5891153765861694,2.69831238,5.65460896,0.03890534999999995,6.265541143176076,8.12757276,3.03777979,4.669897110000001,9.853602591926103,8.99424195,4.35485988,2.15810027,10.223433356996438
2,1.7736275700000004,1.76922619,2.49742213,3.537376621715556,2.6599259299999995,5.7354008400000005,0.03922394000000001,6.322307115763058,8.13246803,3.05498715,4.60112641,9.83058223028711,9.01876639,4.449639879999999,2.14292822,10.28248917408389
3,1.7282826500000001,1.83428353,2.41305281,3.4891805414121495,2.6927046600000004,5.76643771,0.01659016999999996,6.364176104024494,8.162952520000001,3.08216292,4.50302343,9.818897194712157,9.12737453,4.51855832,2.10656079,10.400189107131629
4,1.6567041500000004,1.9225548799999999,2.38457057,3.4823932446737205,2.64636286,5.73486948,0.06103160000000002,6.316303443915706,8.17084395,3.12432505,4.46360794,9.820788854024922,9.160502659999999,4.53309931,2.1400689699999997,10.442398840043717
5,1.5917222300000002,2.0134358900000002,2.44174621,3.5425454541424912,2.5559031399999994,5.7423753600000005,0.07812786999999993,6.285985968825235,8.181505060000001,3.15407403,4.48867676,9.85055465896668,9.145685969999999,4.60173722,2.1250584200000002,10.456358381013969
6,1.5158443099999999,2.11289433,2.5968532300000002,3.675017431260287,2.4904012399999997,5.7798431400000005,0.04351440000000001,6.293693554837728,8.19807735,3.16731496,4.58793712,9.914107287572428,9.17263428,4.7254225100000005,2.03459829,10.51695905356281
7,1.45465717,2.1933348099999996,2.7072265699999996,3.7756881190458653,2.5260104600000006,5.81501091,0.05269923999999998,6.340178068267879,8.24397671,3.17560534,4.63291261,9.97554512406996,9.31533,4.83274038,1.97838528,10.679174167767057
8,1.4444798099999998,2.25536916,2.7263471999999997,3.821803373320582,2.5703327799999998,5.7951411,0.0035063499999999914,6.339580685135419,8.30595054,3.19660484,4.57988486,10.009117953490954,9.43180351,4.85390542,1.8500313099999999,10.767633496991529
9,1.3200788700000001,2.27984161,2.86451264,3.891750076049031,2.53797968,5.7737872800000005,0.07695384999999999,6.3074465757398634,8.21301892,3.1919838499999997,4.65759436,9.966725936898365,9.43091973,4.86164504,1.7161278700000002,10.748159578032446
10,1.24365939,2.34701171,2.9672401199999996,3.9824196884494616,2.5718353400000002,5.802282,0.16078885999999998,6.348753143814698,8.14838189,3.2102210500000004,4.74797577,9.96217448791428,9.47655784,4.93907266,1.61994679,10.808506596105506
11,1.1844847899999995,2.42050098,3.0302716299999997,4.055166502562522,2.6573582399999998,5.8561757,0.25816874999999995,6.436070054656253,8.11430517,3.22906605,4.853108799999999,9.991070061399267,9.58717862,5.04761063,1.5646684199999998,10.947171060526067
12,1.0455734299999997,2.45913495,3.0330415000000004,4.042265359987605,2.5992389399999998,5.794930089999999,0.30192568,6.358334446334448,8.02316097,3.23954773,4.9358277500000005,9.961334098560773,9.57682648,5.0145173100000004,1.60086057,10.928117122583357
13,0.9202897000000001,2.41949435,2.93909193,3.916522362325937,2.5340824,5.77112741,0.33252618,6.3117397643461555,7.95654113,3.20980139,4.92176098,9.891061766103686,9.57033383,4.98082037,1.6501428699999998,10.914340688619777
14,0.8234685599999998,2.33891706,2.96006976,3.861430624384436,2.5207032,5.83609314,0.41114247000000004,6.37047611186817,7.9165190899999995,3.1421227800000002,5.01184116,9.882447160496204,9.613753729999999,5.03288742,1.64062893,10.974783817890723
15,0.8158041800000002,2.34987924,2.9623071100000002,3.8681691168620076,2.5563594999999997,5.8211395800000005,0.4713443,6.375171005724106,7.95483694,3.14403609,5.07349243,9.945085173817183,9.69539226,5.02698273,1.63984102,11.043562152397243
16,0.7916120599999998,2.32806142,2.96533729,3.852238942783067,2.5435906200000002,5.75984516,0.52235852,6.318111104811628,7.989778039999999,3.12860738,5.1075311999999995,9.985570200325574,9.7417566,4.9592992,1.61983539,11.05080707004971
17,0.6783827000000002,2.27102549,3.02281741,3.8412478386701547,2.43263672,5.7450969,0.5892453099999999,6.266663373537704,7.956446420000001,3.1214955,5.16455759,9.986061730796465,9.71070044,4.89462689,1.55249487,10.984776545251323
18,0.6399982199999998,2.22624093,3.01796238,3.8044504632214227,2.37243328,5.79563516,0.60851075,6.291908447263465,7.97767733,3.13701265,5.14934263,9.999995673448627,9.710112389999999,4.88486344,1.5228694999999999,10.975759881115767
19,0.6713039200000002,2.25164673,3.01334444,3.8211001902339556,2.3441233300000004,5.88355814,0.6181458,6.363432627369303,8.03505276,3.20217104,5.15963205,10.071632197255095,9.70787217,4.93303383,1.52814181,10.996036660017785
20,0.6637578600000005,2.32245129,3.02261219,3.869178070633483,2.2917524200000003,5.79923919,0.67137556,6.27168633462907,8.01979681,3.27492753,5.21986017,10.113813889665487,9.64779137,4.84676295,1.52587242,10.904094462845405
21,0.6784639199999996,2.34539778,2.9593038399999996,3.836493614566488,2.27199251,5.68422309,0.73331021,6.165232028600017,8.01022803,3.24240055,5.24741401,10.110008319065928,9.60375662,4.78722032,1.55479996,10.842832772114063
22,2.9586568900000003,2.30163868,1.95562594,4.227962159624599,2.3282860700000003,5.67323788,0.88865325,6.196470662042911,8.02172229,3.1852140799999997,5.26012011,10.107545735980594,7.39135147,4.78966248,2.41584092,9.132865408848273
