nrep,#hops,D_nonhop (mean),D_nonhop (SE),D_hop,D_tot
1.0,2.0,1.1307364250812493,0.0,0.02142342969901002,1.1521598547802594
2.0,6.0,0.8835900909260506,0.17475884882653744,0.043746895164453764,0.9273369860905043
3.0,12.0,0.7979112779304898,0.13589529259718713,0.07077415836598162,0.8686854362964714
4.0,14.0,0.7498541368209019,0.1100913372756339,0.07837629350121389,0.8282304303221157
5.0,17.0,0.7358634892156544,0.0889576090277796,0.08641208566196587,0.8222755748776203
