nstep,rx_o1n1,ry_o1n1,rz_o1n1,r_o1n1,rx_o2n2,ry_o2n2,rz_o2n2,r_o2n2,rx_o2n1,ry_o2n1,rz_o2n1,r_o2n1,rx_o1n2,ry_o1n2,rz_o1n2,r_o1n2
0,2.17728283,5.41965343,3.7489935,6.9403282405204605,4.72152171,2.04090579,0.49071637,5.167094566334433,13.94994952,3.3569942800000003,4.28226002,14.973585178085822,7.05114498,4.10356494,1.02398289,8.222313038603502
1,2.19238806,5.42125712,3.77795943,6.962009165571903,4.78829994,2.0894828899999998,0.48578903,5.246879648388658,13.95266928,3.4124268,4.294291250000001,14.992083712487752,6.9719812800000005,4.098313210000001,1.00212085,8.149168076186408
2,2.2069929900000003,5.38718021,3.81031911,6.957805716815897,4.83230477,2.11708996,0.4686883,5.296499599872962,13.96534298,3.42605702,4.25609586,14.996100267163985,6.926045220000001,4.07821315,0.91446505,8.08938633111247
3,2.19349408,5.44293245,3.83335209,7.009387860588499,4.78351108,2.14701207,0.49747071,5.266793729444543,13.95411977,3.52805459,4.2029691,14.994318157258093,6.97711461,4.0618899299999995,0.86708772,8.119785662114834
4,2.09450937,5.41200806,3.8408644899999995,6.959097698198073,4.799872399999999,2.19129075,0.52607136,5.302573081356782,13.868713849999999,3.5601054899999998,4.16606011,14.912130357304525,6.97433208,4.04319332,0.85126698,8.106378701753828
5,2.0846147099999994,5.35418766,3.8373982699999996,6.909310346933596,4.88611647,2.26089704,0.55635312,5.412514977163552,13.90170255,3.5582512800000003,4.16521178,14.942137569054466,6.93097137,4.05683342,0.88416663,8.079480933760172
6,2.0455571999999997,5.34842169,3.89222589,6.923824175361517,4.8885163799999996,2.2745906099999997,0.5467935100000001,5.419440744505524,13.914009619999998,3.57863094,4.25792456,14.984531513158126,6.97993604,4.04438136,0.9124921800000001,8.118446260594911
7,1.9575535899999994,5.26897361,3.8413991199999997,6.80811619757882,4.85794737,2.2065976999999997,0.4308375,5.352975528688829,13.88267872,3.4772094399999998,4.26288517,14.932914782619362,7.06717776,3.99836187,0.8523235499999999,8.164456783448188
8,1.93962638,5.2730007699999994,3.69659993,6.725439662720088,4.854731009999999,2.22692207,0.40022141,5.35609673758149,13.916692699999999,3.46482194,4.15400268,14.93101018175213,7.12233531,4.0351009,0.8576241600000001,8.230748370656785
9,1.9569953099999995,5.28688837,3.60987598,6.694193295026983,5.007974569999999,2.2535875,0.45167744,5.510215823697641,13.984639099999999,3.51375412,4.07309272,14.983547079339484,7.019669220000001,4.02672175,0.91489418,8.14415590289972
10,1.9607162599999999,5.20611356,3.58484526,6.6180920354728165,5.082675269999999,2.27604976,0.43258281000000004,5.585796120319208,14.03593369,3.5196378299999997,4.03909643,15.023634213308139,6.99254216,3.96252549,0.88683398,8.08602056801489
11,1.9292553799999994,5.2181303,3.63817598,6.647347938124347,5.02974924,2.31516732,0.45747145,5.555866922852064,14.035738349999999,3.5971572000000003,4.08769204,15.05492335301153,7.076733730000001,3.93614042,0.90698751,8.148373336720251
12,1.8856711700000002,5.1893696,3.6893161300000004,6.640509476979271,5.084374759999999,2.3260184600000002,0.49960372,5.613451028861271,13.99676238,3.55130653,4.145928410000001,15.023643285603164,7.02671645,3.96408153,0.956216,8.124225223604018
13,1.9141010699999996,5.20510502,3.6152868199999997,6.620211474437207,5.1111995199999996,2.3337390100000004,0.50469507,5.641401901453778,14.01341057,3.49176682,4.0740742899999995,15.005538732384107,6.988109980000001,4.04707721,0.96348254,8.132700267510284
14,1.9668930000000002,5.29441651,3.4970430299999995,6.642952973526243,5.105646699999999,2.27006279,0.55560114,5.615114061400068,14.065507369999999,3.4992602699999997,3.9752079499999997,15.029490951408432,6.9929676700000005,4.06521903,1.03376606,8.154524809107352
15,1.89825527,5.334974300000001,3.4498795699999993,6.630761110102418,5.104441120000001,2.31692735,0.49775118,5.627719585224221,14.01699545,3.48944552,3.99501576,14.987079181915906,7.01429906,4.162456130000001,1.04288737,8.222776076471801
16,1.8489288499999996,5.42515166,3.40910838,6.668795121530524,5.057907360000001,2.43338037,0.41755573,5.628331873219573,14.01694381,3.56446643,4.06865639,15.024450057262731,7.110107599999999,4.2940656,1.07710374,8.37572575526462
17,1.8387262499999997,5.4775808,3.46564683,6.737619282302671,5.21724584,2.50448492,0.36669743,5.79884177010145,14.08976877,3.6738146499999997,4.23516842,15.164272142783089,7.03379668,4.308251070000001,1.13621902,8.326242650748592
18,1.84196164,5.46480836,3.51250848,6.752382462274282,5.2927618800000005,2.52069895,0.2866443,5.869362526683347,14.17162123,3.72419927,4.338589,15.281618467956077,7.03689771,4.26130804,1.11272482,8.301495775931945
19,1.8193781099999997,5.46594583,3.50656165,6.744084454460241,5.236640550000001,2.50157509,0.31783395999999997,5.812168322316732,14.22788477,3.7302472599999996,4.33654253,15.334700869714878,7.17186611,4.23727366,1.14781484,8.40878293669307
20,1.7108060200000001,5.52248115,3.5420351299999995,6.780167265807509,5.32975212,2.50297912,0.36223947,5.899354165451194,14.19889648,3.72206192,4.359174169999999,15.312243651093906,7.15833834,4.30339835,1.17937851,8.435163236034409
21,1.6811268799999999,5.5924812,3.47115296,6.793448051669251,5.4214898400000004,2.48768691,0.32516595000000004,5.97384893870342,14.23291958,3.7263133699999997,4.31189333,15.331465526540072,7.13030286,4.35385474,1.16590632,8.435437600940485
22,1.6484142300000002,5.58703157,3.3894173700000003,6.739461502664799,5.44671272,2.484014,0.25777895,5.991949181482508,14.255736540000001,3.69495687,4.2885748900000005,15.33853334436477,7.16060959,4.3760886999999995,1.15693647,8.4713035600363
23,1.54363633,5.60876968,3.35085796,6.713371694661225,5.407506209999999,2.5150568100000004,0.27469337000000005,5.970099715770072,14.23647545,3.7408230600000003,4.32586169,15.342231577110617,7.28533291,4.38300343,1.2496971000000001,8.59351717975063
24,1.4706983699999996,5.63853795,3.30828283,6.700805861415749,5.471736310000001,2.51945275,0.2621382,6.029614982862026,14.25829761,3.78909688,4.36744553,15.38606143101198,7.31586293,4.36889382,1.3213009,8.622929878488122
25,1.4388148199999997,5.61497165,3.2897286799999996,6.664863802402109,5.500732140000001,2.50720665,0.27691637,6.051514020293367,14.28230932,3.76570187,4.42144785,15.41797882915105,7.34276236,4.35647643,1.40863554,8.653282616737386
