0      508         10.08849970      -2.84775630       1.76078876
1      508         10.09169654      -2.89702754       1.74313212
2      508         10.10048646      -2.91759908       1.69522151
3      508         10.11628996      -2.90601528       1.64404127
4      508         10.12927261      -2.88970585       1.61255646
5      508         10.15232406      -2.90598240       1.60393935
6      508         10.16777152      -2.96385013       1.63090065
7      508         10.15801764      -3.03877445       1.68853782
8      508         10.13008097      -3.09614404       1.73375496
9      508         10.08296863      -3.12919506       1.74798522
10     508         10.02658958      -3.13728975       1.76346571
11     508          9.95381548      -3.11705227       1.79993429
12     508          9.89549605      -3.09334779       1.85502259
13     508          9.84298583      -3.08215552       1.89623306
14     508          9.78518291      -3.08576220       1.92418311
15     508          9.71895044      -3.07803194       1.94198533
16     508          9.66437718      -3.06818140       1.97686267
17     508          9.63130629      -3.05683105       2.01588779
18     508          9.61204109      -3.03489040       2.05565821
19     508          9.58514336      -3.01368992       2.08978942
20     508          9.55191585      -3.01515427       2.11776594
21     508          9.52656935      -3.04927652       2.14702144
22     508          9.51630136      -3.11305414       2.18288821
23     508          9.52378905      -3.17159175       2.22313643
24     508          9.54240844      -3.18730917       2.26997662
25     508          9.55378636      -3.16002163       2.32190262
26     508          9.55844007      -3.11952694       2.34670598
27     508          9.56911809      -3.08545651       2.34447664
28     508          9.60370905      -3.04937218       2.30694558
29     508          9.65849377      -3.02089908       2.26852385
30     508          9.71351015      -3.00652239       2.24224090
31     508          9.74227024      -2.99183293       2.21638451
32     508          9.74561351      -2.96419911       2.18236227
33     508          9.75576882      -2.94069678       2.13416400
34     508          9.78990088      -2.92810757       2.08010667
35     508          9.83268494      -2.92181615       2.03835048
36     508          9.85253621      -2.90870577       2.02638568
37     508          9.83637921      -2.89322537       2.03421030
38     508          9.78297230      -2.87703574       2.04320215
39     508          9.71308641      -2.85060249       2.04174795
40     508          9.65358823      -2.82289462       2.02977729
41     508          9.63263345      -2.78819630       1.99079368
42     508          9.64779872      -2.76615951       1.93413181
43     508          9.67861392      -2.75433151       1.86229403
44     508          9.68740197      -2.71518475       1.81278607
45     508          9.62937295      -2.64092324       1.78088961
46     508          9.52744149      -2.56929502       1.75591866
47     508          9.42217865      -2.53941431       1.74049115
48     508          9.34901999      -2.56086747       1.72428812
49     508          9.30447699      -2.60372371       1.70212381
50     508          9.27620996      -2.64451856       1.67437838
51     508          9.27110284      -2.65660818       1.64901841
52     508          9.27319523      -2.62617501       1.63315143
53     508          9.25406197      -2.56549771       1.62559972
54     508          9.21692501      -2.51302208       1.60504891
55     508          9.17542611      -2.49599082       1.56362681
56     508          9.13614288      -2.50744778       1.51001566
57     508          9.11162733      -2.53825155       1.44936445
58     508          9.09872978      -2.58345195       1.38424065
59     508          9.08413867      -2.62659106       1.33533764
60     508          9.05298527      -2.63962994       1.32348874
61     508          9.02160128      -2.62855373       1.36942676
62     508          9.00306456      -2.61496357       1.45958280
63     508          9.01480070      -2.63056697       1.54814487
64     508          9.04163587      -2.66141145       1.57653946
65     508          9.07604388      -2.68989641       1.54826442
66     508          9.11888666      -2.70894142       1.49414218
67     508          9.15850809      -2.72248928       1.43457851
68     508          9.17931627      -2.72783429       1.38376014
69     508          9.18382175      -2.70925715       1.33115094
70     508          9.16767256      -2.67732204       1.29116054
71     508          9.15805401      -2.64582476       1.29151359
72     508          9.18051453      -2.64635624       1.31796531
73     508          9.22188703      -2.69459561       1.34514749
74     508          9.27544633      -2.77902821       1.32707956
75     508          9.32853077      -2.86664085       1.26370588
76     508          9.37761235      -2.97192879       1.18624251
77     508          9.41639155      -3.07133406       1.12523015
78     508          9.45458122      -3.13516910       1.06968369
79     508          9.49203362      -3.13207631       1.02122152
80     508          9.54305652      -3.08926881       1.00409065
81     508          9.59364294      -3.03852317       1.01852515
82     508          9.60836683      -3.01665800       1.01989058
83     508          9.58099120      -3.05584665       0.98588857
84     508          9.53715461      -3.13533820       0.92907988
85     508          9.50325062      -3.20996760       0.87763409
86     508          9.49899546      -3.26702264       0.85859638
87     508          9.49853487      -3.32219083       0.84998489
88     508          9.46620382      -3.37465008       0.82733810
89     508          9.42784418      -3.40437861       0.79234871
90     508          9.39105761      -3.37808797       0.75506246
91     508          9.36352013      -3.30714976       0.74084328
92     508          9.33711852      -3.22784509       0.74207683
93     508          9.31292972      -3.19237702       0.72216471
94     508          9.29413325      -3.21552814       0.68192585
95     508          9.27221466      -3.27163452       0.65285512
96     508          9.25317840      -3.30166084       0.65327881
97     508          9.23947395      -3.30249538       0.67201612
98     508          9.20934133      -3.30477401       0.67544775
99     508          9.17793802      -3.31684085       0.66672196
100    508          9.17523532      -3.30454164       0.65768039
101    508          9.18869150      -3.25335769       0.66511444
102    508          9.14865520      -3.23548996       0.63225121
103    508          9.08104349      -3.26212981       0.55921684
104    508          9.05068955      -3.27763061       0.48861756
105    508          9.04484099      -3.28169864       0.46329475
106    508          9.03372899      -3.28738382       0.45359226
107    508          9.02948124      -3.30670128       0.47208876
108    508          9.05663973      -3.33798953       0.52512827
109    508          9.06790222      -3.38778401       0.58472815
110    508          9.01245626      -3.48084632       0.61277919
111    517         10.90164729      -1.76417412       0.70817668
112    517         10.98284965      -1.77462709       0.65500786
113    517         11.06065163      -1.79353590       0.62964368
114    517         11.11593130      -1.80219276       0.62613321
115    517         11.14086719      -1.81744296       0.62507794
116    517         11.13050580      -1.86077134       0.62149703
117    517         11.11700446      -1.89982019       0.63009776
118    517         11.11837585      -1.90889453       0.64586128
119    517         11.12641985      -1.90597280       0.61507592
120    517         11.13319163      -1.90504339       0.54780493
121    517         11.15071732      -1.92222203       0.49938547
122    517         11.17857903      -1.95725818       0.51039076
123    517         11.19013349      -2.01904003       0.54905578
124    517         11.19262692      -2.09961692       0.56884869
125    517         11.19580557      -2.16506513       0.55675966
126    517         11.21756299      -2.20980440       0.55181657
127    517         11.25134483      -2.23480417       0.58964952
128    517         11.26366477      -2.24548027       0.62789441
129    517         11.24011505      -2.24668244       0.63921048
130    517         11.18796131      -2.25497254       0.61758609
131    517         11.11592128      -2.27068783       0.59845732
132    517         11.03384967      -2.30844029       0.58718478
133    517         10.94537937      -2.35840536       0.61357586
134    517         10.85522151      -2.38728550       0.65728179
135    517         10.75672545      -2.39463417       0.70011109
136    517         10.65768890      -2.39525675       0.72428568
137    517         10.57843783      -2.39788337       0.72808982
138    517         10.52841394      -2.41311292       0.72094063
139    517         10.49666822      -2.44506314       0.71836057
140    517         10.46539211      -2.45406574       0.71968258
141    517         10.43234437      -2.42412609       0.71848394
142    517         10.38919292      -2.35974595       0.72574098
143    517         10.36210956      -2.28951324       0.73995502
144    517         10.34888091      -2.22733810       0.76206696
145    517         10.35672251      -2.18863291       0.76504605
146    517         10.38410996      -2.16978500       0.76440432
147    517         10.42750847      -2.17072859       0.75341378
148    517         10.45838342      -2.19195649       0.73518917
149    517         10.46819355      -2.23068540       0.71917189
150    517         10.47703455      -2.25085715       0.70775450
151    517         10.50548208      -2.26439696       0.70377053
152    517         10.55414697      -2.27041155       0.70750264
153    517         10.59971288      -2.26045989       0.72220508
154    517         10.64605160      -2.25530228       0.73147695
155    517         10.69808119      -2.28189376       0.73209756
156    517         10.72161332      -2.35073722       0.72632512
157    517         10.70906221      -2.41868193       0.69698579
158    517         10.68742677      -2.47449981       0.67627302
159    517         10.66048796      -2.52951803       0.63856825
160    517         10.64340933      -2.55426807       0.58195620
161    517         10.62483453      -2.55426732       0.53017275
162    517         10.62418598      -2.56495178       0.50064573
163    517         10.64184196      -2.59175260       0.49229770
164    517         10.67133384      -2.61728597       0.50432052
165    517         10.69812322      -2.62511559       0.54142490
166    517         10.72270382      -2.63098637       0.57944746
167    517         10.74276125      -2.66768223       0.62013569
168    517         10.74424793      -2.70172605       0.65716895
169    517         10.72867485      -2.70488301       0.66652670
170    517         10.68351162      -2.68957418       0.65094766
171    517         10.64161889      -2.66321347       0.63021132
172    517         10.63448624      -2.60984501       0.62604230
173    517         10.67045082      -2.55481722       0.63676552
174    517         10.72123078      -2.53463676       0.64552566
175    517         10.75910572      -2.54973830       0.63482275
176    517         10.78172331      -2.56357241       0.60549423
177    517         10.80360011      -2.55393336       0.56578101
178    517         10.81072080      -2.54653214       0.52616563
179    517         10.83681341      -2.55306050       0.50834265
180    517         10.90063867      -2.53478702       0.49852112
181    517         10.97917177      -2.47805782       0.47861377
182    517         11.03869125      -2.44027658       0.46325208
183    517         11.06584432      -2.45203338       0.47672510
184    517         11.07359340      -2.47852532       0.50837250
185    517         11.08835901      -2.47726621       0.53821930
186    517         11.11978434      -2.45335719       0.56480533
187    517         11.14076865      -2.43428858       0.60603322
188    517         11.13886554      -2.41701453       0.63826254
189    517         11.12387155      -2.37160277       0.64095178
190    517         11.11562589      -2.29096173       0.60935281
191    517         11.11646181      -2.21410169       0.59604660
192    517         11.12857245      -2.14519653       0.61446841
193    517         11.16603441      -2.08950745       0.65739189
194    517         11.19805886      -2.04403751       0.70768604
195    517         11.19182528      -2.01347712       0.74268347
196    517         11.16749795      -1.99337555       0.76764606
197    517         11.14570449      -1.98329300       0.77893631
198    517         11.12914737      -1.98260162       0.78201109
199    517         11.10250592      -1.98955747       0.76988049
200    517         11.06333181      -1.98932680       0.76282231
201    517         10.99748792      -1.96666247       0.76722731
202    517         10.91401360      -1.93607217       0.79313102
203    517         10.84063466      -1.90741301       0.82506051
204    517         10.79247276      -1.87336446       0.85514378
205    517         10.76848016      -1.81243549       0.85772489
206    517         10.74496834      -1.72651160       0.80997304
207    517         10.71590306      -1.62704945       0.73793846
208    517         10.69854874      -1.52532665       0.68118631
209    517         10.70954956      -1.44081524       0.66037910
210    517         10.73171803      -1.40415144       0.64893097
211    517         10.76342253      -1.41904988       0.62648420
212    517         10.80610266      -1.44358735       0.59454671
213    517         10.85548511      -1.46767845       0.56754623
214    517         10.91208718      -1.50386081       0.53261897
215    517         10.97356094      -1.53397366       0.50262185
216    517         11.04596263      -1.53718901       0.49705344
217    517         11.12614982      -1.49090619       0.50021372
218    517         11.20495412      -1.41564767       0.51160107
219    517         11.27823338      -1.34662035       0.51134650
220    517         11.33683610      -1.30909451       0.50329896
221    517         11.35912661      -1.30017456       0.49362327
222    517         11.35495348      -1.30666022       0.50315364
223    517         11.36396792      -1.32075416       0.52067220
224    517         11.37836934      -1.32646797       0.53852592
225    517         11.38369935      -1.29031238       0.55270683
226    517         11.38334307      -1.22270975       0.58921511
227    517         11.40683116      -1.16898832       0.63432225
228    517         11.46259857      -1.13573130       0.67141838
229    517         11.53574591      -1.08282397       0.69268640
230    517         11.59142552      -1.01302672       0.71534269
231    517         11.60811142      -0.95559795       0.74290387
232    517         11.61114839      -0.92406800       0.77558839
233    517         11.61822373      -0.90851878       0.81031434
234    517         11.62711234      -0.89664572       0.85819039
235    517         11.65083460      -0.87195328       0.91113446
236    517         11.68982060      -0.83215212       0.94563882
237    517         11.72330948      -0.77519689       0.96902893
238    517         11.75475247      -0.71749357       0.98788682
239    517         11.80449220      -0.67229445       1.01385636
240    517         11.86621243      -0.62774290       1.06081295
241    517         11.91848704      -0.56582243       1.11852342
242    517         11.94602079      -0.49648845       1.14344820
243    517         11.95273362      -0.44075326       1.12791272
244    517         11.94261216      -0.38452545       1.10921028
245    517         11.92893957      -0.33706366       1.11133037
246    517         11.93191713      -0.30818642       1.12272583
247    517         11.96125836      -0.29072939       1.15209621
248    517         12.01223993      -0.28026010       1.20600838
249    517         12.06566598      -0.27140643       1.26400559
250    517         12.12625502      -0.26798933       1.30254490
251    517         12.19203054      -0.25441172       1.33061489
252    517         12.24033052      -0.25295788       1.38115831
253    517         12.26110316      -0.27154970       1.45375230
254    517         12.25225610      -0.30235643       1.51723784
255    517         12.22457005      -0.33222109       1.55318568
256    517         12.20127375      -0.35607862       1.58175290
257    517         12.18033219      -0.38652095       1.60164026
258    517         12.16247930      -0.42316579       1.62072595
259    517         12.14756554      -0.46064474       1.64889047
260    517         12.15348935      -0.47537951       1.68453446
261    517         12.19576587      -0.48536151       1.70633429
262    517         12.24385151      -0.52136778       1.71027442
263    517         12.25487070      -0.58088710       1.69424826
264    517         12.22725908      -0.63864570       1.65231259
265    517         12.17823994      -0.68603051       1.61106601
266    517         12.09948523      -0.72944077       1.60637123
267    517         11.99355670      -0.76750190       1.64578378
268    517         11.87200625      -0.78872145       1.68056451
269    517         11.77200613      -0.79823262       1.66501786
270    517         11.70796644      -0.79825500       1.61957874
271    517         11.70065618      -0.76988237       1.59740091
272    517         11.74698899      -0.72639212       1.61272293
273    517         11.78334054      -0.69363242       1.64485177
274    517         11.77825850      -0.70404280       1.66417493
275    517         11.74303653      -0.77168059       1.63903474
276    517         11.68039242      -0.87186411       1.56271834
277    517         11.59361916      -0.94860518       1.46541215
278    517         11.52353598      -0.98067826       1.37238177
279    517         11.47615801      -0.98195909       1.27605258
280    517         11.44560052      -0.98156730       1.19800498
281    517         11.43209609      -0.98732482       1.15208547
282    517         11.43364899      -0.98314492       1.14700630
283    517         11.41919679      -0.97055371       1.17380894
284    517         11.38508133      -0.95641676       1.19891444
285    517         11.31618380      -0.93113460       1.20870274
286    517         11.21396216      -0.90632906       1.18747905
287    517         11.10587606      -0.90079349       1.13181917
288    517         11.02193222      -0.89784621       1.07524828
289    517         10.96075561      -0.88739659       1.04897554
290    517         10.91118392      -0.86913953       1.01867687
291    517         10.87984473      -0.86485783       0.96739921
292    517         10.87748026      -0.87364032       0.90744674
