Tau,dtime,msd_xx,msd_xy,msd_xz,msd_yy,msd_yz,msd_zz
141.0,1.41,2.1751969224331864,0.1684990755394917,-0.1274039519126285,2.270017164305676,-0.09834451008786,1.5260243745946789
142.0,1.42,2.334876293408172,0.1500157925446138,-0.1361773934878522,2.257096742197057,0.03941411669211928,1.2743235109014772
143.0,1.43,2.2631926796093618,0.13239535981079883,-0.14706922008100876,2.018345791816496,-0.015807907046513015,1.5137518122523097
144.0,1.44,2.260575822704621,0.3830096833061438,-0.20925178827232854,2.163257355551405,-0.08435947630914041,1.634549398295012
145.0,1.45,2.3393024195806915,0.21479560336944392,-0.10212703409725549,2.212897213353514,-0.018574648736139853,1.635985216961509
146.0,1.46,2.523830067446,0.27423851560876594,-0.14822862611558854,2.092782264106452,-0.059013461521660246,1.747988385407066
147.0,1.47,2.3924162240940343,0.2974008900255638,-0.14842964119372568,2.0365556278988337,-0.162962964019954,1.2251934575997634
148.0,1.48,2.3293776187987363,0.29098653565260096,-0.21598544953470483,2.231798113752807,-0.05570939799645922,1.4208114789837043
149.0,1.49,2.2302062987979503,0.3930341377058107,-0.2629791067739343,2.2679824949663865,0.00907513599586172,1.490864824882974
150.0,1.5,2.3952620744656414,0.4265073037004856,-0.06705734241023328,2.2797694604110434,-0.18678336486626887,1.4620239936772454
151.0,1.51,2.5959922260895865,0.445668732857531,-0.22296383512134954,2.429943649372668,0.0767591030516692,1.670547558375952
152.0,1.52,2.3653499147417403,0.37379037420753963,-0.3981217788744169,2.519425557275721,-0.15137902681924514,1.5137683452997965
153.0,1.53,2.5280197335615417,0.17144177173929642,0.08668635408591477,2.328586432206537,0.09448722703767838,1.2748459785771016
154.0,1.54,2.5756991024164386,0.20521928126146602,-0.17883636156409394,2.4725138072046287,0.03986532028115746,1.5655476131994606
155.0,1.55,2.259947627888909,0.3047460847534809,-0.054727434256764976,2.480707951831066,-0.18575593517422503,1.608122496067113
156.0,1.56,2.757883577647044,0.35964236848318215,-0.3059189473228676,2.3307123964594756,-0.036859803118411825,1.545843774875801
157.0,1.57,2.557904517214186,0.31758802490638754,-0.12146155501634805,2.3132816786320523,0.12086120321569656,1.3694941641848397
158.0,1.58,2.616374677952336,0.146879751372434,-0.2022525175231554,2.4754559753606027,-0.041341526495780094,1.616199646833004
159.0,1.59,2.638149137061178,0.40979060837976744,-0.37906931288016754,2.5262007963909445,-0.08718158548566661,1.7282308384806815
160.0,1.6,2.7314211578462575,0.45474656504620714,-0.15982280900533152,2.342867751445895,-0.0031169484846275204,1.4574774820668623
161.0,1.61,2.762203834110382,0.3465079692427741,-0.0959290108954764,2.492383576597936,-0.09424286811875472,1.7411819045800498
162.0,1.62,2.688260620430539,0.1401140552376602,-0.029164304891522202,2.691786587201636,-0.009017082644255678,1.5670460682593161
163.0,1.63,2.80919888449019,0.5262886381232723,-0.3023759527887442,2.494334067621525,0.005141486323474583,1.696220188604719
164.0,1.64,2.4988642844880893,0.296045533584757,-0.21616818777820174,2.2448864440173426,-0.14013400800185535,1.3924446315642693
165.0,1.65,2.8161613607880485,0.28855663418054506,-0.19574532685714166,2.503996217426042,-0.026889048908248444,1.662022574981989
166.0,1.66,2.7265277619464316,0.33425901909279787,-0.1885006338856625,2.727028153227144,0.019117864728718736,1.549433242158642
167.0,1.67,2.9127008746174203,0.47618658234109196,-0.1272246477582568,2.4418074933991463,0.05085714414844362,1.683326203504351
