nstep,msd_x,msd_y,msd_z
0.0,0.0,0.0,0.0
1.0,0.008473955485728097,0.00010054253386810256,0.0012023493835081002
2.0,0.03220160982672488,3.991564452099787e-06,0.004023330647872902
3.0,0.06759249140851363,0.000792714160832397,0.011628691321688098
4.0,0.08115540651329442,0.0018445229733680885,0.029984870449960007
5.0,0.0597180702672961,0.0026404418621528945,0.05358912479556249
6.0,0.035379326502844886,0.003686075654563585,0.062407819014424895
7.0,0.02280794350854009,0.005895834869235584,0.05889459680676811
8.0,0.015299745497779614,0.011264283736888859,0.05531382338698811
9.0,0.01155630805007289,0.016781951070328868,0.05641459130835361
10.0,0.0213753961586929,0.01494130232654439,0.06698254363321961
11.0,0.05220306470400998,0.010312627942232089,0.08633837254256642
12.0,0.08943045990654766,0.012068481352089565,0.11830978177237213
13.0,0.10368727154580644,0.025501962840355535,0.15875365265856042
14.0,0.09048208384576001,0.058259245185030346,0.2047047496887481
15.0,0.07277236211806094,0.11647600410735603,0.25602568782383606
16.0,0.05947209403838013,0.1826761965684495,0.292724920027548
17.0,0.046562497293902494,0.22271610325392482,0.2976595441377857
18.0,0.03024405159274891,0.22902511007386228,0.27386930682105753
19.0,0.016366499395824408,0.2420411520591683,0.2550571695144224
20.0,0.008802406310899595,0.2757336647081102,0.2632043161047365
21.0,0.003944406476340098,0.3192478038072323,0.2957923470372026
22.0,0.0007091606282049033,0.34845408999999994,0.33056849141473954
23.0,0.00016205162700249975,0.3706590283623528,0.3578793602274361
24.0,0.003075832674836102,0.3966876806023607,0.3797286659248384
25.0,0.010701950087052894,0.4175692187203215,0.42294899622518406
26.0,0.01992596491560959,0.42649048523251193,0.49965619141677686
27.0,0.021847660115011606,0.4294703058912255,0.6062694732702866
28.0,0.020002600473302514,0.42000181481572074,0.7032596207051778
29.0,0.022604578236276096,0.3999928001160255,0.7103279038588209
30.0,0.021000678937532113,0.39873767763710394,0.6068186429059226
31.0,0.01801409303122809,0.44060129966180234,0.5310616378048577
32.0,0.014029547304032103,0.5173818444147599,0.51465171209929
