nrep,D_mean,D_std,D_se
1.0,1.1562534927590837,0.0,0.0
2.0,1.0441667742069731,0.11208671855211061,0.07925727876914541
3.0,1.0404651098205837,0.09166802217228735,0.05292455727725069
4.0,1.0341165364542688,0.08014476195046483,0.04007238097523241
5.0,0.9870911789392182,0.11825431616710941,0.0528849379164818
6.0,0.9812060874369354,0.10875005403865368,0.04439702364913309
7.0,0.9745227801383288,0.10200521175148715,0.03855434610384547
8.0,1.0058548390990651,0.12639745152668574,0.044688247549608706
9.0,0.9746733009771033,0.14825476759597356,0.04941825586532452
10.0,0.9972288782569247,0.15607791356010806,0.0493561699296821
11.0,1.0409807187461686,0.20319443019709665,0.06126542585943915
12.0,1.0197153079420798,0.20693406297948103,0.059736718482853175
13.0,1.0230817109986925,0.19915752819980373,0.05523635998608137
14.0,1.004902811351206,0.20279728599869645,0.05419985451248073
15.0,1.0087404806991471,0.196446289043288,0.05072221372592686
