Tau,dtime,msd_xx,msd_xy,msd_xz,msd_yy,msd_yz,msd_zz
1.0,0.01,0.002653986750031755,-0.000847130550452839,0.0005223355318111602,0.00415707040084105,-0.0023648459356062504,0.0037621313727496364
2.0,0.02,0.008073542345160804,-0.0011750822470023852,0.001145038843037473,0.01078133560337167,-0.004665878456430538,0.00967780145658514
3.0,0.03,0.015546868151119402,-0.001550730503228945,0.002097401214159608,0.01985872030797408,-0.006996579068286082,0.01656516410373832
4.0,0.04,0.024240535733111,-0.0014224137194573494,0.0029597100866381528,0.02789400697147042,-0.008137715668276898,0.02419292061460811
5.0,0.05,0.031657911580705744,-0.001292916625075074,0.004756573445316373,0.03787030812350704,-0.011172896648647596,0.032981772312825335
6.0,0.06,0.042133745435576075,-0.001311972051185648,0.007072542377580831,0.04867603495185115,-0.011489625837189396,0.04045343456813314
7.0,0.07,0.05201738161401244,-0.0014091357476597797,0.008887828362164937,0.057721171658482964,-0.01335307451607334,0.051103655827870534
8.0,0.08,0.06166534130918309,-0.004037652240655836,0.010527179802828123,0.06493407101316787,-0.014941076873848772,0.058795872715456346
9.0,0.09,0.06792010889857374,-0.004612244501912598,0.015011875834385825,0.08415560415953427,-0.02263590867567786,0.0666307937932861
10.0,0.1,0.08201680686384089,-0.005866711429779755,0.014636872980890416,0.08872054214897553,-0.01971396702182297,0.08163673875642734
11.0,0.11,0.09669960310314732,-0.0028801873609463746,0.017680646885720644,0.10031643759132507,-0.022623314916253225,0.08988519377229517
12.0,0.12,0.10975185150108177,-0.006382336960129694,0.02350710331809616,0.12287067771524522,-0.023166940808846164,0.09562294522358206
13.0,0.13,0.1151462328527773,-0.00510419389936733,0.027318430041326763,0.1259457623338647,-0.025949097607417315,0.12023450766231292
14.0,0.14,0.13781875602985177,-0.00461267043480517,0.029127472380515503,0.15030307794960443,-0.03133857913936933,0.11348773066239234
15.0,0.15,0.14915971671529266,-0.009231463745502815,0.0369334229782249,0.15396895198606986,-0.03364167383071344,0.1320680743816875
16.0,0.16,0.1700660641032819,-0.010743481792818794,0.043659193727829906,0.1751082370674294,-0.03788504191199166,0.1397751736747163
