nstep,msd_oh,msd_ohx,msd_ohy,msd_ohz
82,0.832230478337526,0.24488321291769694,0.03639199868959691,0.5509552667302321
83,0.8079854702446397,0.23052757285443715,0.02852778426289005,0.5489301131273125
84,0.9013367757974089,0.25756487757225016,0.04330159376312249,0.6004703044620363
85,1.0784244185455727,0.30398140826710796,0.08270334920761009,0.6917396610708546
86,1.2536756826313462,0.342516485640847,0.13119702584769016,0.779962171142809
87,1.337250603365038,0.34751524897797775,0.17578426385699567,0.8139510905300644
88,1.4027103135002261,0.3480585006369284,0.22508812325632083,0.829563689606977
89,1.5361993523220978,0.3872521622649736,0.2776170554026884,0.8713301346544358
90,1.6841702425402105,0.4364657161064712,0.30982839598973644,0.9378761304440028
91,1.7791625396202462,0.48642546890356686,0.2812516802049892,1.01148539051169
92,1.7769265101805878,0.5255953769173854,0.21104235109077182,1.0402887821724305
93,1.7468151622661807,0.5645736776581912,0.14446748828366432,1.037773996324325
94,1.7990121517689217,0.6015087938772007,0.1187634406533184,1.0787399172384027
95,1.9302193617562569,0.6310180568856026,0.13525612629698566,1.1639451785736685
96,2.073510962561821,0.6663212665278022,0.17967274539036857,1.22751695064365
97,2.1303692950153046,0.6977616742336906,0.2060293314326115,1.2265782893490027
98,2.1130582166548773,0.720844724163061,0.20678763087924637,1.18542586161257
99,2.1597497347825194,0.7729194395410551,0.20886518725364422,1.1779651079878202
100,2.2461450509953673,0.8291225730844237,0.22004031504870275,1.1969821628622406
101,2.259552750579756,0.8340518277767831,0.20865284683891575,1.2168480759640572
102,2.174669499864636,0.8096547967872413,0.16451248756993225,1.2005022155074625
103,2.3072420770372473,0.8833076841802491,0.15033739109699584,1.2735970017600027
104,2.630448499789769,1.0149680150675622,0.17170540578972002,1.4437750789324868
105,2.8802613919504396,1.077049907443023,0.1847919223979763,1.6184195621094402
106,2.961020163389418,1.089223502958862,0.18830595444467577,1.6834907059858804
107,3.0145762966275043,1.1125412506739034,0.19327235634135054,1.7087626896122503
108,2.99289828328797,1.1215200986207694,0.21063049466720046,1.66074769
109,2.831920464031673,1.0647349976883995,0.24032861979623318,1.5268568465470405
110,2.716367702143765,1.041619216182349,0.29162992756784406,1.383118558393572
111,2.8765984310022183,1.1578694847670323,0.40080297342360044,1.3179259728115853
112,2.9433515348982864,0.6612090031228078,1.174150340813552,1.1079921909619266
113,3.1742195332250374,0.7998618330650034,1.1516063013552238,1.2227513988048102
114,3.3359492187870927,0.9450793750027264,1.11138065177616,1.2794891920082065
115,3.4362620260016943,1.0556156926785598,1.0932031161773312,1.287443217145803
116,3.4588619792559276,1.1074773340089,1.0615455785819556,1.289839066665072
117,3.3579016697498045,1.0857767124372102,0.9741393112662012,1.297985646046393
118,3.234867047465591,1.0578220413426587,0.8985828686419319,1.2784621374810003
119,3.1851695931655053,1.060644884338822,0.8814614231675327,1.2430632856591504
120,3.2768923103891376,1.077278237776022,0.8869561608722498,1.3126579117408657
121,3.4514186311292643,1.0913812286071267,0.8887076306806682,1.4713297718414693
122,3.5760582172057225,1.128306272238465,0.8566136849444329,1.5911382600228243
123,3.5447550058207833,1.188272945693249,0.7929869017235343,1.5634951584040002
124,3.3686644782521555,1.2135970072697626,0.6867706561627124,1.4682968148196807
125,3.199530580323319,1.2190969179449296,0.5597125319067844,1.420721130471605
126,3.141879596979235,1.2261262897364555,0.4660672335959689,1.4496860736468102
127,3.143380295732629,1.2747839128256229,0.40698262671361,1.4616137561933964
128,3.0994862295040333,1.352208796364719,0.37571031367153696,1.3715671194677777
129,3.027198966322589,1.3810129417481054,0.362736416312561,1.2834496082619224
130,2.9454455376986806,1.3262179143556228,0.3612897851752997,1.2579378381677584
131,2.8671207626786597,1.2088158318637934,0.3513925861197377,1.3069123446951287
132,2.7396174985303117,1.0555951030496973,0.3330080190681408,1.3510143764124736
133,2.561894626293163,0.893686565779002,0.29086175864231995,1.3773463018718408
134,2.289804549264602,0.7342427688593083,0.23946434247888362,1.3160974379264099
135,2.017623324420897,0.587862333929676,0.21203335765263995,1.2177276328385813
136,1.7768824372954277,0.44652565296306185,0.205319664695737,1.125037119636629
137,1.6030708229963295,0.32397634539664033,0.20475584275020228,1.0743386348494868
138,1.5088921250518057,0.24003937122789742,0.20238565314678467,1.0664671006771236
139,1.4637235397970993,0.1935245385547778,0.18891486777782424,1.0812841334644974
140,1.4154198531364526,0.1666015407189906,0.1621617811107857,1.0866565313066763
141,1.3809422237829143,0.14204788871560806,0.15499225703311362,1.0839020780341926
142,1.3840910497072847,0.11822915708740842,0.1794625548246439,1.0863993377952323
143,1.399894421144019,0.09041641255396805,0.2381541017071222,1.0713239068829288
144,1.4285991942497713,0.07486235548921989,0.31163531403816375,1.0421015247223877
145,1.4501623512075446,0.06779837452106423,0.38491874289124006,0.9974452337952402
146,1.4978906635675329,0.07194347580429665,0.43444364324509205,0.9915035445181442
147,1.539812461715071,0.08738542581726767,0.4596450836236898,0.9927819522741137
148,1.588097816574757,0.11492694613691257,0.458366520107844,1.0148043503300004
149,1.6187418761252432,0.1368139663210389,0.43007339079603607,1.0518545190081683
150,1.6099096192232296,0.14416741972782302,0.3807764956268098,1.0849657038685967
151,1.6161290776689934,0.15095932966452327,0.35628859527072254,1.1088811527337477
152,1.6314699633480334,0.17387430523046465,0.3403081195652355,1.1172875385523333
153,1.6595659909956697,0.21682738005845276,0.33332696035256243,1.1094116505846545
154,1.6849120489669431,0.2613389154057128,0.3449170731988881,1.0786560603623423
155,1.7213486892132466,0.31086412119361,0.3510017658141603,1.0594828022054763
156,1.7499955920833115,0.37158959295062016,0.3202004141752515,1.0582055849574399
157,1.7179758441956,0.4008328558295039,0.24702796588404624,1.0701150224820497
158,1.7008794027892191,0.38509782881750126,0.18410481499089684,1.131676758980821
159,1.6742084328136528,0.3587136351787852,0.1393204073271199,1.1761743903077477
160,1.6878250391350798,0.327170569577827,0.10127559649259271,1.25937887306466
161,1.7837062431314246,0.30792469746673795,0.08613534114853284,1.3896462045161537
162,1.8882065953208889,0.28765504987112833,0.08613578138144028,1.5144157640683202
163,1.95489864317025,0.28695979058023857,0.0799783965324304,1.587960456057581
164,1.9807951204155225,0.30618765670190856,0.06553789441368997,1.609069569299924
165,1.9715246458885471,0.3396956347495408,0.053116573010308775,1.5787124381286977
166,1.9080579449605937,0.37164083613718985,0.049568885749304036,1.4868482230740998
167,1.8447713354628692,0.402214865824974,0.04698920255220485,1.3955672670856905
168,1.761574272595191,0.4280581758084016,0.03242667068636485,1.3010894261004247
169,1.6693072600876322,0.4300057411481334,0.021324833915062475,1.2179766850244362
170,1.6276464556283918,0.40982422267752383,0.02041277699542405,1.197409455955444
171,1.6108080352789922,0.35403918494208764,0.025021583087694324,1.2317472672492102
172,1.6182022422876192,0.30594083834625646,0.03405605610440884,1.278205347836954
173,1.6423526122531669,0.298101301861171,0.0566017819094641,1.2876495284825318
174,1.687908654720598,0.33866710606925365,0.0858133045912464,1.263428244060098
175,1.7422042481493891,0.4003486195979677,0.09804384632981145,1.24381178222161
176,1.8063266180595616,0.44971243406024175,0.08881472832399993,1.26779945567532
177,1.8960249078448856,0.4805589734614327,0.0807604833355321,1.3347054510479208
178,2.0257440390124737,0.5113685963821678,0.08633192007024365,1.4280435225600625
179,2.1366335849839135,0.5216033172852107,0.09073599456770551,1.5242942731309972
180,2.215440281565736,0.5599734085739636,0.08684561453763998,1.5686212584541326
181,2.3508390718075485,0.65956970659266,0.09794977022371834,1.59331959499117
182,2.573946407373897,0.7932967362780864,0.13667696611431027,1.6439727049815005
183,2.752505139848103,0.9028639816914017,0.16603972221127838,1.6836014359454228
184,2.7606186185888673,0.9552025062429448,0.1565966294133263,1.648819482932596
185,2.675287602683838,0.9704095977796904,0.13633151659176024,1.5685464883123874
186,2.6316576311065756,0.9997186397936756,0.13726290678820818,1.4946760845246918
187,2.6494750315032887,1.0635480086999314,0.1555506579687919,1.430376364834565
188,2.611685855776793,1.1072699431341029,0.17095555548199828,1.3334603571606916
189,2.548871984849126,1.1032683978389046,0.18553847242273291,1.2600651145874886
190,2.5527519136794052,1.0719948677724238,0.22672218413146084,1.2540348617755206
191,2.6908131503178057,1.0549882101839174,0.310020193181485,1.325804746952403
192,2.8148485636513714,1.0567060995956536,0.40151816477425184,1.3566242992814659
193,2.889391900539138,1.081751325292563,0.4935902304224525,1.3140503448241228
194,2.9535070225069036,1.1610810512547844,0.5749413185263221,1.217484652725797
195,2.9861107618103677,1.2311215295399054,0.6459638933990641,1.1090253388713984
196,2.949887467189792,1.2173273354823362,0.696021750181472,1.036538381525984
197,2.880536112036914,1.1642372235030618,0.7299664659705621,0.9863324225632901
198,2.829012998616837,1.1176819679989443,0.7472967970468899,0.9640342335710027
199,2.7894459206929603,1.0829475730764293,0.7484926203259021,0.9580057272906289
200,2.7466130455664515,1.0282086141986897,0.7365052318133687,0.981899199554393
201,2.6831358844829034,0.9502976426870511,0.7369012064702499,0.9959370353256026
202,2.589750276288939,0.8262595840987674,0.7763263372640689,0.9871643549261027
203,2.4490026537689755,0.6814731990932111,0.8311679528938566,0.9363615017819077
204,2.3255398589502874,0.5657069980542007,0.884245503048024,0.8755873578480625
205,2.265210356863551,0.4955780692057649,0.9494394578585856,0.8201928297992005
206,2.349786958900244,0.46237342598181086,1.0718891796190562,0.8155243532993771
207,2.5921912859806575,0.4309510753034495,1.2571896772780897,0.9040505333991185
208,2.9299829259863026,0.3936349761392904,1.4901252136369225,1.04622273621009
209,3.2865214604500466,0.37215983120492135,1.7488201791991222,1.1655414500460026
210,3.576087494741257,0.38570292860601885,1.979483146313923,1.2109014198213155
211,3.7339525570472927,0.4137298200479887,2.0839949918156195,1.2362277451836845
212,3.783369695841218,0.4555208264552087,2.041202034549216,1.2866468348367934
213,3.8467649675330673,0.5149540082007625,1.971690440144102,1.3601205191882029
214,3.9167092266142918,0.5882666191528684,1.9046148720606224,1.4238277354008009
215,3.9927524583237353,0.6782963372127512,1.80605508804234,1.508401033068644
216,4.092342197134656,0.7833333985503387,1.7260248251653694,1.582983973418948
217,4.231348842957631,0.9167352623241852,1.7175866216179436,1.5970269590155026
218,4.506809424014028,1.076717771536015,1.8410422210070119,1.5890494314710015
219,4.857875484905549,1.2464704719375368,2.0509351281204764,1.5604698848475362
220,5.2299813307826515,1.4154662293263418,2.253409140382402,1.5611059610739073
221,5.507104468675003,1.5583437675649587,2.367480104006004,1.5812805971040402
222,5.615210365444518,1.6144927444161499,2.395009241981427,1.6057083790469402
223,5.560528399725072,1.6039051768762906,2.3749771277913663,1.581646095057415
224,5.496443798180783,1.6268191802299696,2.3317355355645795,1.537889082386234
225,5.472008321232786,1.6637636881937319,2.314318182994189,1.4939264500448655
226,5.562635646897615,1.6775421333601244,2.425631563944966,1.4594619495925252
227,5.689980459874183,1.6766193528329585,2.6407762896669023,1.3725848173743225
228,5.825186567250592,1.7379978384257304,2.8182619306732803,1.2689267981515806
229,6.005905129981624,1.8881477045352795,2.9310296006249996,1.1867278248213446
230,6.350350373276161,2.0945215923593623,3.1149861294792287,1.1408426514375698
231,6.717976137428092,2.2587860204226717,3.3662326317269757,1.0929574852784452
232,6.9255726503263935,2.3092197795613596,3.580263221474722,1.036089649290312
233,6.989655477763744,2.3184590331587174,3.7005766755568894,0.970619769048137
234,7.00409939000953,2.340055607959443,3.7606421589757497,0.9034016230743365
235,6.988845168882364,2.36732885596777,3.806832495387936,0.8146838175266571
236,7.066600343107619,2.4408903397580093,3.90379757384112,0.7219124295084901
237,7.291358259892284,2.5642286247768076,4.062660210433473,0.6644694246820038
238,7.594989153164823,2.6726030167836465,4.295502507979547,0.626883628401629
239,7.911795001215489,2.7763982935326723,4.538019298827053,0.5973774088557636
240,8.235172531031434,2.9446302600562517,4.732634260805423,0.5579080101697602
241,8.578688181168767,3.1602625504040502,4.92845949617956,0.4899661345851561
242,8.968580618578772,3.348853664560278,5.207222187053177,0.41250476696531563
243,9.359954469259526,3.45038459979479,5.528460502443621,0.3811093670211138
244,9.66956382505389,3.475368108478567,5.79366363456924,0.4005320820060816
245,9.929793750318083,3.43773301432725,6.0675062203917225,0.42455451559911034
246,10.11259264797718,3.38721891508562,6.303577532550169,0.4217962003413923
247,10.254727299271204,3.398187821227807,6.449415175403213,0.40712430264018495
248,10.416118237494647,3.5072249986049977,6.5383866184641475,0.3705066204255025
249,10.600594479567835,3.700776472520453,6.592036737014439,0.30778127003294437
250,10.793558669413306,3.9091864987690403,6.637578652649017,0.24679351799524896
251,11.017631798918982,4.152446744188304,6.655197619502979,0.20998743522769966
252,11.335327663877257,4.4248419948311035,6.725436110615377,0.18504955843077686
253,11.507473996903574,4.6303758779018755,6.732978840434496,0.14411927856720255
254,11.451317628056861,4.720205794403969,6.63684044588356,0.09427138776933157
255,11.220219307369826,4.681841758540962,6.479060498196016,0.05931705063284646
256,10.933812971724356,4.562796540149125,6.327917392749744,0.04309903882548647
257,10.704325686529527,4.463814186353405,6.208457661010183,0.03205383916593966
258,10.458770859361472,4.375763166219599,6.0576794480896226,0.025328245052250044
259,10.199648113143313,4.301391381216158,5.8786391411820595,0.019617590745096124
260,9.950574960645467,4.239752133454908,5.698301599885634,0.012521227304924115
261,9.898168606606312,4.26418225460712,5.628171633730703,0.005814718268489999
262,10.024445144348597,4.4405707112264725,5.5809091438191425,0.0029652893029809037
263,10.060176669403708,4.64554142487028,5.412083545987791,0.0025516985456356103
264,9.83628691768989,4.693163309640999,5.13869596990864,0.004427638140250015
265,9.466228408028211,4.574291685537983,4.880169643032359,0.01176707945786892
266,9.06248956369394,4.367014270675255,4.673058391151123,0.022416901867562504
267,8.555168260079867,4.044062801869385,4.48726068463918,0.023844773571300944
268,7.969926687393157,3.6292421732489974,4.327458368719359,0.013226145424800433
269,7.426956057695487,3.180895613892903,4.239624513514522,0.006435930288062518
270,7.043913280018897,2.834193899851343,4.200547314880743,0.009172065286809998
271,6.843068370416318,2.6226725219662277,4.200455578701689,0.019940269748400446
272,6.943304174507255,2.5990485160059884,4.317560068973645,0.026695589527622538
273,7.272696199245367,2.7505867250447054,4.500185984187072,0.021923490013588887
274,7.526176548968418,2.8724854729319036,4.640249690386254,0.013441385650260105
275,7.460126604406959,2.8552848021774397,4.59550757008225,0.009334232147268924
276,7.062406516864612,2.7374921218264476,4.310090353652004,0.014824041386160404
277,6.477504269770973,2.534122431989,3.904149946502996,0.03923189127897643
278,5.959406907203037,2.26538458887069,3.6067749765972543,0.08724734173509219
279,5.696169522247342,2.059329124916239,3.4859804074502416,0.1508599898808601
280,5.641763978356834,1.9255955853120583,3.481199228843783,0.23496916420099248
281,5.641109602396758,1.8417226356446708,3.4826613837209996,0.31672558303108833
282,5.636976246252846,1.8052512592210324,3.46120529177499,0.3705196952568241
283,5.662931119016661,1.8094266123875045,3.476775598425504,0.3767289082036518
284,5.639189618324411,1.7707547453344707,3.523889563902708,0.34454530908723247
285,5.573991930296331,1.6811239232534578,3.577165255567411,0.31570275147546245
286,5.485445963783138,1.5072082493928085,3.6734387409108895,0.30479897347944035
287,5.364489500663552,1.2666657488692508,3.769139728214017,0.3286840235802841
288,5.221321586554715,1.0350546578868498,3.7906641835230963,0.3956027451447682
289,5.14341137819599,0.8712962693935508,3.802149359083808,0.4699657497186304
290,5.1105186252879795,0.7608303725299278,3.8430101925912834,0.5066780601667684
291,5.142463705641612,0.6768093258370073,3.9149243225252324,0.5507300572793723
292,5.187580276883244,0.6262269565057016,3.9318863423283403,0.6294669780492027
293,5.247816829646955,0.6224903240579146,3.89713390249136,0.7281926030976804
294,5.428017489553494,0.6910420499265725,3.8912376732413207,0.8457377663856006
295,5.788422192940914,0.8140411318195974,3.9721603696206436,1.002220691500673
296,6.119445315329185,0.9116708821805778,4.031559806962803,1.1762146261858044
297,6.06608746552348,0.8656743424390878,3.84171176001282,1.3587013630715716
298,5.702468124430161,0.723651052085313,3.4713049312670683,1.5075121410777796
299,5.432393767852614,0.6233248084650074,3.1777707508254838,1.6312982085621226
300,5.4062670919678455,0.6318754852435208,3.039360539858916,1.7350310668654088
301,5.5078174067808146,0.7077310570323003,2.974758975021081,1.8253273747274328
302,5.616160124673433,0.7983970046188092,2.915052969020864,1.90271015103376
303,5.627031144792807,0.8785094135541879,2.799039251785702,1.9494824794529164
304,5.513464133848209,0.9267402868557203,2.5947465169744555,1.991977330018033
305,5.266643992200338,0.9107831781071511,2.3103281045593222,2.0455327095338642
306,4.987756670452162,0.8098479791334922,2.018841803991821,2.15906688732685
307,4.80096442642993,0.7024800341502717,1.81616348733121,2.282320904948448
308,4.622736112252152,0.6160391260185605,1.7021215378544396,2.3045754483791527
309,4.403391776316298,0.5756877988572651,1.6527396682919924,2.174964309167041
310,4.236179875362693,0.5618066138137601,1.6360895447200652,2.038283716828868
311,4.11631416865875,0.5609099552542091,1.6548508681974046,1.9005533452071366
312,4.0315659948384575,0.539061578158098,1.6875531163281021,1.8049513003522575
313,3.996833356697956,0.49128846790327396,1.7329174376263683,1.7726274511683138
314,4.030797168266336,0.45179483100192297,1.7526031549474557,1.8263991823169572
315,4.002195769361277,0.41913612145627377,1.7009255631294369,1.8821340847755665
316,3.897218037536039,0.3717425282958873,1.593038475143438,1.9324370340967132
317,3.9743541913759457,0.36609381593419726,1.5567026624587879,2.0515577129829605
318,4.149400647379175,0.3778786990041923,1.6086067555663044,2.1629151928086787
319,4.250081083735578,0.3770386864882587,1.6738763658883873,2.199166031358932
320,4.23623799397669,0.3866084035776965,1.7074242780054911,2.1422053123935028
321,4.114002864390397,0.4052275396525232,1.701603942767376,2.007171381970498
322,3.9879976928067515,0.4040118691077187,1.6795905984960398,1.9043952252029934
323,3.9959117197743614,0.4056277511743735,1.6464921689435519,1.943791799656436
324,4.151446945883709,0.4355037113217029,1.6383881472214368,2.0775550873405697
325,4.363191565967632,0.4822451775015622,1.6619440251622462,2.219002363303824
326,4.587005188367101,0.5320916565719761,1.757769292351566,2.2971442394435586
327,4.757669421330872,0.5697699291407248,1.8843909199988158,2.303508572191332
328,4.812132418587801,0.5963868976688114,1.983394036731853,2.2323514841871366
329,4.766282383264392,0.590365087877796,2.0214117911555043,2.154505504231092
330,4.699045814822248,0.5588534292249997,2.016145941603091,2.1240464439941573
331,4.600202922516502,0.5327658198474486,1.9538581470786571,2.113578955590396
332,4.464005103024489,0.5335019380841104,1.8412228493238887,2.0892803156164903
333,4.3340928741928195,0.5366636252214233,1.7060210305267598,2.0914082184446365
334,4.296922554977364,0.5123763542259969,1.5707189548618925,2.213827245889474
335,4.327016309476543,0.4578598778638347,1.4561223317971232,2.413034099815585
336,4.4261387155783805,0.42840150949025346,1.399003728154214,2.5987334779339126
337,4.548063571216551,0.4469586612571101,1.4085596809121048,2.692545229047336
338,4.543028022988862,0.48033880313774313,1.3980598515055558,2.6646293683455626
339,4.495101773673581,0.5166649150671642,1.3961581656584765,2.5822786929479404
340,4.428009310614835,0.550454842371074,1.36296098366464,2.514593484579121
341,4.35513485543121,0.5590527328689251,1.30267870397724,2.493403418585045
342,4.242222383440835,0.5464024770197763,1.1771707940240002,2.518649112397058
343,4.171671245798894,0.5403613952081291,1.031212263009888,2.6000975875808763
344,4.177820906419324,0.5627990347324503,0.8854409514928383,2.7295809201940355
345,4.24350481163169,0.607472512551353,0.8018035168684323,2.8342287822119046
346,4.28197035456791,0.6298087214319137,0.818905200481116,2.833256432654881
347,4.244708357103279,0.6246503404710978,0.9039294225491207,2.71612859408306
348,4.146016598427364,0.6081173608334416,0.9820886901750541,2.555810547418868
349,4.076484958305921,0.5820012741624064,1.0027720584189048,2.4917116257246095
350,4.044411978140541,0.5226093503475626,0.9847952794869901,2.5370073483059885
351,3.952399590531209,0.4436346447657221,0.9176550977907855,2.5911098479747015
352,3.857572875004994,0.39885490989115263,0.8968657261970023,2.5618522389168388
353,3.87454239266765,0.42645864250475946,0.9219111622602023,2.526172587902688
354,4.063949657214651,0.48894418536079404,0.9978532533686023,2.5771522184852547
355,4.218294606605745,0.5248997863201038,1.0601370720109762,2.633257748274665
356,4.201638060380272,0.5314074227903804,1.0667116578046751,2.6035189797852167
357,4.075782640525617,0.5657375201025617,1.0448337167883661,2.465211403634689
358,4.008092887958062,0.6374289393687614,1.03114989278936,2.3395140557999405
359,4.006306861419548,0.6966145983560474,1.020064226113644,2.2896280369498565
360,4.083001636854589,0.7144351880935826,1.0154957690676099,2.3530706796933964
361,4.22000341216983,0.7115951101073416,1.0422707041555597,2.4661375979069287
362,4.272274879561184,0.7350243481740718,1.0149084551302225,2.52234207625689
363,4.142784856271655,0.7367986105476685,0.9354669998128846,2.4705192459111025
364,3.9936622667722332,0.723166774765936,0.8675658127963367,2.4029296792099606
365,3.9793079685123347,0.7017932786248617,0.8818178699004962,2.395696819986977
366,3.947111108857343,0.6662913745048938,0.9240898458086464,2.356729888543803
367,3.8584978128245426,0.6193497186500622,0.9700835000595487,2.2690645941149317
368,3.7556432514091487,0.5644134795286844,1.005509989156464,2.185719782724
369,3.719661346917076,0.5066597809681439,1.0453279745003523,2.1676735914485796
370,3.7101613672850133,0.46613112202496265,1.0913662895636482,2.1526639556964025
371,3.748188890601612,0.4381071620432898,1.145914948637189,2.1641667799211333
372,3.7354642385522485,0.3949482587218283,1.155019166422512,2.1854968134079082
373,3.6388593007140884,0.3465695738425603,1.1079471396228624,2.1843425872486657
374,3.5453822320877006,0.3035788502040097,1.0618915447726884,2.1799118371110024
375,3.4958134560882193,0.2604242774095533,1.0453469096715262,2.1900422690071397
376,3.5158904063586,0.21052202322170394,1.061117505947136,2.2442508771897596
