Tau,dtime,msd_xx,msd_xy,msd_xz,msd_yy,msd_yz,msd_zz,pred_msd_xx,pred_msd_yy,pred_msd_zz,xx_error,yy_error,zz_error
1.0,0.01,0.4241633311498399,-283.52954345032504,-109.40960348604804,3676.538804027737,1.4775368786010934,86.97342215304147,3.794444488304067,2189.2444811967453,245.2994999094812,-3.370281157154227,1487.2943228309919,-158.32607775643973
2.0,0.02,0.7928218075100941,-108.92933835343572,-87.76040027041356,1922.169896453379,-24.86275570946884,113.5273817022741,4.117290228519923,2188.2728051070844,245.01618541656453,-3.3244684210098283,-266.1029086537055,-131.48880371429044
3.0,0.03,0.9912795097039394,-99.67035713272702,-96.7451170149666,1946.14153480219,31.77309727239762,134.86706392883164,4.440135968735778,2187.301129017423,244.73287092364782,-3.448856459031839,-241.15959421523303,-109.86580699481618
4.0,0.04,1.42237248351619,-93.05526848481253,-63.856690429649014,1952.7286699929837,-26.119639100772837,148.7678695870031,4.762981708951633,2186.3294529277623,244.44955643073112,-3.3406092254354434,-233.60078293477864,-95.68168684372802
5.0,0.05,1.785533450074715,-154.90520155523285,-66.71187573815297,1994.1509741495988,12.162321044543335,164.71924582209692,5.085827449167489,2185.3577768381015,244.16624193781442,-3.3002939990927738,-191.20680268850265,-79.4469961157175
6.0,0.06,2.1246242592841496,-101.70516811984453,-76.26654837899083,1989.325838344663,10.109361160480288,171.38782244546624,5.408673189383345,2184.3861007484406,243.88292744489775,-3.2840489300991953,-195.06026240377764,-72.4951049994315
7.0,0.07,2.519678760747075,-76.05021616522633,-44.44342596131797,2000.4862085214816,-22.490544729530935,176.40817990496296,5.731518929599201,2183.41442465878,243.59961295198104,-3.2118401688521256,-182.92821613729825,-67.19143304701808
8.0,0.08,2.869881361145299,-107.60185249443747,-62.945457384423094,1994.9610034819395,-18.361072820238462,181.01913590649235,6.054364669815056,2182.442748569119,243.31629845906434,-3.1844833086697575,-187.48174508717943,-62.29716255257199
9.0,0.09,3.024242920815983,-98.45640227975636,-88.47979748676718,2020.4666146740353,9.51354920246444,187.43447080828307,6.377210410030911,2181.4710724794577,243.03298396614767,-3.352967489214928,-161.00445780542236,-55.5985131578646
10.0,0.1,3.5827192712456717,-117.93521455058142,-78.16528409593198,2033.0031380198943,12.723169224356333,194.9816241099856,6.700056150246768,2180.499396389797,242.74966947323097,-3.1173368790010962,-147.49625836990253,-47.76804536324536
11.0,0.11,3.962029972539443,-110.72633724252113,-52.470567535919,2032.80034244138,-28.413625789187293,203.7138796926554,7.022901890462623,2179.527720300136,242.46635498031426,-3.06087191792318,-146.72737785875597,-38.752475287658854
12.0,0.12,4.350206564938184,-89.17098508976255,-41.1844250104539,2031.7162782488977,12.508016605345802,203.29423204289574,7.345747630678478,2178.556044210475,242.18304048739756,-2.9955410657402934,-146.83976596157754,-38.88880844450182
13.0,0.13,4.672437602408649,-105.25544634250345,-74.99544746422549,2012.2613575716903,5.993061832890727,212.14967084414874,7.6685933708943335,2177.5843681208144,241.8997259944809,-2.9961557684856848,-165.3230105491241,-29.750055150332145
14.0,0.14,5.063361998271543,-90.71457083264522,-42.952693066314836,2035.0535239197386,-19.059351631467912,220.5685760877372,7.991439111110189,2176.6126920311535,241.6164115015642,-2.928077112838646,-141.55916811141492,-21.047835413826988
15.0,0.15,5.388238054871541,-147.0487449133918,-68.8703928313099,2058.3022570414796,13.776474349935853,215.7671063328679,8.314284851326045,2175.6410159414922,241.33309700864748,-2.9260467964545036,-117.33875890001264,-25.565990675779574
16.0,0.16,5.843142770064583,-108.79002676691238,-43.26551582059484,2033.2254799685304,-14.309932649568745,226.95457698319993,8.6371305915419,2174.6693398518314,241.04978251573078,-2.7939878214773177,-141.443859883301,-14.095205532530855
17.0,0.17,6.171511697882576,-84.9023743023758,-54.68255929632972,2032.7181610169553,3.3680264876879327,225.16659921136005,8.959976331757757,2173.6976637621706,240.7664680228141,-2.78846463387518,-140.9795027452153,-15.599868811454058
18.0,0.18,6.55983030788543,-57.245875762544486,-60.24355455961863,2075.749111624413,26.866489932993307,225.9314823223726,9.28282207197361,2172.7259876725097,240.4831535298974,-2.7229917640881807,-96.97687604809653,-14.551671207524805
19.0,0.19,6.913677671071782,-94.1839135240239,-45.38630029116543,2028.605594466602,7.530478838213523,231.3147973215624,9.605667812189468,2171.754311582849,240.1998390369807,-2.691990141117686,-143.14871711624687,-8.88504171541831
20.0,0.2,7.355475277617508,-49.37098019679992,-65.04333077720355,2070.7904309710693,24.519541755576604,231.05584760295784,9.928513552405324,2170.782635493188,239.91652454406403,-2.573038274787816,-99.99220452211875,-8.860676941106192
21.0,0.21,7.732928619713853,-22.3901121397721,-65.33320261253644,2059.598741981543,15.308572990816668,230.67491013741284,10.251359292621178,2169.810959403527,239.63321005114733,-2.518430672907325,-110.21221742198395,-8.958299913734493
22.0,0.22,8.022362517921998,-63.71112443650642,-73.40143226291976,2096.7303975524596,-6.12993948223672,234.9686266688508,10.574205032837034,2168.839283313866,239.34989555823063,-2.5518425149150357,-72.10888576140633,-4.3812688893798395
23.0,0.23,8.466539950140186,-65.71730112762897,-66.87261696842212,2073.7547770673,28.770033426905744,243.11446688748168,10.89705077305289,2167.867607224205,239.06658106531393,-2.4305108229127033,-94.11283015690515,4.047885822167757
24.0,0.24,8.808800671656527,-114.86328892101041,-51.3030237190828,2047.2048021091541,19.216218847017863,242.68362075398295,11.219896513268745,2166.8959311345443,238.78326657239725,-2.4110958416122177,-119.69112902539018,3.9003541815856977
25.0,0.25,9.202138746822822,-60.056478239047365,-93.0264447717063,2041.955349968193,25.664626980734546,247.78114556814705,11.542742253484601,2165.9242550448835,238.49995207948055,-2.340603506661779,-123.96890507669036,9.281193488666503
26.0,0.26,9.494849248351443,-84.03528831891518,-81.57671793583395,1963.9592774578973,-20.361583738252715,239.773886212496,11.865587993700457,2164.9525789552226,238.21663758656385,-2.370738745349014,-200.99330149732532,1.5572486259321465
