nrep,#hops,D_nonhop (mean),D_nonhop (SE),D_hop,D_tot
1.0,6.0,2.3743111596994066,0.0,0.04233847421504106,2.4166496339144476
2.0,11.0,2.2273533417271976,0.10391486963652732,0.04896230328607566,2.2763156450132733
3.0,15.0,2.066208613130756,0.14869765814969466,0.04249471096994744,2.1087033241007034
