nrep,#hops,D_nonhop (mean),D_nonhop (SE),D_hop,D_tot
1.0,10.0,0.4090120889339679,0.0,0.19642130230940813,0.605433391243376
2.0,15.0,0.4127197385634956,0.002621704195302818,0.18106662401588636,0.593786362579382
3.0,19.0,0.3907415994706722,0.018029990199823622,0.13837185497786458,0.5291134544485367
4.0,24.0,0.3837291822458804,0.014823572577710277,0.13611758993255435,0.5198467721784348
