Tau,dtime,msd_xx,msd_xy,msd_xz,msd_yy,msd_yz,msd_zz
1.0,0.01,0.005809699025235438,-0.0007253819237756692,0.0007043467661893897,0.003653236739644906,0.0002507471906037227,0.00744619048481163
2.0,0.02,0.014057455798490933,-0.0013875972527091574,0.0014736169816590183,0.010003293079863097,0.0006042466246711106,0.017572655828882865
3.0,0.03,0.024239055554175465,-0.0022700761565397996,0.0022718754040365443,0.018397910254880193,0.0016324526901657253,0.02942654613850997
4.0,0.04,0.03461692928658242,-0.0029000683176863247,0.0032543593332184802,0.02701503002105113,0.0018093588498842618,0.0420041827823464
5.0,0.05,0.04715389560923172,-0.003443778627459152,0.004349295952589393,0.035453215715140055,0.0025122651433556005,0.05567713386895554
6.0,0.06,0.059496567663539994,-0.005417837305670608,0.005698424669500828,0.04622590354004606,0.003840081874455672,0.06904033133219088
7.0,0.07,0.06831494968185083,-0.006912226322721192,0.004250357544274516,0.0558816500335195,0.004225271682599471,0.0798873236612802
8.0,0.08,0.08316877414136488,-0.008280278427761288,0.010539524639270393,0.06483680540181065,0.010049256158193548,0.1005176624787984
9.0,0.09,0.09752769381699924,-0.010426495802742103,0.008923724568229999,0.0723545992043459,0.0105948471340715,0.11241264598421451
10.0,0.1,0.10974386720347915,-0.009996530011640397,0.017912042451753256,0.08101677292468867,0.004384705412585175,0.1227137548352351
11.0,0.11,0.1293792298026292,-0.017302988638174262,0.01094742758474304,0.09947401248423086,0.007077035581136473,0.13918631207317053
12.0,0.12,0.13395169720110306,-0.018811696130645764,0.009302021152038408,0.11651955321798022,0.016774598493891634,0.15101913579391024
13.0,0.13,0.14725798005206778,-0.01004096784521572,0.016451232740254156,0.11297059160032472,0.012271163244505136,0.15633359909285902
14.0,0.14,0.1590085595185586,-0.01515046047110615,0.011727422150137752,0.13408040428775767,0.0030432766703096794,0.17694039129234104
15.0,0.15,0.1795710703887746,-0.015129743602972489,0.016688729535740465,0.15077478196445626,0.007015906662114898,0.19101629758530617
16.0,0.16,0.20744136449745848,-0.029886290174052532,0.008004863175797516,0.16157197501092602,0.025013635542896866,0.21489542816928306
17.0,0.17,0.22211670044087828,-0.0319983240259454,0.030135478704209386,0.17302116858984073,0.010554688973491967,0.22666351966653256
18.0,0.18,0.23700577023333882,-0.026155066875911178,0.017071481934503144,0.1974523910792144,0.002813007974771654,0.2549764378426957
19.0,0.19,0.24984784565768728,-0.03824897903615276,0.015281646123329402,0.18903444320817345,0.002174321327150077,0.24983272182315236
20.0,0.2,0.26135046361753245,-0.026296637902307678,0.02831973731216628,0.19244071884577924,0.009350618279753788,0.28788147062928643
21.0,0.21,0.26962472334623,-0.039124126429103415,0.0321188917637564,0.19635337199566272,0.009715848589168232,0.27873634527930724
22.0,0.22,0.28199319653213484,-0.055974149412642546,0.015324514842842958,0.2220148111050553,0.028731325859873005,0.2756467544190309
23.0,0.23,0.28998390125895596,-0.05690082265694873,0.0388672914296353,0.2491589716653328,0.026099406865623266,0.30808539306800614
24.0,0.24,0.32028653697484394,-0.0735333184128798,0.014080577712155169,0.2562215440857213,0.019505510734448037,0.35276644055583006
25.0,0.25,0.2885823071467405,-0.0557182363445614,0.030306429807033537,0.2726554947768771,-6.248437480709266e-05,0.3542349876465639
26.0,0.26,0.30185315469366564,-0.04297119538388049,0.04089835307244409,0.26073366993117686,-0.0006595240540375215,0.38932293393808765
27.0,0.27,0.34317342234124604,-0.0713022860973773,0.03414663062475666,0.29643491696314295,0.004667841020169612,0.3780825334728866
