total_time:    10.0
nsteps:    10000
natoms:    458
nonmvat:    287
nmovingatoms:    171
MDRestartFrequency:    10
dt:    1
noh:    1
nwater:    46
nox:    47
nhy:    93
xbox:    15.198
ybox:    13.392
zbox:    15.0
