MD Temperature:                      0.0014641818 H          462.3515 K
MD Temperature:                      0.0013984063 H          441.5813 K
MD Temperature:                      0.0013645651 H          430.8951 K
MD Temperature:                      0.0013641524 H          430.7648 K
MD Temperature:                      0.0013485722 H          425.8449 K
MD Temperature:                      0.0013023857 H          411.2604 K
MD Temperature:                      0.0012659538 H          399.7561 K
MD Temperature:                      0.0012571824 H          396.9863 K
MD Temperature:                      0.0012442408 H          392.8997 K
MD Temperature:                      0.0012032653 H          379.9607 K
MD Temperature:                      0.0011540790 H          364.4289 K
MD Temperature:                      0.0011306252 H          357.0228 K
MD Temperature:                      0.0011314914 H          357.2963 K
MD Temperature:                      0.0011266276 H          355.7604 K
MD Temperature:                      0.0011073579 H          349.6755 K
MD Temperature:                      0.0010942641 H          345.5409 K
MD Temperature:                      0.0010963773 H          346.2081 K
MD Temperature:                      0.0010997567 H          347.2753 K
MD Temperature:                      0.0010910502 H          344.5260 K
MD Temperature:                      0.0010731325 H          338.8680 K
MD Temperature:                      0.0010589315 H          334.3837 K
MD Temperature:                      0.0010507009 H          331.7847 K
MD Temperature:                      0.0010382947 H          327.8671 K
MD Temperature:                      0.0010201549 H          322.1391 K
MD Temperature:                      0.0010036897 H          316.9398 K
MD Temperature:                      0.0009898971 H          312.5844 K
MD Temperature:                      0.0009778701 H          308.7866 K
MD Temperature:                      0.0009675865 H          305.5393 K
MD Temperature:                      0.0009547806 H          301.4955 K
MD Temperature:                      0.0009421590 H          297.5099 K
MD Temperature:                      0.0009334645 H          294.7644 K
MD Temperature:                      0.0009241301 H          291.8169 K
MD Temperature:                      0.0009136433 H          288.5054 K
MD Temperature:                      0.0009062296 H          286.1643 K
MD Temperature:                      0.0008997616 H          284.1219 K
MD Temperature:                      0.0008904351 H          281.1768 K
MD Temperature:                      0.0008813828 H          278.3183 K
MD Temperature:                      0.0008753441 H          276.4115 K
MD Temperature:                      0.0008718337 H          275.3030 K
MD Temperature:                      0.0008687765 H          274.3376 K
MD Temperature:                      0.0008638306 H          272.7758 K
MD Temperature:                      0.0008589471 H          271.2337 K
MD Temperature:                      0.0008582099 H          271.0009 K
MD Temperature:                      0.0008605587 H          271.7426 K
MD Temperature:                      0.0008589901 H          271.2473 K
MD Temperature:                      0.0008521274 H          269.0802 K
MD Temperature:                      0.0008478641 H          267.7340 K
MD Temperature:                      0.0008474821 H          267.6134 K
MD Temperature:                      0.0008435163 H          266.3611 K
MD Temperature:                      0.0008334451 H          263.1808 K
MD Temperature:                      0.0008229271 H          259.8595 K
MD Temperature:                      0.0008190528 H          258.6361 K
MD Temperature:                      0.0008209268 H          259.2279 K
MD Temperature:                      0.0008196703 H          258.8311 K
MD Temperature:                      0.0008137768 H          256.9701 K
MD Temperature:                      0.0008131980 H          256.7873 K
MD Temperature:                      0.0008211019 H          259.2832 K
MD Temperature:                      0.0008294364 H          261.9150 K
MD Temperature:                      0.0008319274 H          262.7016 K
MD Temperature:                      0.0008309400 H          262.3898 K
MD Temperature:                      0.0008350598 H          263.6907 K
MD Temperature:                      0.0008475659 H          267.6398 K
MD Temperature:                      0.0008615415 H          272.0530 K
MD Temperature:                      0.0008704189 H          274.8562 K
MD Temperature:                      0.0008757401 H          276.5365 K
MD Temperature:                      0.0008836039 H          279.0197 K
MD Temperature:                      0.0008970207 H          283.2564 K
MD Temperature:                      0.0009103243 H          287.4573 K
MD Temperature:                      0.0009164906 H          289.4045 K
MD Temperature:                      0.0009185711 H          290.0615 K
MD Temperature:                      0.0009247277 H          292.0056 K
MD Temperature:                      0.0009357391 H          295.4827 K
MD Temperature:                      0.0009435114 H          297.9370 K
MD Temperature:                      0.0009405985 H          297.0171 K
MD Temperature:                      0.0009318786 H          294.2636 K
MD Temperature:                      0.0009291664 H          293.4072 K
MD Temperature:                      0.0009320440 H          294.3159 K
MD Temperature:                      0.0009299012 H          293.6392 K
MD Temperature:                      0.0009227887 H          291.3933 K
MD Temperature:                      0.0009212592 H          290.9103 K
MD Temperature:                      0.0009281651 H          293.0910 K
MD Temperature:                      0.0009346863 H          295.1502 K
MD Temperature:                      0.0009341648 H          294.9856 K
MD Temperature:                      0.0009314232 H          294.1198 K
MD Temperature:                      0.0009345242 H          295.0991 K
MD Temperature:                      0.0009422611 H          297.5422 K
MD Temperature:                      0.0009472837 H          299.1282 K
MD Temperature:                      0.0009520325 H          300.6277 K
MD Temperature:                      0.0009641681 H          304.4598 K
MD Temperature:                      0.0009797511 H          309.3806 K
MD Temperature:                      0.0009895531 H          312.4758 K
MD Temperature:                      0.0009955896 H          314.3820 K
MD Temperature:                      0.0010029821 H          316.7163 K
MD Temperature:                      0.0010078792 H          318.2627 K
MD Temperature:                      0.0010060204 H          317.6757 K
MD Temperature:                      0.0010010856 H          316.1175 K
MD Temperature:                      0.0010013425 H          316.1986 K
MD Temperature:                      0.0010052832 H          317.4430 K
MD Temperature:                      0.0010009180 H          316.0645 K
MD Temperature:                      0.0009875903 H          311.8560 K
MD Temperature:                      0.0009787297 H          309.0580 K
MD Temperature:                      0.0009763244 H          308.2985 K
MD Temperature:                      0.0009690211 H          305.9923 K
MD Temperature:                      0.0009528119 H          300.8738 K
MD Temperature:                      0.0009364368 H          295.7030 K
MD Temperature:                      0.0009293630 H          293.4693 K
MD Temperature:                      0.0009250258 H          292.0997 K
MD Temperature:                      0.0009106533 H          287.5612 K
MD Temperature:                      0.0008924834 H          281.8236 K
MD Temperature:                      0.0008854770 H          279.6112 K
MD Temperature:                      0.0008878076 H          280.3471 K
MD Temperature:                      0.0008893233 H          280.8257 K
MD Temperature:                      0.0008877424 H          280.3265 K
MD Temperature:                      0.0008874734 H          280.2416 K
MD Temperature:                      0.0008931210 H          282.0250 K
MD Temperature:                      0.0009034297 H          285.2802 K
MD Temperature:                      0.0009125658 H          288.1651 K
MD Temperature:                      0.0009200510 H          290.5288 K
MD Temperature:                      0.0009284410 H          293.1781 K
MD Temperature:                      0.0009367150 H          295.7908 K
MD Temperature:                      0.0009441989 H          298.1541 K
MD Temperature:                      0.0009522189 H          300.6866 K
MD Temperature:                      0.0009613459 H          303.5687 K
MD Temperature:                      0.0009684293 H          305.8054 K
MD Temperature:                      0.0009700326 H          306.3117 K
MD Temperature:                      0.0009687715 H          305.9135 K
MD Temperature:                      0.0009684051 H          305.7978 K
MD Temperature:                      0.0009676134 H          305.5478 K
MD Temperature:                      0.0009642478 H          304.4850 K
MD Temperature:                      0.0009569807 H          302.1902 K
MD Temperature:                      0.0009483748 H          299.4727 K
MD Temperature:                      0.0009448718 H          298.3666 K
MD Temperature:                      0.0009490593 H          299.6889 K
MD Temperature:                      0.0009571544 H          302.2451 K
MD Temperature:                      0.0009617993 H          303.7118 K
MD Temperature:                      0.0009591196 H          302.8657 K
MD Temperature:                      0.0009575026 H          302.3550 K
MD Temperature:                      0.0009650451 H          304.7368 K
MD Temperature:                      0.0009717754 H          306.8620 K
MD Temperature:                      0.0009677710 H          305.5975 K
MD Temperature:                      0.0009605689 H          303.3233 K
MD Temperature:                      0.0009630516 H          304.1073 K
MD Temperature:                      0.0009761323 H          308.2378 K
MD Temperature:                      0.0009856260 H          311.2357 K
MD Temperature:                      0.0009813073 H          309.8720 K
MD Temperature:                      0.0009750217 H          307.8871 K
MD Temperature:                      0.0009782493 H          308.9063 K
MD Temperature:                      0.0009802012 H          309.5227 K
MD Temperature:                      0.0009707795 H          306.5475 K
MD Temperature:                      0.0009578902 H          302.4775 K
MD Temperature:                      0.0009544110 H          301.3788 K
MD Temperature:                      0.0009584707 H          302.6608 K
MD Temperature:                      0.0009547021 H          301.4707 K
MD Temperature:                      0.0009421098 H          297.4944 K
MD Temperature:                      0.0009386328 H          296.3964 K
MD Temperature:                      0.0009437694 H          298.0184 K
MD Temperature:                      0.0009379043 H          296.1664 K
MD Temperature:                      0.0009208188 H          290.7712 K
MD Temperature:                      0.0009088231 H          286.9833 K
MD Temperature:                      0.0009061567 H          286.1413 K
MD Temperature:                      0.0009003287 H          284.3010 K
MD Temperature:                      0.0008830504 H          278.8449 K
MD Temperature:                      0.0008683595 H          274.2059 K
MD Temperature:                      0.0008708555 H          274.9941 K
MD Temperature:                      0.0008772590 H          277.0161 K
MD Temperature:                      0.0008706847 H          274.9402 K
MD Temperature:                      0.0008598045 H          271.5044 K
MD Temperature:                      0.0008616858 H          272.0985 K
MD Temperature:                      0.0008727295 H          275.5858 K
MD Temperature:                      0.0008753242 H          276.4052 K
MD Temperature:                      0.0008699653 H          274.7130 K
MD Temperature:                      0.0008758372 H          276.5672 K
MD Temperature:                      0.0008952111 H          282.6850 K
MD Temperature:                      0.0009107264 H          287.5843 K
MD Temperature:                      0.0009181986 H          289.9438 K
MD Temperature:                      0.0009296239 H          293.5516 K
MD Temperature:                      0.0009501990 H          300.0488 K
MD Temperature:                      0.0009686898 H          305.8877 K
MD Temperature:                      0.0009740013 H          307.5649 K
MD Temperature:                      0.0009747604 H          307.8046 K
MD Temperature:                      0.0009824897 H          310.2453 K
MD Temperature:                      0.0009889777 H          312.2941 K
MD Temperature:                      0.0009854811 H          311.1899 K
MD Temperature:                      0.0009787152 H          309.0534 K
MD Temperature:                      0.0009769761 H          308.5043 K
MD Temperature:                      0.0009796283 H          309.3418 K
MD Temperature:                      0.0009803657 H          309.5746 K
MD Temperature:                      0.0009784415 H          308.9670 K
MD Temperature:                      0.0009810673 H          309.7962 K
MD Temperature:                      0.0009857539 H          311.2761 K
MD Temperature:                      0.0009816228 H          309.9716 K
MD Temperature:                      0.0009723063 H          307.0297 K
MD Temperature:                      0.0009688453 H          305.9368 K
MD Temperature:                      0.0009697301 H          306.2162 K
MD Temperature:                      0.0009652693 H          304.8076 K
MD Temperature:                      0.0009554381 H          301.7031 K
MD Temperature:                      0.0009526611 H          300.8262 K
MD Temperature:                      0.0009623909 H          303.8986 K
MD Temperature:                      0.0009711083 H          306.6514 K
MD Temperature:                      0.0009685506 H          305.8437 K
MD Temperature:                      0.0009655703 H          304.9026 K
MD Temperature:                      0.0009725703 H          307.1130 K
MD Temperature:                      0.0009825827 H          310.2747 K
MD Temperature:                      0.0009828494 H          310.3589 K
MD Temperature:                      0.0009743259 H          307.6674 K
MD Temperature:                      0.0009723542 H          307.0448 K
MD Temperature:                      0.0009816065 H          309.9664 K
MD Temperature:                      0.0009876830 H          311.8852 K
MD Temperature:                      0.0009845868 H          310.9076 K
MD Temperature:                      0.0009831136 H          310.4423 K
MD Temperature:                      0.0009895249 H          312.4669 K
MD Temperature:                      0.0009985382 H          315.3131 K
MD Temperature:                      0.0010017412 H          316.3245 K
MD Temperature:                      0.0009972433 H          314.9042 K
MD Temperature:                      0.0009927885 H          313.4974 K
MD Temperature:                      0.0009947371 H          314.1128 K
MD Temperature:                      0.0009981390 H          315.1870 K
MD Temperature:                      0.0009983797 H          315.2630 K
MD Temperature:                      0.0009979189 H          315.1175 K
MD Temperature:                      0.0009994938 H          315.6148 K
MD Temperature:                      0.0010042422 H          317.1142 K
MD Temperature:                      0.0010104227 H          319.0659 K
MD Temperature:                      0.0010126568 H          319.7714 K
MD Temperature:                      0.0010079546 H          318.2865 K
MD Temperature:                      0.0010006506 H          315.9801 K
MD Temperature:                      0.0009952145 H          314.2635 K
MD Temperature:                      0.0009894075 H          312.4298 K
MD Temperature:                      0.0009789538 H          309.1288 K
MD Temperature:                      0.0009654154 H          304.8537 K
MD Temperature:                      0.0009558485 H          301.8327 K
MD Temperature:                      0.0009533765 H          301.0521 K
MD Temperature:                      0.0009513893 H          300.4246 K
MD Temperature:                      0.0009425799 H          297.6428 K
MD Temperature:                      0.0009305562 H          293.8461 K
MD Temperature:                      0.0009228231 H          291.4041 K
MD Temperature:                      0.0009170541 H          289.5824 K
MD Temperature:                      0.0009065050 H          286.2513 K
MD Temperature:                      0.0008927746 H          281.9156 K
MD Temperature:                      0.0008838080 H          279.0842 K
MD Temperature:                      0.0008829506 H          278.8134 K
MD Temperature:                      0.0008852714 H          279.5463 K
MD Temperature:                      0.0008860475 H          279.7913 K
MD Temperature:                      0.0008877282 H          280.3221 K
MD Temperature:                      0.0008926516 H          281.8767 K
MD Temperature:                      0.0008949892 H          282.6149 K
MD Temperature:                      0.0008891858 H          280.7823 K
MD Temperature:                      0.0008791677 H          277.6189 K
MD Temperature:                      0.0008707449 H          274.9592 K
MD Temperature:                      0.0008634295 H          272.6491 K
MD Temperature:                      0.0008545975 H          269.8602 K
MD Temperature:                      0.0008465269 H          267.3117 K
MD Temperature:                      0.0008445990 H          266.7029 K
MD Temperature:                      0.0008486878 H          267.9941 K
MD Temperature:                      0.0008515300 H          268.8916 K
MD Temperature:                      0.0008499551 H          268.3943 K
MD Temperature:                      0.0008483682 H          267.8932 K
MD Temperature:                      0.0008479565 H          267.7632 K
MD Temperature:                      0.0008466078 H          267.3373 K
MD Temperature:                      0.0008469275 H          267.4382 K
MD Temperature:                      0.0008538524 H          269.6250 K
MD Temperature:                      0.0008671956 H          273.8384 K
MD Temperature:                      0.0008816321 H          278.3971 K
MD Temperature:                      0.0008936072 H          282.1785 K
MD Temperature:                      0.0009058743 H          286.0522 K
MD Temperature:                      0.0009193276 H          290.3003 K
MD Temperature:                      0.0009292478 H          293.4329 K
MD Temperature:                      0.0009370448 H          295.8950 K
MD Temperature:                      0.0009499654 H          299.9750 K
MD Temperature:                      0.0009674040 H          305.4817 K
MD Temperature:                      0.0009802067 H          309.5244 K
MD Temperature:                      0.0009856521 H          311.2439 K
MD Temperature:                      0.0009930380 H          313.5762 K
MD Temperature:                      0.0010084207 H          318.4337 K
MD Temperature:                      0.0010232794 H          323.1257 K
MD Temperature:                      0.0010299216 H          325.2231 K
MD Temperature:                      0.0010346829 H          326.7266 K
MD Temperature:                      0.0010434738 H          329.5026 K
MD Temperature:                      0.0010494829 H          331.4001 K
MD Temperature:                      0.0010438904 H          329.6341 K
MD Temperature:                      0.0010336345 H          326.3956 K
MD Temperature:                      0.0010346369 H          326.7121 K
MD Temperature:                      0.0010443736 H          329.7867 K
MD Temperature:                      0.0010452456 H          330.0621 K
MD Temperature:                      0.0010366611 H          327.3513 K
MD Temperature:                      0.0010331032 H          326.2278 K
MD Temperature:                      0.0010367690 H          327.3854 K
MD Temperature:                      0.0010353798 H          326.9467 K
MD Temperature:                      0.0010223165 H          322.8216 K
MD Temperature:                      0.0010087105 H          318.5252 K
MD Temperature:                      0.0010062046 H          317.7339 K
MD Temperature:                      0.0010045589 H          317.2142 K
MD Temperature:                      0.0009896538 H          312.5076 K
MD Temperature:                      0.0009719618 H          306.9209 K
MD Temperature:                      0.0009680093 H          305.6728 K
MD Temperature:                      0.0009738093 H          307.5043 K
MD Temperature:                      0.0009723545 H          307.0449 K
MD Temperature:                      0.0009576804 H          302.4112 K
MD Temperature:                      0.0009435203 H          297.9398 K
MD Temperature:                      0.0009413659 H          297.2595 K
MD Temperature:                      0.0009400507 H          296.8442 K
MD Temperature:                      0.0009270237 H          292.7306 K
MD Temperature:                      0.0009111976 H          287.7331 K
MD Temperature:                      0.0009039128 H          285.4327 K
MD Temperature:                      0.0009022424 H          284.9053 K
MD Temperature:                      0.0008978594 H          283.5212 K
MD Temperature:                      0.0008901601 H          281.0900 K
MD Temperature:                      0.0008846333 H          279.3448 K
MD Temperature:                      0.0008823374 H          278.6198 K
MD Temperature:                      0.0008786480 H          277.4548 K
MD Temperature:                      0.0008737444 H          275.9063 K
MD Temperature:                      0.0008719319 H          275.3340 K
MD Temperature:                      0.0008729384 H          275.6518 K
MD Temperature:                      0.0008733978 H          275.7969 K
MD Temperature:                      0.0008737004 H          275.8924 K
MD Temperature:                      0.0008782453 H          277.3276 K
MD Temperature:                      0.0008888795 H          280.6856 K
MD Temperature:                      0.0009028851 H          285.1082 K
MD Temperature:                      0.0009155898 H          289.1200 K
MD Temperature:                      0.0009248375 H          292.0402 K
MD Temperature:                      0.0009321450 H          294.3478 K
MD Temperature:                      0.0009381469 H          296.2430 K
MD Temperature:                      0.0009413519 H          297.2551 K
MD Temperature:                      0.0009432671 H          297.8598 K
MD Temperature:                      0.0009458540 H          298.6767 K
MD Temperature:                      0.0009480965 H          299.3848 K
MD Temperature:                      0.0009512345 H          300.3758 K
MD Temperature:                      0.0009571809 H          302.2535 K
MD Temperature:                      0.0009627827 H          304.0224 K
MD Temperature:                      0.0009643151 H          304.5063 K
MD Temperature:                      0.0009621302 H          303.8163 K
MD Temperature:                      0.0009590928 H          302.8572 K
MD Temperature:                      0.0009566757 H          302.0939 K
MD Temperature:                      0.0009498792 H          299.9478 K
MD Temperature:                      0.0009360596 H          295.5839 K
MD Temperature:                      0.0009250421 H          292.1049 K
MD Temperature:                      0.0009229411 H          291.4414 K
MD Temperature:                      0.0009208090 H          290.7681 K
MD Temperature:                      0.0009131255 H          288.3419 K
MD Temperature:                      0.0009054130 H          285.9065 K
MD Temperature:                      0.0009033238 H          285.2467 K
MD Temperature:                      0.0009050885 H          285.8040 K
MD Temperature:                      0.0009016026 H          284.7033 K
MD Temperature:                      0.0008906719 H          281.2516 K
MD Temperature:                      0.0008831555 H          278.8781 K
MD Temperature:                      0.0008834407 H          278.9682 K
MD Temperature:                      0.0008822039 H          278.5776 K
MD Temperature:                      0.0008758602 H          276.5745 K
MD Temperature:                      0.0008704382 H          274.8623 K
MD Temperature:                      0.0008706610 H          274.9327 K
MD Temperature:                      0.0008743944 H          276.1116 K
MD Temperature:                      0.0008746909 H          276.2052 K
MD Temperature:                      0.0008699321 H          274.7025 K
MD Temperature:                      0.0008650915 H          273.1740 K
MD Temperature:                      0.0008621987 H          272.2605 K
MD Temperature:                      0.0008598013 H          271.5034 K
MD Temperature:                      0.0008589870 H          271.2463 K
MD Temperature:                      0.0008588120 H          271.1911 K
MD Temperature:                      0.0008579862 H          270.9303 K
MD Temperature:                      0.0008609150 H          271.8551 K
MD Temperature:                      0.0008716586 H          275.2477 K
MD Temperature:                      0.0008854088 H          279.5896 K
MD Temperature:                      0.0008918615 H          281.6272 K
MD Temperature:                      0.0008888556 H          280.6781 K
MD Temperature:                      0.0008859580 H          279.7631 K
MD Temperature:                      0.0008889288 H          280.7012 K
MD Temperature:                      0.0008906542 H          281.2460 K
MD Temperature:                      0.0008861013 H          279.8083 K
MD Temperature:                      0.0008832483 H          278.9074 K
MD Temperature:                      0.0008950300 H          282.6278 K
MD Temperature:                      0.0009198091 H          290.4524 K
MD Temperature:                      0.0009396425 H          296.7153 K
MD Temperature:                      0.0009485845 H          299.5389 K
MD Temperature:                      0.0009603226 H          303.2455 K
MD Temperature:                      0.0009782902 H          308.9192 K
MD Temperature:                      0.0009894058 H          312.4293 K
MD Temperature:                      0.0009888267 H          312.2464 K
MD Temperature:                      0.0009867637 H          311.5950 K
MD Temperature:                      0.0009928955 H          313.5312 K
MD Temperature:                      0.0010014925 H          316.2459 K
MD Temperature:                      0.0010012386 H          316.1658 K
MD Temperature:                      0.0009980921 H          315.1722 K
MD Temperature:                      0.0010062457 H          317.7469 K
MD Temperature:                      0.0010191732 H          321.8290 K
MD Temperature:                      0.0010232231 H          323.1079 K
MD Temperature:                      0.0010239807 H          323.3471 K
MD Temperature:                      0.0010349242 H          326.8028 K
MD Temperature:                      0.0010542724 H          332.9125 K
MD Temperature:                      0.0010626822 H          335.5681 K
MD Temperature:                      0.0010551109 H          333.1773 K
MD Temperature:                      0.0010554241 H          333.2762 K
MD Temperature:                      0.0010740419 H          339.1552 K
MD Temperature:                      0.0010892289 H          343.9509 K
MD Temperature:                      0.0010888993 H          343.8468 K
MD Temperature:                      0.0010876143 H          343.4410 K
MD Temperature:                      0.0011001156 H          347.3886 K
MD Temperature:                      0.0011204282 H          353.8028 K
MD Temperature:                      0.0011277907 H          356.1277 K
MD Temperature:                      0.0011192669 H          353.4361 K
MD Temperature:                      0.0011157391 H          352.3221 K
MD Temperature:                      0.0011222933 H          354.3918 K
MD Temperature:                      0.0011207654 H          353.9093 K
MD Temperature:                      0.0011057115 H          349.1557 K
MD Temperature:                      0.0010881779 H          343.6190 K
MD Temperature:                      0.0010762157 H          339.8416 K
MD Temperature:                      0.0010677321 H          337.1627 K
MD Temperature:                      0.0010570364 H          333.7853 K
MD Temperature:                      0.0010445694 H          329.8485 K
MD Temperature:                      0.0010306891 H          325.4655 K
MD Temperature:                      0.0010133553 H          319.9919 K
MD Temperature:                      0.0009990555 H          315.4764 K
MD Temperature:                      0.0009932817 H          313.6532 K
MD Temperature:                      0.0009881308 H          312.0267 K
MD Temperature:                      0.0009756592 H          308.0884 K
MD Temperature:                      0.0009591939 H          302.8891 K
MD Temperature:                      0.0009495984 H          299.8591 K
MD Temperature:                      0.0009481838 H          299.4124 K
MD Temperature:                      0.0009381032 H          296.2292 K
MD Temperature:                      0.0009134190 H          288.4345 K
MD Temperature:                      0.0008953796 H          282.7382 K
MD Temperature:                      0.0008945905 H          282.4890 K
MD Temperature:                      0.0008954790 H          282.7696 K
MD Temperature:                      0.0008861644 H          279.8283 K
MD Temperature:                      0.0008748701 H          276.2618 K
MD Temperature:                      0.0008774795 H          277.0858 K
MD Temperature:                      0.0008902493 H          281.1182 K
MD Temperature:                      0.0008893363 H          280.8299 K
MD Temperature:                      0.0008709174 H          275.0136 K
MD Temperature:                      0.0008570934 H          270.6484 K
MD Temperature:                      0.0008561614 H          270.3541 K
MD Temperature:                      0.0008542026 H          269.7355 K
MD Temperature:                      0.0008405720 H          265.4313 K
MD Temperature:                      0.0008250054 H          260.5158 K
MD Temperature:                      0.0008258902 H          260.7952 K
MD Temperature:                      0.0008411716 H          265.6207 K
MD Temperature:                      0.0008525476 H          269.2129 K
MD Temperature:                      0.0008575101 H          270.7800 K
MD Temperature:                      0.0008664364 H          273.5986 K
MD Temperature:                      0.0008814062 H          278.3257 K
MD Temperature:                      0.0008947278 H          282.5324 K
MD Temperature:                      0.0008981940 H          283.6269 K
MD Temperature:                      0.0008951740 H          282.6732 K
MD Temperature:                      0.0008955355 H          282.7874 K
MD Temperature:                      0.0008997304 H          284.1121 K
MD Temperature:                      0.0009046939 H          285.6794 K
MD Temperature:                      0.0009119027 H          287.9558 K
MD Temperature:                      0.0009199534 H          290.4980 K
MD Temperature:                      0.0009283564 H          293.1514 K
MD Temperature:                      0.0009381295 H          296.2375 K
MD Temperature:                      0.0009468312 H          298.9853 K
MD Temperature:                      0.0009533782 H          301.0527 K
MD Temperature:                      0.0009558008 H          301.8177 K
MD Temperature:                      0.0009521046 H          300.6505 K
MD Temperature:                      0.0009480978 H          299.3852 K
MD Temperature:                      0.0009465899 H          298.9091 K
MD Temperature:                      0.0009420251 H          297.4676 K
MD Temperature:                      0.0009360481 H          295.5803 K
MD Temperature:                      0.0009333062 H          294.7144 K
MD Temperature:                      0.0009314296 H          294.1218 K
MD Temperature:                      0.0009284443 H          293.1792 K
MD Temperature:                      0.0009224498 H          291.2863 K
MD Temperature:                      0.0009145557 H          288.7935 K
MD Temperature:                      0.0009115395 H          287.8411 K
MD Temperature:                      0.0009113306 H          287.7751 K
MD Temperature:                      0.0009058313 H          286.0386 K
MD Temperature:                      0.0008973848 H          283.3714 K
MD Temperature:                      0.0008933393 H          282.0939 K
MD Temperature:                      0.0008939202 H          282.2773 K
MD Temperature:                      0.0008930955 H          282.0169 K
MD Temperature:                      0.0008864186 H          279.9085 K
MD Temperature:                      0.0008780198 H          277.2564 K
MD Temperature:                      0.0008738816 H          275.9496 K
MD Temperature:                      0.0008728223 H          275.6151 K
MD Temperature:                      0.0008733954 H          275.7961 K
MD Temperature:                      0.0008764227 H          276.7521 K
MD Temperature:                      0.0008800609 H          277.9009 K
MD Temperature:                      0.0008867560 H          280.0151 K
MD Temperature:                      0.0008987667 H          283.8078 K
MD Temperature:                      0.0009072341 H          286.4815 K
MD Temperature:                      0.0009057380 H          286.0091 K
MD Temperature:                      0.0009001485 H          284.2441 K
MD Temperature:                      0.0008995587 H          284.0578 K
MD Temperature:                      0.0009101857 H          287.4136 K
MD Temperature:                      0.0009304943 H          293.8265 K
MD Temperature:                      0.0009494324 H          299.8067 K
MD Temperature:                      0.0009622846 H          303.8651 K
MD Temperature:                      0.0009782444 H          308.9048 K
MD Temperature:                      0.0010020703 H          316.4284 K
MD Temperature:                      0.0010233985 H          323.1633 K
MD Temperature:                      0.0010325164 H          326.0425 K
MD Temperature:                      0.0010335245 H          326.3608 K
MD Temperature:                      0.0010394803 H          328.2415 K
MD Temperature:                      0.0010550370 H          333.1539 K
MD Temperature:                      0.0010720668 H          338.5315 K
MD Temperature:                      0.0010852811 H          342.7042 K
MD Temperature:                      0.0010941803 H          345.5144 K
MD Temperature:                      0.0010954281 H          345.9084 K
MD Temperature:                      0.0010872710 H          343.3326 K
MD Temperature:                      0.0010757507 H          339.6948 K
MD Temperature:                      0.0010680407 H          337.2602 K
MD Temperature:                      0.0010632342 H          335.7424 K
MD Temperature:                      0.0010550713 H          333.1648 K
MD Temperature:                      0.0010426587 H          329.2452 K
MD Temperature:                      0.0010335658 H          326.3739 K
MD Temperature:                      0.0010306609 H          325.4566 K
MD Temperature:                      0.0010278856 H          324.5802 K
MD Temperature:                      0.0010170652 H          321.1634 K
MD Temperature:                      0.0009968998 H          314.7957 K
MD Temperature:                      0.0009809304 H          309.7529 K
MD Temperature:                      0.0009787156 H          309.0536 K
