nstep,rx_o1n1,ry_o1n1,rz_o1n1,r_o1n1,rx_o2n2,ry_o2n2,rz_o2n2,r_o2n2,rx_o2n1,ry_o2n1,rz_o2n1,r_o2n1,rx_o1n2,ry_o1n2,rz_o1n2,r_o1n2
0,9.11745581,2.90088165,3.9746975200000003,10.360566353732967,12.805484759999999,0.4392913500000001,4.73514764,13.65997950223113,3.0993527599999995,0.7406905200000001,4.74048057,5.711984419786613,0.5886761900000002,2.59948248,3.9693645899999996,4.781182287765834
1,9.118683820000001,2.9406222300000002,3.97356887,10.372410678011793,12.69002215,0.3779098500000001,4.86567471,13.596112253352105,3.08925964,0.7257678500000001,4.69439814,5.666360206716655,0.4820786899999998,2.5927642300000002,4.14484544,4.912694773462769
2,9.22027757,2.9483253400000002,3.97183633,10.463346721323877,12.682751920000001,0.24924276999999995,4.89548287,13.597061107207118,3.0399587500000003,0.68001649,4.68750421,5.628185084655728,0.42251560000000055,2.51755162,4.179814990000001,4.897697310189421
3,9.355515369999999,2.97126449,4.01719775,10.606222620256764,12.79004879,0.17913126999999995,4.9669782,13.721818702407765,2.97150686,0.68535222,4.76066473,5.653626212967388,0.4630265599999994,2.46504354,4.22351122,4.9121156617924875
4,9.35788832,2.99756916,4.06527017,10.633998130226814,12.81262078,0.16430259000000003,5.03851316,13.768691348732519,3.00176157,0.6918311500000001,4.8228130700000005,5.722650502293672,0.45297089000000046,2.4700406,4.28097026,4.963163261453347
5,9.414323249999999,2.9464299,4.13172124,10.694954502763052,12.79174386,0.1489912900000001,5.07511483,13.762546999811827,2.9690406300000003,0.6068819000000001,4.86861332,5.734710416648762,0.4083799800000003,2.4885392900000003,4.33822275,5.017945658788671
6,9.43931567,2.98221765,4.11905846,10.72198419261923,12.76868971,0.13467638000000004,5.11545713,13.755925133790807,2.9718003699999995,0.6009458900000001,4.85999598,5.728201666095232,0.35757366999999984,2.51594814,4.37451961,5.059078551566607
7,9.479028199999998,2.9654764200000003,4.04534897,10.72431229977248,12.74467972,0.06821323999999995,5.08579159,13.722127761699543,2.9631409600000005,0.5759048899999999,4.84193231,5.705802247342399,0.30251056,2.45778477,4.28920825,4.952729149309856
8,9.54196288,2.9393841899999997,3.98821147,10.751505278292868,12.82001542,0.00333711999999986,5.02013891,13.767882959304371,2.9233927700000004,0.5513995100000001,4.8703039,5.70702433722441,0.3546597700000005,2.38464756,4.13804648,4.789128961357252
9,9.505674240000001,2.99121646,3.96372369,10.724566385558054,12.81203177,0.044302339999999885,4.97606184,13.744501162585822,2.99317964,0.5813419500000001,4.9185161,5.786958047722442,0.3131778899999995,2.36557217,4.02126943,4.675961923595603
